# r=8.000000e+02
# M=2.700298e+00
# u/M:0 Reh/M:1 Imh/M:2 Redh:3 Imdh:4 Momega:5 A/M:6 phi:7 t:8
9.508147e+02 -5.102945e-02 1.062588e-01 -4.657854e-03 -2.239237e-03 4.232132e-02 1.178768e-01 4.824697e+01 3.397160e+03
9.515109e+02 -4.775066e-02 1.077812e-01 -4.727510e-03 -2.095449e-03 4.252797e-02 1.178852e-01 4.827764e+01 3.399040e+03
9.522071e+02 -4.442448e-02 1.092024e-01 -4.792924e-03 -1.949560e-03 4.277079e-02 1.178928e-01 4.830832e+01 3.400920e+03
9.529033e+02 -4.105392e-02 1.105210e-01 -4.854002e-03 -1.801696e-03 4.304179e-02 1.178996e-01 4.833902e+01 3.402800e+03
9.535995e+02 -3.764204e-02 1.117356e-01 -4.910655e-03 -1.651986e-03 4.332841e-02 1.179057e-01 4.836974e+01 3.404680e+03
9.542958e+02 -3.419196e-02 1.128449e-01 -4.962791e-03 -1.500561e-03 4.361544e-02 1.179113e-01 4.840048e+01 3.406560e+03
9.549920e+02 -3.070688e-02 1.138479e-01 -5.010327e-03 -1.347555e-03 4.388812e-02 1.179163e-01 4.843124e+01 3.408440e+03
9.556882e+02 -2.719003e-02 1.147434e-01 -5.053186e-03 -1.193103e-03 4.413549e-02 1.179210e-01 4.846201e+01 3.410320e+03
9.563844e+02 -2.364470e-02 1.155306e-01 -5.091295e-03 -1.037344e-03 4.435298e-02 1.179253e-01 4.849281e+01 3.412200e+03
9.570806e+02 -2.007424e-02 1.162084e-01 -5.124592e-03 -8.804166e-04 4.454361e-02 1.179295e-01 4.852363e+01 3.414080e+03
9.577769e+02 -1.648204e-02 1.167762e-01 -5.153020e-03 -7.224659e-04 4.471699e-02 1.179336e-01 4.855447e+01 3.415960e+03
9.584731e+02 -1.287150e-02 1.172332e-01 -5.176529e-03 -5.636407e-04 4.488661e-02 1.179377e-01 4.858533e+01 3.417840e+03
9.591693e+02 -9.246098e-03 1.175790e-01 -5.195072e-03 -4.040949e-04 4.506578e-02 1.179420e-01 4.861621e+01 3.419720e+03
9.598655e+02 -5.609306e-03 1.178130e-01 -5.208606e-03 -2.439872e-04 4.526348e-02 1.179465e-01 4.864711e+01 3.421600e+03
9.605617e+02 -1.964643e-03 1.179350e-01 -5.217093e-03 -8.347938e-05 4.548118e-02 1.179513e-01 4.867803e+01 3.423480e+03
9.612580e+02 1.684353e-03 1.179446e-01 -5.220496e-03 7.726453e-05 4.571172e-02 1.179567e-01 4.870897e+01 3.425360e+03
9.619542e+02 5.334115e-03 1.178419e-01 -5.218784e-03 2.380815e-04 4.594041e-02 1.179625e-01 4.873992e+01 3.427240e+03
9.626504e+02 8.981059e-03 1.176267e-01 -5.211930e-03 3.988102e-04 4.614838e-02 1.179690e-01 4.877089e+01 3.429120e+03
9.633466e+02 1.262158e-02 1.172992e-01 -5.199913e-03 5.592941e-04 4.631697e-02 1.179763e-01 4.880188e+01 3.431000e+03
9.640428e+02 1.625207e-02 1.168596e-01 -5.182723e-03 7.193805e-04 4.643232e-02 1.179843e-01 4.883287e+01 3.432880e+03
9.647391e+02 1.986891e-02 1.163082e-01 -5.160357e-03 8.789217e-04 4.648874e-02 1.179931e-01 4.886388e+01 3.434760e+03
9.654353e+02 2.346849e-02 1.156456e-01 -5.132821e-03 1.037773e-03 4.648998e-02 1.180028e-01 4.889490e+01 3.436640e+03
9.661315e+02 2.704719e-02 1.148721e-01 -5.100133e-03 1.195791e-03 4.644830e-02 1.180133e-01 4.892593e+01 3.438520e+03
9.668277e+02 3.060142e-02 1.139884e-01 -5.062314e-03 1.352832e-03 4.638125e-02 1.180246e-01 4.895696e+01 3.440400e+03
9.675239e+02 3.412760e-02 1.129953e-01 -5.019398e-03 1.508750e-03 4.630746e-02 1.180366e-01 4.898800e+01 3.442280e+03
9.682202e+02 3.762219e-02 1.118936e-01 -4.971420e-03 1.663393e-03 4.624227e-02 1.180492e-01 4.901904e+01 3.444160e+03
9.689164e+02 4.108166e-02 1.106842e-01 -4.918423e-03 1.816609e-03 4.619453e-02 1.180623e-01 4.905009e+01 3.446040e+03
9.696126e+02 4.450252e-02 1.093682e-01 -4.860453e-03 1.968236e-03 4.616521e-02 1.180757e-01 4.908113e+01 3.447920e+03
9.703088e+02 4.788130e-02 1.079467e-01 -4.797562e-03 2.118113e-03 4.614791e-02 1.180894e-01 4.911218e+01 3.449800e+03
9.710050e+02 5.121459e-02 1.064210e-01 -4.729806e-03 2.266076e-03 4.613116e-02 1.181032e-01 4.914322e+01 3.451680e+03
9.717012e+02 5.449900e-02 1.047926e-01 -4.657249e-03 2.411960e-03 4.610166e-02 1.181170e-01 4.917426e+01 3.453560e+03
9.723975e+02 5.773121e-02 1.030628e-01 -4.579962e-03 2.555602e-03 4.604773e-02 1.181306e-01 4.920529e+01 3.455440e+03
9.730937e+02 6.090794e-02 1.012334e-01 -4.498026e-03 2.696844e-03 4.596187e-02 1.181439e-01 4.923632e+01 3.457320e+03
9.737899e+02 6.402596e-02 9.930604e-02 -4.411527e-03 2.835529e-03 4.584183e-02 1.181567e-01 4.926735e+01 3.459200e+03
9.744861e+02 6.708211e-02 9.728257e-02 -4.320566e-03 2.971510e-03 4.569013e-02 1.181690e-01 4.929837e+01 3.461080e+03
9.751823e+02 7.007331e-02 9.516493e-02 -4.225248e-03 3.104639e-03 4.551266e-02 1.181805e-01 4.932938e+01 3.462960e+03
9.758786e+02 7.299656e-02 9.295515e-02 -4.125686e-03 3.234780e-03 4.531700e-02 1.181912e-01 4.936039e+01 3.464840e+03
9.765748e+02 7.584893e-02 9.065538e-02 -4.022002e-03 3.361798e-03 4.511097e-02 1.182009e-01 4.939139e+01 3.466720e+03
9.772710e+02 7.862757e-02 8.826782e-02 -3.914322e-03 3.485567e-03 4.490172e-02 1.182096e-01 4.942239e+01 3.468600e+03
9.779672e+02 8.132975e-02 8.579480e-02 -3.802777e-03 3.605964e-03 4.469522e-02 1.182171e-01 4.945337e+01 3.470480e+03
9.786634e+02 8.395279e-02 8.323871e-02 -3.687499e-03 3.722874e-03 4.449633e-02 1.182233e-01 4.948436e+01 3.472360e+03
9.793597e+02 8.649413e-02 8.060201e-02 -3.568627e-03 3.836185e-03 4.430921e-02 1.182283e-01 4.951533e+01 3.474240e+03
9.800559e+02 8.895132e-02 7.788727e-02 -3.446299e-03 3.945791e-03 4.413797e-02 1.182318e-01 4.954630e+01 3.476120e+03
9.807521e+02 9.132197e-02 7.509709e-02 -3.320657e-03 4.051591e-03 4.398712e-02 1.182340e-01 4.957727e+01 3.478000e+03
9.814483e+02 9.360382e-02 7.223417e-02 -3.191845e-03 4.153486e-03 4.386141e-02 1.182347e-01 4.960824e+01 3.479880e+03
9.821445e+02 9.579471e-02 6.930128e-02 -3.060009e-03 4.251380e-03 4.376508e-02 1.182341e-01 4.963920e+01 3.481760e+03
9.828408e+02 9.789256e-02 6.630123e-02 -2.925298e-03 4.345181e-03 4.370086e-02 1.182320e-01 4.967016e+01 3.483640e+03
9.835370e+02 9.989541e-02 6.323692e-02 -2.787860e-03 4.434798e-03 4.366889e-02 1.182286e-01 4.970113e+01 3.485520e+03
9.842332e+02 1.018014e-01 6.011130e-02 -2.647850e-03 4.520142e-03 4.366613e-02 1.182239e-01 4.973210e+01 3.487400e+03
9.849294e+02 1.036088e-01 5.692738e-02 -2.505418e-03 4.601129e-03 4.368620e-02 1.182181e-01 4.976307e+01 3.489280e+03
9.856256e+02 1.053160e-01 5.368823e-02 -2.360720e-03 4.677679e-03 4.371995e-02 1.182112e-01 4.979404e+01 3.491160e+03
9.863219e+02 1.069213e-01 5.039697e-02 -2.213909e-03 4.749716e-03 4.375676e-02 1.182033e-01 4.982502e+01 3.493040e+03
9.870181e+02 1.084235e-01 4.705680e-02 -2.065139e-03 4.817174e-03 4.378636e-02 1.181947e-01 4.985601e+01 3.494920e+03
9.877143e+02 1.098211e-01 4.367091e-02 -1.914562e-03 4.879990e-03 4.380066e-02 1.181856e-01 4.988700e+01 3.496800e+03
9.884105e+02 1.111130e-01 4.024258e-02 -1.762331e-03 4.938114e-03 4.379530e-02 1.181760e-01 4.991800e+01 3.498680e+03
9.891067e+02 1.122981e-01 3.677509e-02 -1.608595e-03 4.991502e-03 4.377036e-02 1.181663e-01 4.994901e+01 3.500560e+03
9.898030e+02 1.133753e-01 3.327177e-02 -1.453504e-03 5.040119e-03 4.373038e-02 1.181565e-01 4.998003e+01 3.502440e+03
9.904992e+02 1.143437e-01 2.973595e-02 -1.297203e-03 5.083937e-03 4.368355e-02 1.181470e-01 5.001106e+01 3.504320e+03
9.911954e+02 1.152026e-01 2.617101e-02 -1.139837e-03 5.122934e-03 4.364034e-02 1.181379e-01 5.004210e+01 3.506200e+03
9.918916e+02 1.159512e-01 2.258031e-02 -9.815474e-04 5.157092e-03 4.361161e-02 1.181294e-01 5.007315e+01 3.508080e+03
9.925878e+02 1.165890e-01 1.896724e-02 -8.224732e-04 5.186396e-03 4.360682e-02 1.181217e-01 5.010421e+01 3.509960e+03
9.932841e+02 1.171154e-01 1.533519e-02 -6.627503e-04 5.210832e-03 4.363241e-02 1.181151e-01 5.013528e+01 3.511840e+03
9.939803e+02 1.175300e-01 1.168758e-02 -5.025122e-04 5.230386e-03 4.369085e-02 1.181097e-01 5.016636e+01 3.513720e+03
9.946765e+02 1.178325e-01 8.027809e-03 -3.418892e-04 5.245045e-03 4.378025e-02 1.181056e-01 5.019746e+01 3.515600e+03
9.953727e+02 1.180227e-01 4.359312e-03 -1.810095e-04 5.254795e-03 4.389477e-02 1.181032e-01 5.022856e+01 3.517480e+03
9.960689e+02 1.181004e-01 6.855233e-04 -1.999861e-05 5.259622e-03 4.402553e-02 1.181024e-01 5.025968e+01 3.519360e+03
9.967651e+02 1.180656e-01 -2.990114e-03 1.410193e-04 5.259512e-03 4.416190e-02 1.181035e-01 5.029080e+01 3.521240e+03
9.974614e+02 1.179184e-01 -6.664145e-03 3.019219e-04 5.254453e-03 4.429291e-02 1.181065e-01 5.032194e+01 3.523120e+03
9.981576e+02 1.176587e-01 -1.033311e-02 4.625872e-04 5.244436e-03 4.440863e-02 1.181116e-01 5.035308e+01 3.525000e+03
9.988538e+02 1.172869e-01 -1.399354e-02 6.228940e-04 5.229455e-03 4.450133e-02 1.181187e-01 5.038423e+01 3.526880e+03
9.995500e+02 1.168032e-01 -1.764196e-02 7.827204e-04 5.209507e-03 4.456624e-02 1.181280e-01 5.041539e+01 3.528760e+03
1.000246e+03 1.162080e-01 -2.127491e-02 9.419441e-04 5.184597e-03 4.460197e-02 1.181394e-01 5.044655e+01 3.530640e+03
1.000942e+03 1.155018e-01 -2.488892e-02 1.100441e-03 5.154731e-03 4.461034e-02 1.181530e-01 5.047772e+01 3.532520e+03
1.001639e+03 1.146850e-01 -2.848053e-02 1.258086e-03 5.119924e-03 4.459587e-02 1.181685e-01 5.050890e+01 3.534400e+03
1.002335e+03 1.137585e-01 -3.204629e-02 1.414752e-03 5.080195e-03 4.456486e-02 1.181861e-01 5.054007e+01 3.536280e+03
1.003031e+03 1.127227e-01 -3.558277e-02 1.570310e-03 5.035566e-03 4.452438e-02 1.182055e-01 5.057125e+01 3.538160e+03
1.003727e+03 1.115787e-01 -3.908656e-02 1.724630e-03 4.986067e-03 4.448128e-02 1.182267e-01 5.060243e+01 3.540040e+03
1.004424e+03 1.103272e-01 -4.255426e-02 1.877578e-03 4.931729e-03 4.444140e-02 1.182495e-01 5.063361e+01 3.541920e+03
1.005120e+03 1.089693e-01 -4.598250e-02 2.029021e-03 4.872587e-03 4.440896e-02 1.182738e-01 5.066479e+01 3.543800e+03
1.005816e+03 1.075061e-01 -4.936794e-02 2.178822e-03 4.808680e-03 4.438639e-02 1.182994e-01 5.069597e+01 3.545680e+03
1.006512e+03 1.059388e-01 -5.270726e-02 2.326844e-03 4.740050e-03 4.437432e-02 1.183262e-01 5.072715e+01 3.547560e+03
1.007208e+03 1.042686e-01 -5.599717e-02 2.472948e-03 4.666743e-03 4.437191e-02 1.183538e-01 5.075833e+01 3.549440e+03
1.007905e+03 1.024970e-01 -5.923443e-02 2.616993e-03 4.588807e-03 4.437725e-02 1.183822e-01 5.078950e+01 3.551320e+03
1.008601e+03 1.006254e-01 -6.241581e-02 2.758838e-03 4.506297e-03 4.438783e-02 1.184112e-01 5.082068e+01 3.553200e+03
1.009297e+03 9.865541e-02 -6.553813e-02 2.898341e-03 4.419270e-03 4.440092e-02 1.184404e-01 5.085185e+01 3.555080e+03
1.009993e+03 9.658872e-02 -6.859826e-02 3.035359e-03 4.327790e-03 4.441397e-02 1.184698e-01 5.088303e+01 3.556960e+03
1.010690e+03 9.442711e-02 -7.159312e-02 3.169750e-03 4.231927e-03 4.442490e-02 1.184992e-01 5.091420e+01 3.558840e+03
1.011386e+03 9.217246e-02 -7.451965e-02 3.301371e-03 4.131754e-03 4.443245e-02 1.185282e-01 5.094537e+01 3.560720e+03
1.012082e+03 8.982675e-02 -7.737488e-02 3.430080e-03 4.027353e-03 4.443650e-02 1.185568e-01 5.097655e+01 3.562600e+03
1.012778e+03 8.739206e-02 -8.015588e-02 3.555738e-03 3.918813e-03 4.443831e-02 1.185847e-01 5.100772e+01 3.564480e+03
1.013474e+03 8.487057e-02 -8.285979e-02 3.678205e-03 3.806228e-03 4.444040e-02 1.186118e-01 5.103889e+01 3.566360e+03
1.014171e+03 8.226455e-02 -8.548381e-02 3.797342e-03 3.689698e-03 4.444626e-02 1.186378e-01 5.107007e+01 3.568240e+03
1.014867e+03 7.957637e-02 -8.802522e-02 3.913013e-03 3.569333e-03 4.445980e-02 1.186627e-01 5.110125e+01 3.570120e+03
1.015563e+03 7.680850e-02 -9.048138e-02 4.025081e-03 3.445245e-03 4.448485e-02 1.186863e-01 5.113243e+01 3.572000e+03
1.016259e+03 7.396350e-02 -9.284972e-02 4.133413e-03 3.317557e-03 4.452454e-02 1.187083e-01 5.116362e+01 3.573880e+03
1.016956e+03 7.104403e-02 -9.512778e-02 4.237875e-03 3.186394e-03 4.458090e-02 1.187289e-01 5.119481e+01 3.575760e+03
1.017652e+03 6.805283e-02 -9.731316e-02 4.338338e-03 3.051887e-03 4.465445e-02 1.187478e-01 5.122601e+01 3.577640e+03
1.018348e+03 6.499273e-02 -9.940357e-02 4.434674e-03 2.914174e-03 4.474409e-02 1.187650e-01 5.125722e+01 3.579520e+03
1.019044e+03 6.186666e-02 -1.013968e-01 4.526758e-03 2.773395e-03 4.484741e-02 1.187805e-01 5.128843e+01 3.581400e+03
1.019740e+03 5.867763e-02 -1.032908e-01 4.614472e-03 2.629694e-03 4.496126e-02 1.187942e-01 5.131966e+01 3.583280e+03
1.020437e+03 5.542873e-02 -1.050836e-01 4.697700e-03 2.483221e-03 4.508238e-02 1.188061e-01 5.135090e+01 3.585160e+03
1.021133e+03 5.212313e-02 -1.067732e-01 4.776331e-03 2.334127e-03 4.520786e-02 1.188164e-01 5.138214e+01 3.587040e+03
1.021829e+03 4.876408e-02 -1.083579e-01 4.850262e-03 2.182569e-03 4.533537e-02 1.188249e-01 5.141340e+01 3.588920e+03
1.022525e+03 4.535488e-02 -1.098359e-01 4.919394e-03 2.028705e-03 4.546316e-02 1.188318e-01 5.144467e+01 3.590800e+03
1.023221e+03 4.189893e-02 -1.112059e-01 4.983635e-03 1.872698e-03 4.558999e-02 1.188372e-01 5.147596e+01 3.592680e+03
1.023918e+03 3.839967e-02 -1.124662e-01 5.042897e-03 1.714715e-03 4.571496e-02 1.188410e-01 5.150726e+01 3.594560e+03
1.024614e+03 3.486061e-02 -1.136157e-01 5.097102e-03 1.554926e-03 4.583736e-02 1.188435e-01 5.153857e+01 3.596440e+03
1.025310e+03 3.128529e-02 -1.146530e-01 5.146176e-03 1.393504e-03 4.595650e-02 1.188448e-01 5.156989e+01 3.598320e+03
1.026006e+03 2.767732e-02 -1.155771e-01 5.190052e-03 1.230625e-03 4.607155e-02 1.188448e-01 5.160123e+01 3.600200e+03
1.026703e+03 2.404037e-02 -1.163870e-01 5.228672e-03 1.066468e-03 4.618154e-02 1.188439e-01 5.163259e+01 3.602080e+03
1.027399e+03 2.037810e-02 -1.170819e-01 5.261981e-03 9.012160e-04 4.628535e-02 1.188421e-01 5.166396e+01 3.603960e+03
1.028095e+03 1.669426e-02 -1.176612e-01 5.289937e-03 7.350509e-04 4.638180e-02 1.188396e-01 5.169534e+01 3.605840e+03
1.028791e+03 1.299258e-02 -1.181241e-01 5.312502e-03 5.681578e-04 4.646965e-02 1.188365e-01 5.172673e+01 3.607720e+03
1.029487e+03 9.276848e-03 -1.184703e-01 5.329646e-03 4.007218e-04 4.654754e-02 1.188329e-01 5.175813e+01 3.609600e+03
1.030184e+03 5.550854e-03 -1.186994e-01 5.341348e-03 2.329281e-04 4.661386e-02 1.188291e-01 5.178955e+01 3.611480e+03
1.030880e+03 1.818402e-03 -1.188113e-01 5.347596e-03 6.496039e-05 4.666667e-02 1.188252e-01 5.182098e+01 3.613360e+03
1.031576e+03 -1.916696e-03 -1.188059e-01 5.348384e-03 -1.029987e-04 4.670372e-02 1.188213e-01 5.185241e+01 3.615240e+03
1.032272e+03 -5.650629e-03 -1.186832e-01 5.343715e-03 -2.707699e-04 4.672263e-02 1.188176e-01 5.188385e+01 3.617120e+03
1.032969e+03 -9.379587e-03 -1.184435e-01 5.333600e-03 -4.381763e-04 4.672119e-02 1.188143e-01 5.191530e+01 3.619000e+03
1.033665e+03 -1.309977e-02 -1.180870e-01 5.318058e-03 -6.050456e-04 4.669759e-02 1.188113e-01 5.194676e+01 3.620880e+03
1.034361e+03 -1.680741e-02 -1.176142e-01 5.297115e-03 -7.712090e-04 4.665062e-02 1.188090e-01 5.197822e+01 3.622760e+03
1.035057e+03 -2.049873e-02 -1.170256e-01 5.270803e-03 -9.365027e-04 4.657974e-02 1.188073e-01 5.200968e+01 3.624640e+03
1.035753e+03 -2.417000e-02 -1.163219e-01 5.239164e-03 -1.100767e-03 4.648518e-02 1.188064e-01 5.204115e+01 3.626520e+03
1.036450e+03 -2.781751e-02 -1.155038e-01 5.202243e-03 -1.263847e-03 4.636801e-02 1.188063e-01 5.207261e+01 3.628400e+03
1.037146e+03 -3.143760e-02 -1.145723e-01 5.160094e-03 -1.425590e-03 4.623019e-02 1.188071e-01 5.210408e+01 3.630280e+03
1.037842e+03 -3.502663e-02 -1.135282e-01 5.112775e-03 -1.585851e-03 4.607454e-02 1.188088e-01 5.213554e+01 3.632160e+03
1.038538e+03 -3.858101e-02 -1.123728e-01 5.060349e-03 -1.744483e-03 4.590463e-02 1.188114e-01 5.216700e+01 3.634040e+03
1.039235e+03 -4.209720e-02 -1.111071e-01 5.002886e-03 -1.901346e-03 4.572444e-02 1.188148e-01 5.219845e+01 3.635920e+03
1.039931e+03 -4.557170e-02 -1.097325e-01 4.940460e-03 -2.056299e-03 4.553819e-02 1.188192e-01 5.222990e+01 3.637800e+03
1.040627e+03 -4.900107e-02 -1.082503e-01 4.873149e-03 -2.209207e-03 4.534993e-02 1.188243e-01 5.226135e+01 3.639680e+03
1.041323e+03 -5.238193e-02 -1.066619e-01 4.801035e-03 -2.359933e-03 4.516329e-02 1.188303e-01 5.229278e+01 3.641560e+03
1.042019e+03 -5.571095e-02 -1.049691e-01 4.724204e-03 -2.508344e-03 4.498120e-02 1.188369e-01 5.232421e+01 3.643440e+03
1.042716e+03 -5.898487e-02 -1.031733e-01 4.642745e-03 -2.654308e-03 4.480582e-02 1.188442e-01 5.235563e+01 3.645320e+03
1.043412e+03 -6.220048e-02 -1.012764e-01 4.556751e-03 -2.797696e-03 4.463847e-02 1.188521e-01 5.238705e+01 3.647200e+03
1.044108e+03 -6.535465e-02 -9.928027e-02 4.466319e-03 -2.938382e-03 4.447958e-02 1.188604e-01 5.241846e+01 3.649080e+03
1.044804e+03 -6.844431e-02 -9.718673e-02 4.371545e-03 -3.076240e-03 4.432857e-02 1.188692e-01 5.244986e+01 3.650960e+03
1.045501e+03 -7.146646e-02 -9.499784e-02 4.272530e-03 -3.211151e-03 4.418387e-02 1.188783e-01 5.248125e+01 3.652840e+03
1.046197e+03 -7.441817e-02 -9.271568e-02 4.169377e-03 -3.342998e-03 4.404328e-02 1.188876e-01 5.251263e+01 3.654720e+03
1.046893e+03 -7.729659e-02 -9.034244e-02 4.062189e-03 -3.471667e-03 4.390448e-02 1.188971e-01 5.254401e+01 3.656600e+03
1.047589e+03 -8.009893e-02 -8.788037e-02 3.951075e-03 -3.597050e-03 4.376580e-02 1.189067e-01 5.257539e+01 3.658480e+03
1.048285e+03 -8.282248e-02 -8.533180e-02 3.836141e-03 -3.719042e-03 4.362665e-02 1.189163e-01 5.260676e+01 3.660360e+03
1.048982e+03 -8.546461e-02 -8.269912e-02 3.717498e-03 -3.837544e-03 4.348782e-02 1.189258e-01 5.263812e+01 3.662240e+03
1.049678e+03 -8.802276e-02 -7.998481e-02 3.595257e-03 -3.952459e-03 4.335161e-02 1.189352e-01 5.266948e+01 3.664120e+03
1.050374e+03 -9.049447e-02 -7.719140e-02 3.469534e-03 -4.063695e-03 4.322201e-02 1.189444e-01 5.270084e+01 3.666000e+03
1.051070e+03 -9.287733e-02 -7.432148e-02 3.340442e-03 -4.171161e-03 4.310466e-02 1.189533e-01 5.273221e+01 3.667880e+03
1.051766e+03 -9.516903e-02 -7.137772e-02 3.208100e-03 -4.274770e-03 4.300658e-02 1.189619e-01 5.276357e+01 3.669760e+03
1.052463e+03 -9.736734e-02 -6.836284e-02 3.072626e-03 -4.374433e-03 4.293533e-02 1.189701e-01 5.279493e+01 3.671640e+03
1.053159e+03 -9.947011e-02 -6.527962e-02 2.934144e-03 -4.470065e-03 4.289812e-02 1.189779e-01 5.282630e+01 3.673520e+03
1.053855e+03 -1.014753e-01 -6.213091e-02 2.792776e-03 -4.561575e-03 4.290095e-02 1.189852e-01 5.285768e+01 3.675400e+03
1.054551e+03 -1.033809e-01 -5.891961e-02 2.648647e-03 -4.648876e-03 4.294806e-02 1.189921e-01 5.288906e+01 3.677280e+03
1.055248e+03 -1.051850e-01 -5.564868e-02 2.501888e-03 -4.731876e-03 4.304138e-02 1.189985e-01 5.292045e+01 3.679160e+03
1.055944e+03 -1.068858e-01 -5.232117e-02 2.352628e-03 -4.810481e-03 4.318011e-02 1.190046e-01 5.295186e+01 3.681040e+03
1.056640e+03 -1.084817e-01 -4.894018e-02 2.201002e-03 -4.884597e-03 4.336036e-02 1.190102e-01 5.298328e+01 3.682920e+03
1.057336e+03 -1.099710e-01 -4.550886e-02 2.047146e-03 -4.954130e-03 4.357523e-02 1.190155e-01 5.301471e+01 3.684800e+03
1.058032e+03 -1.113523e-01 -4.203046e-02 1.891197e-03 -5.018985e-03 4.381526e-02 1.190205e-01 5.304615e+01 3.686680e+03
1.058729e+03 -1.126240e-01 -3.850826e-02 1.733297e-03 -5.079070e-03 4.406919e-02 1.190254e-01 5.307762e+01 3.688560e+03
1.059425e+03 -1.137849e-01 -3.494563e-02 1.573589e-03 -5.134296e-03 4.432470e-02 1.190303e-01 5.310910e+01 3.690440e+03
1.060121e+03 -1.148338e-01 -3.134600e-02 1.412216e-03 -5.184578e-03 4.456919e-02 1.190352e-01 5.314060e+01 3.692320e+03
1.060817e+03 -1.157695e-01 -2.771283e-02 1.249324e-03 -5.229839e-03 4.479076e-02 1.190402e-01 5.317212e+01 3.694200e+03
1.061514e+03 -1.165910e-01 -2.404965e-02 1.085061e-03 -5.270009e-03 4.497929e-02 1.190456e-01 5.320365e+01 3.696080e+03
1.062210e+03 -1.172975e-01 -2.036005e-02 9.195741e-04 -5.305026e-03 4.512758e-02 1.190514e-01 5.323521e+01 3.697960e+03
1.062906e+03 -1.178881e-01 -1.664764e-02 7.530123e-04 -5.334838e-03 4.523231e-02 1.190577e-01 5.326679e+01 3.699840e+03
1.063602e+03 -1.183621e-01 -1.291607e-02 5.855255e-04 -5.359399e-03 4.529463e-02 1.190647e-01 5.329838e+01 3.701720e+03
1.064298e+03 -1.187189e-01 -9.169011e-03 4.172651e-04 -5.378678e-03 4.532026e-02 1.190724e-01 5.333000e+01 3.703600e+03
1.064995e+03 -1.189580e-01 -5.410166e-03 2.483837e-04 -5.392646e-03 4.531931e-02 1.190810e-01 5.336163e+01 3.705480e+03
1.065691e+03 -1.190791e-01 -1.643249e-03 7.903575e-05 -5.401285e-03 4.530549e-02 1.190904e-01 5.339328e+01 3.707360e+03
1.066387e+03 -1.190818e-01 2.128016e-03 -9.062251e-05 -5.404580e-03 4.529516e-02 1.191008e-01 5.342494e+01 3.709240e+03
1.067083e+03 -1.189661e-01 5.899893e-03 -2.604322e-04 -5.402522e-03 4.530576e-02 1.191123e-01 5.345663e+01 3.711120e+03
1.067780e+03 -1.187317e-01 9.668642e-03 -4.302320e-04 -5.395103e-03 4.535416e-02 1.191247e-01 5.348833e+01 3.713000e+03
1.068476e+03 -1.183789e-01 1.343052e-02 -5.998575e-04 -5.382314e-03 4.545469e-02 1.191383e-01 5.352005e+01 3.714880e+03
1.069172e+03 -1.179077e-01 1.718177e-02 -7.691415e-04 -5.364147e-03 4.561743e-02 1.191531e-01 5.355178e+01 3.716760e+03
1.069868e+03 -1.173186e-01 2.091863e-02 -9.379131e-04 -5.340592e-03 4.584661e-02 1.191689e-01 5.358353e+01 3.718640e+03
1.070564e+03 -1.166118e-01 2.463735e-02 -1.105999e-03 -5.311635e-03 4.613964e-02 1.191860e-01 5.361529e+01 3.720520e+03
1.071261e+03 -1.157879e-01 2.833413e-02 -1.273223e-03 -5.277262e-03 4.648669e-02 1.192043e-01 5.364707e+01 3.722400e+03
1.071957e+03 -1.148476e-01 3.200520e-02 -1.439405e-03 -5.237457e-03 4.687112e-02 1.192238e-01 5.367886e+01 3.724280e+03
1.072653e+03 -1.137917e-01 3.564676e-02 -1.604366e-03 -5.192205e-03 4.727075e-02 1.192445e-01 5.371066e+01 3.726160e+03
1.073349e+03 -1.126210e-01 3.925499e-02 -1.767924e-03 -5.141494e-03 4.765981e-02 1.192663e-01 5.374246e+01 3.728040e+03
1.074046e+03 -1.113367e-01 4.282609e-02 -1.929897e-03 -5.085321e-03 4.801139e-02 1.192893e-01 5.377428e+01 3.729920e+03
1.074742e+03 -1.099399e-01 4.635624e-02 -2.090104e-03 -5.023688e-03 4.829990e-02 1.193134e-01 5.380611e+01 3.731800e+03
1.075438e+03 -1.084318e-01 4.984164e-02 -2.248366e-03 -4.956612e-03 4.850345e-02 1.193384e-01 5.383793e+01 3.733680e+03
1.076134e+03 -1.068139e-01 5.327848e-02 -2.404506e-03 -4.884124e-03 4.860580e-02 1.193642e-01 5.386976e+01 3.735560e+03
1.076830e+03 -1.050878e-01 5.666302e-02 -2.558351e-03 -4.806270e-03 4.859777e-02 1.193907e-01 5.390159e+01 3.737440e+03
1.077527e+03 -1.032550e-01 5.999152e-02 -2.709732e-03 -4.723115e-03 4.847797e-02 1.194177e-01 5.393341e+01 3.739320e+03
1.078223e+03 -1.013174e-01 6.326030e-02 -2.858486e-03 -4.634743e-03 4.825281e-02 1.194449e-01 5.396523e+01 3.741200e+03
1.078919e+03 -9.927683e-02 6.646577e-02 -3.004454e-03 -4.541254e-03 4.793578e-02 1.194721e-01 5.399704e+01 3.743080e+03
1.079615e+03 -9.713531e-02 6.960438e-02 -3.147482e-03 -4.442767e-03 4.754642e-02 1.194991e-01 5.402884e+01 3.744960e+03
1.080311e+03 -9.489492e-02 7.267270e-02 -3.287420e-03 -4.339416e-03 4.710871e-02 1.195256e-01 5.406063e+01 3.746840e+03
1.081008e+03 -9.255789e-02 7.566737e-02 -3.424124e-03 -4.231348e-03 4.664932e-02 1.195513e-01 5.409240e+01 3.748720e+03
