# r=8.000000e+02
# M=2.700298e+00
# u/M:0 Reh/M:1 Imh/M:2 Redh:3 Imdh:4 Momega:5 A/M:6 phi:7 t:8
-3.072539e+02 -9.720036e-04 1.867754e-03 -3.102049e-05 -1.702848e-05 6.269133e-05 2.105539e-03 -2.050641e+00 0.000000e+00
-3.065577e+02 -9.315207e-04 1.894303e-03 -3.163666e-05 -1.612412e-05 -4.418827e-04 2.110951e-03 -2.027821e+00 1.880000e+00
-3.058615e+02 -8.901556e-04 1.919711e-03 -3.223493e-05 -1.521854e-05 -8.164045e-04 2.116050e-03 -2.004978e+00 3.760000e+00
-3.051652e+02 -8.479307e-04 1.943956e-03 -3.281650e-05 -1.428934e-05 -1.069039e-03 2.120838e-03 -1.982105e+00 5.640000e+00
-3.044690e+02 -8.048685e-04 1.967017e-03 -3.337977e-05 -1.335161e-05 -1.222366e-03 2.125316e-03 -1.959193e+00 7.520000e+00
-3.037728e+02 -7.609928e-04 1.988871e-03 -3.392516e-05 -1.239501e-05 -1.323142e-03 2.129487e-03 -1.936236e+00 9.400000e+00
-3.030766e+02 -7.163275e-04 2.009498e-03 -3.445148e-05 -1.142868e-05 -1.414045e-03 2.133356e-03 -1.913224e+00 1.128000e+01
-3.023804e+02 -6.708974e-04 2.028878e-03 -3.495894e-05 -1.044594e-05 -1.494334e-03 2.136925e-03 -1.890152e+00 1.316000e+01
-3.016841e+02 -6.247280e-04 2.046992e-03 -3.544651e-05 -9.453493e-06 -1.496932e-03 2.140201e-03 -1.867011e+00 1.504000e+01
-3.009879e+02 -5.778453e-04 2.063822e-03 -3.591428e-05 -8.446459e-06 -1.318537e-03 2.143190e-03 -1.843794e+00 1.692000e+01
-3.002917e+02 -5.302760e-04 2.079349e-03 -3.636134e-05 -7.430218e-06 -9.108489e-04 2.145899e-03 -1.820494e+00 1.880000e+01
-2.995955e+02 -4.820475e-04 2.093556e-03 -3.678769e-05 -6.400973e-06 -3.695305e-04 2.148335e-03 -1.797105e+00 2.068000e+01
-2.988993e+02 -4.331875e-04 2.106426e-03 -3.719247e-05 -5.363271e-06 7.744421e-05 2.150508e-03 -1.773619e+00 2.256000e+01
-2.982030e+02 -3.837246e-04 2.117945e-03 -3.757567e-05 -4.314037e-06 2.015552e-04 2.152426e-03 -1.750030e+00 2.444000e+01
-2.975068e+02 -3.336879e-04 2.128098e-03 -3.793649e-05 -3.257249e-06 -7.912818e-05 2.154100e-03 -1.726331e+00 2.632000e+01
-2.968106e+02 -2.831071e-04 2.136869e-03 -3.827499e-05 -2.190353e-06 -6.610194e-04 2.155541e-03 -1.702516e+00 2.820000e+01
-2.961144e+02 -2.320122e-04 2.144246e-03 -3.859047e-05 -1.116913e-06 -1.333402e-03 2.156762e-03 -1.678579e+00 3.008000e+01
-2.954182e+02 -1.804340e-04 2.150217e-03 -3.888300e-05 -3.476993e-08 -1.886807e-03 2.157774e-03 -1.654515e+00 3.196000e+01
-2.947219e+02 -1.284034e-04 2.154770e-03 -3.915195e-05 1.052822e-06 -2.193461e-03 2.158592e-03 -1.630316e+00 3.384000e+01
-2.940257e+02 -7.595208e-05 2.157893e-03 -3.939737e-05 2.147714e-06 -2.246862e-03 2.159229e-03 -1.605979e+00 3.572000e+01
-2.933295e+02 -2.311198e-05 2.159578e-03 -3.961861e-05 3.246896e-06 -2.128735e-03 2.159702e-03 -1.581498e+00 3.760000e+01
-2.926333e+02 3.008443e-05 2.159815e-03 -3.981573e-05 4.351970e-06 -1.913250e-03 2.160024e-03 -1.556868e+00 3.948000e+01
-2.919371e+02 8.360427e-05 2.158595e-03 -3.998810e-05 5.460120e-06 -1.622265e-03 2.160213e-03 -1.532085e+00 4.136000e+01
-2.912408e+02 1.374142e-04 2.155912e-03 -4.013575e-05 6.572747e-06 -1.288073e-03 2.160287e-03 -1.507144e+00 4.324000e+01
-2.905446e+02 1.914806e-04 2.151759e-03 -4.025812e-05 7.687195e-06 -1.000702e-03 2.160262e-03 -1.482042e+00 4.512000e+01
-2.898484e+02 2.457692e-04 2.146131e-03 -4.035524e-05 8.804694e-06 -8.475398e-04 2.160158e-03 -1.456776e+00 4.700000e+01
-2.891522e+02 3.002457e-04 2.139023e-03 -4.042659e-05 9.922725e-06 -8.433779e-04 2.159992e-03 -1.431342e+00 4.888000e+01
-2.884560e+02 3.548752e-04 2.130431e-03 -4.047228e-05 1.104237e-05 -9.373361e-04 2.159786e-03 -1.405737e+00 5.076000e+01
-2.877597e+02 4.096225e-04 2.120353e-03 -4.049181e-05 1.216122e-05 -1.027470e-03 2.159558e-03 -1.379961e+00 5.264000e+01
-2.870635e+02 4.644524e-04 2.108787e-03 -4.048533e-05 1.328025e-05 -9.499123e-04 2.159329e-03 -1.354011e+00 5.452000e+01
-2.863673e+02 5.193290e-04 2.095733e-03 -4.045238e-05 1.439713e-05 -5.408841e-04 2.159120e-03 -1.327886e+00 5.640000e+01
-2.856711e+02 5.742166e-04 2.081189e-03 -4.039308e-05 1.551272e-05 2.168633e-04 2.158952e-03 -1.301586e+00 5.828000e+01
-2.849749e+02 6.290788e-04 2.065158e-03 -4.030697e-05 1.662480e-05 1.126085e-03 2.158847e-03 -1.275111e+00 6.016000e+01
-2.842786e+02 6.838791e-04 2.047642e-03 -4.019414e-05 1.773413e-05 1.886390e-03 2.158825e-03 -1.248460e+00 6.204000e+01
-2.835824e+02 7.385810e-04 2.028643e-03 -4.005418e-05 1.883856e-05 2.275609e-03 2.158910e-03 -1.221637e+00 6.392000e+01
-2.828862e+02 7.931476e-04 2.008165e-03 -3.988725e-05 1.993877e-05 2.246372e-03 2.159123e-03 -1.194641e+00 6.580000e+01
-2.821900e+02 8.475417e-04 1.986214e-03 -3.969303e-05 2.103268e-05 1.906107e-03 2.159485e-03 -1.167476e+00 6.768000e+01
-2.814938e+02 9.017263e-04 1.962796e-03 -3.947177e-05 2.212091e-05 1.431960e-03 2.160018e-03 -1.140145e+00 6.956000e+01
-2.807976e+02 9.556640e-04 1.937918e-03 -3.922322e-05 2.320143e-05 9.729094e-04 2.160745e-03 -1.112652e+00 7.144000e+01
-2.801013e+02 1.009318e-03 1.911587e-03 -3.894767e-05 2.427480e-05 5.904464e-04 2.161686e-03 -1.085000e+00 7.332000e+01
-2.794051e+02 1.062650e-03 1.883812e-03 -3.864491e-05 2.533906e-05 2.754112e-04 2.162862e-03 -1.057196e+00 7.520000e+01
-2.787089e+02 1.115624e-03 1.854604e-03 -3.831524e-05 2.639470e-05 1.405831e-05 2.164295e-03 -1.029243e+00 7.708000e+01
-2.780127e+02 1.168201e-03 1.823973e-03 -3.795847e-05 2.743981e-05 -1.695668e-04 2.166004e-03 -1.001149e+00 7.896000e+01
-2.773165e+02 1.220346e-03 1.791932e-03 -3.757495e-05 2.847485e-05 -2.307719e-04 2.168009e-03 -9.729209e-01 8.084000e+01
-2.766202e+02 1.272020e-03 1.758493e-03 -3.716449e-05 2.949796e-05 -1.510308e-04 2.170330e-03 -9.445653e-01 8.272000e+01
-2.759240e+02 1.323186e-03 1.723670e-03 -3.672745e-05 3.050955e-05 3.340194e-05 2.172984e-03 -9.160907e-01 8.460000e+01
-2.752278e+02 1.373807e-03 1.687478e-03 -3.626368e-05 3.150782e-05 2.426819e-04 2.175989e-03 -8.875056e-01 8.648000e+01
-2.745316e+02 1.423847e-03 1.649933e-03 -3.577355e-05 3.249313e-05 3.963459e-04 2.179363e-03 -8.588191e-01 8.836000e+01
-2.738354e+02 1.473268e-03 1.611053e-03 -3.525693e-05 3.346373e-05 4.589716e-04 2.183119e-03 -8.300409e-01 9.024000e+01
-2.731391e+02 1.522034e-03 1.570853e-03 -3.471426e-05 3.441997e-05 4.531345e-04 2.187274e-03 -8.011812e-01 9.212000e+01
-2.724429e+02 1.570108e-03 1.529355e-03 -3.414547e-05 3.536014e-05 4.289996e-04 2.191841e-03 -7.722503e-01 9.400000e+01
-2.717467e+02 1.617454e-03 1.486576e-03 -3.355100e-05 3.628454e-05 4.189814e-04 2.196831e-03 -7.432592e-01 9.588000e+01
-2.710505e+02 1.664036e-03 1.442539e-03 -3.293084e-05 3.719153e-05 4.178236e-04 2.202257e-03 -7.142191e-01 9.776000e+01
-2.703543e+02 1.709818e-03 1.397264e-03 -3.228548e-05 3.808140e-05 3.994617e-04 2.208127e-03 -6.851414e-01 9.964000e+01
-2.696580e+02 1.754764e-03 1.350775e-03 -3.161493e-05 3.895252e-05 3.475604e-04 2.214450e-03 -6.560378e-01 1.015200e+02
-2.689618e+02 1.798840e-03 1.303094e-03 -3.091970e-05 3.980519e-05 2.727395e-04 2.221233e-03 -6.269201e-01 1.034000e+02
-2.682656e+02 1.842009e-03 1.254247e-03 -3.019986e-05 4.063782e-05 2.073468e-04 2.228482e-03 -5.978002e-01 1.052800e+02
-2.675694e+02 1.884239e-03 1.204258e-03 -2.945596e-05 4.145069e-05 1.852356e-04 2.236201e-03 -5.686900e-01 1.071600e+02
-2.668732e+02 1.925494e-03 1.153155e-03 -2.868810e-05 4.224227e-05 2.203014e-04 2.244391e-03 -5.396013e-01 1.090400e+02
-2.661769e+02 1.965741e-03 1.100964e-03 -2.789685e-05 4.301281e-05 2.974294e-04 2.253055e-03 -5.105460e-01 1.109200e+02
-2.654807e+02 2.004946e-03 1.047713e-03 -2.708232e-05 4.376084e-05 3.823364e-04 2.262192e-03 -4.815356e-01 1.128000e+02
-2.647845e+02 2.043077e-03 9.934314e-04 -2.624514e-05 4.448661e-05 4.426748e-04 2.271798e-03 -4.525814e-01 1.146800e+02
-2.640883e+02 2.080100e-03 9.381491e-04 -2.538544e-05 4.518869e-05 4.637713e-04 2.281872e-03 -4.236947e-01 1.165600e+02
-2.633921e+02 2.115985e-03 8.818965e-04 -2.450388e-05 4.586732e-05 4.492285e-04 2.292408e-03 -3.948862e-01 1.184400e+02
-2.626958e+02 2.150700e-03 8.247053e-04 -2.360066e-05 4.652111e-05 4.113805e-04 2.303399e-03 -3.661661e-01 1.203200e+02
-2.619996e+02 2.184213e-03 7.666078e-04 -2.267645e-05 4.715032e-05 3.630793e-04 2.314838e-03 -3.375446e-01 1.222000e+02
-2.613034e+02 2.216494e-03 7.076370e-04 -2.173148e-05 4.775359e-05 3.161579e-04 2.326714e-03 -3.090311e-01 1.240800e+02
-2.606072e+02 2.247515e-03 6.478269e-04 -2.076647e-05 4.833119e-05 2.820782e-04 2.339017e-03 -2.806345e-01 1.259600e+02
-2.599110e+02 2.277244e-03 5.872121e-04 -1.978168e-05 4.888181e-05 2.693465e-04 2.351735e-03 -2.523633e-01 1.278400e+02
-2.592147e+02 2.305654e-03 5.258282e-04 -1.877786e-05 4.940572e-05 2.776259e-04 2.364855e-03 -2.242253e-01 1.297200e+02
-2.585185e+02 2.332718e-03 4.637112e-04 -1.775529e-05 4.990166e-05 2.940173e-04 2.378361e-03 -1.962278e-01 1.316000e+02
-2.578223e+02 2.358407e-03 4.008982e-04 -1.671474e-05 5.036991e-05 2.977962e-04 2.392238e-03 -1.683774e-01 1.334800e+02
-2.571261e+02 2.382695e-03 3.374267e-04 -1.565654e-05 5.080926e-05 2.738675e-04 2.406469e-03 -1.406801e-01 1.353600e+02
-2.564299e+02 2.405556e-03 2.733351e-04 -1.458149e-05 5.121999e-05 2.266760e-04 2.421036e-03 -1.131413e-01 1.372400e+02
-2.557337e+02 2.426966e-03 2.086621e-04 -1.348994e-05 5.160095e-05 1.827357e-04 2.435920e-03 -8.576562e-02 1.391200e+02
-2.550374e+02 2.446900e-03 1.434476e-04 -1.238273e-05 5.195245e-05 1.765026e-04 2.451101e-03 -5.855720e-02 1.410000e+02
-2.543412e+02 2.465334e-03 7.773168e-05 -1.126023e-05 5.227335e-05 2.269584e-04 2.466559e-03 -3.151943e-02 1.428800e+02
-2.536450e+02 2.482246e-03 1.155518e-05 -1.012330e-05 5.256401e-05 3.218804e-04 2.482273e-03 -4.655096e-03 1.447600e+02
-2.529488e+02 2.497613e-03 -5.504049e-05 -8.972333e-06 5.282333e-05 4.223319e-04 2.498220e-03 2.203367e-02 1.466400e+02
-2.522526e+02 2.511415e-03 -1.220134e-04 -7.808209e-06 5.305167e-05 4.850533e-04 2.514377e-03 4.854534e-02 1.485200e+02
-2.515563e+02 2.523631e-03 -1.893209e-04 -6.631351e-06 5.324801e-05 4.866753e-04 2.530722e-03 7.487900e-02 1.504000e+02
-2.508601e+02 2.534241e-03 -2.569201e-04 -5.442668e-06 5.341272e-05 4.336206e-04 2.547231e-03 1.010343e-01 1.522800e+02
-2.501639e+02 2.543228e-03 -3.247675e-04 -4.242620e-06 5.354482e-05 3.541549e-04 2.563880e-03 1.270115e-01 1.541600e+02
-2.494677e+02 2.550573e-03 -3.928191e-04 -3.032145e-06 5.364471e-05 2.813976e-04 2.580645e-03 1.528114e-01 1.560400e+02
-2.487715e+02 2.556259e-03 -4.610304e-04 -1.811730e-06 5.371147e-05 2.390406e-04 2.597501e-03 1.784354e-01 1.579200e+02
-2.480752e+02 2.560271e-03 -5.293567e-04 -5.823306e-07 5.374551e-05 2.348170e-04 2.614423e-03 2.038851e-01 1.598000e+02
-2.473790e+02 2.562595e-03 -5.977527e-04 6.555499e-07 5.374597e-05 2.607364e-04 2.631387e-03 2.291631e-01 1.616800e+02
-2.466828e+02 2.563215e-03 -6.661727e-04 1.900942e-06 5.371328e-05 2.975828e-04 2.648369e-03 2.542719e-01 1.635600e+02
-2.459866e+02 2.562119e-03 -7.345710e-04 3.153323e-06 5.364663e-05 3.234740e-04 2.665342e-03 2.792149e-01 1.654400e+02
-2.452904e+02 2.559295e-03 -8.029012e-04 4.411706e-06 5.354649e-05 3.248911e-04 2.682283e-03 3.039956e-01 1.673200e+02
-2.445941e+02 2.554733e-03 -8.711167e-04 5.675547e-06 5.341209e-05 3.038676e-04 2.699167e-03 3.286181e-01 1.692000e+02
-2.438979e+02 2.548421e-03 -9.391708e-04 6.943837e-06 5.324395e-05 2.757259e-04 2.715970e-03 3.530867e-01 1.710800e+02
-2.432017e+02 2.540352e-03 -1.007016e-03 8.216012e-06 5.304133e-05 2.577939e-04 2.732667e-03 3.774062e-01 1.729600e+02
-2.425055e+02 2.530517e-03 -1.074606e-03 9.491047e-06 5.280478e-05 2.572341e-04 2.749236e-03 4.015816e-01 1.748400e+02
-2.418093e+02 2.518910e-03 -1.141893e-03 1.076837e-05 5.253363e-05 2.668165e-04 2.765652e-03 4.256182e-01 1.767200e+02
-2.411130e+02 2.505525e-03 -1.208829e-03 1.204693e-05 5.222847e-05 2.708884e-04 2.781892e-03 4.495218e-01 1.786000e+02
-2.404168e+02 2.490357e-03 -1.275367e-03 1.332615e-05 5.188866e-05 2.561754e-04 2.797934e-03 4.732982e-01 1.804800e+02
-2.397206e+02 2.473402e-03 -1.341458e-03 1.460498e-05 5.151483e-05 2.196126e-04 2.813757e-03 4.969537e-01 1.823600e+02
-2.390244e+02 2.454658e-03 -1.407056e-03 1.588281e-05 5.110641e-05 1.696102e-04 2.829338e-03 5.204945e-01 1.842400e+02
-2.383282e+02 2.434125e-03 -1.472111e-03 1.715857e-05 5.066405e-05 1.212912e-04 2.844657e-03 5.439273e-01 1.861200e+02
-2.376319e+02 2.411800e-03 -1.536577e-03 1.843164e-05 5.018724e-05 8.899797e-05 2.859694e-03 5.672589e-01 1.880000e+02
-2.369357e+02 2.387685e-03 -1.600405e-03 1.970096e-05 4.967667e-05 7.978107e-05 2.874428e-03 5.904963e-01 1.898800e+02
-2.362395e+02 2.361783e-03 -1.663548e-03 2.096591e-05 4.913187e-05 9.087843e-05 2.888842e-03 6.136467e-01 1.917600e+02
-2.355433e+02 2.334096e-03 -1.725957e-03 2.222540e-05 4.855358e-05 1.122631e-04 2.902918e-03 6.367175e-01 1.936400e+02
-2.348471e+02 2.304629e-03 -1.787586e-03 2.347881e-05 4.794139e-05 1.327311e-04 2.916638e-03 6.597162e-01 1.955200e+02
-2.341508e+02 2.273386e-03 -1.848386e-03 2.472507e-05 4.729605e-05 1.458379e-04 2.929985e-03 6.826504e-01 1.974000e+02
-2.334546e+02 2.240374e-03 -1.908311e-03 2.596353e-05 4.661722e-05 1.515489e-04 2.942946e-03 7.055278e-01 1.992800e+02
-2.327584e+02 2.205602e-03 -1.967313e-03 2.719313e-05 4.590569e-05 1.532266e-04 2.955504e-03 7.283565e-01 2.011600e+02
-2.320622e+02 2.169077e-03 -2.025346e-03 2.841321e-05 4.516117e-05 1.534259e-04 2.967646e-03 7.511444e-01 2.030400e+02
-2.313660e+02 2.130810e-03 -2.082363e-03 2.962271e-05 4.438449e-05 1.518054e-04 2.979361e-03 7.738997e-01 2.049200e+02
-2.306697e+02 2.090812e-03 -2.138318e-03 3.082097e-05 4.357541e-05 1.463615e-04 2.990635e-03 7.966306e-01 2.068000e+02
-2.299735e+02 2.049095e-03 -2.193164e-03 3.200693e-05 4.273480e-05 1.364615e-04 3.001460e-03 8.193456e-01 2.086800e+02
-2.292773e+02 2.005673e-03 -2.246857e-03 3.317993e-05 4.186246e-05 1.247914e-04 3.011825e-03 8.420529e-01 2.105600e+02
-2.285811e+02 1.960560e-03 -2.299351e-03 3.433891e-05 4.095932e-05 1.169321e-04 3.021723e-03 8.647612e-01 2.124400e+02
-2.278849e+02 1.913771e-03 -2.350601e-03 3.548323e-05 4.002524e-05 1.185257e-04 3.031146e-03 8.874791e-01 2.143200e+02
-2.271887e+02 1.865325e-03 -2.400563e-03 3.661181e-05 3.906115e-05 1.318715e-04 3.040088e-03 9.102153e-01 2.162000e+02
-2.264924e+02 1.815238e-03 -2.449193e-03 3.772403e-05 3.806699e-05 1.538227e-04 3.048546e-03 9.329785e-01 2.180800e+02
-2.257962e+02 1.763530e-03 -2.496448e-03 3.881883e-05 3.704373e-05 1.764593e-04 3.056516e-03 9.557776e-01 2.199600e+02
-2.251000e+02 1.710221e-03 -2.542285e-03 3.989558e-05 3.599135e-05 1.908849e-04 3.063996e-03 9.786214e-01 2.218400e+02
-2.244038e+02 1.655333e-03 -2.586662e-03 4.095323e-05 3.491086e-05 1.918266e-04 3.070985e-03 1.001519e+00 2.237200e+02
-2.237076e+02 1.598889e-03 -2.629537e-03 4.199118e-05 3.380229e-05 1.804864e-04 3.077485e-03 1.024479e+00 2.256000e+02
-2.230113e+02 1.540912e-03 -2.670870e-03 4.300836e-05 3.266669e-05 1.638075e-04 3.083497e-03 1.047511e+00 2.274800e+02
-2.223151e+02 1.481427e-03 -2.710619e-03 4.400420e-05 3.150414e-05 1.506331e-04 3.089026e-03 1.070623e+00 2.293600e+02
-2.216189e+02 1.420459e-03 -2.748747e-03 4.497764e-05 3.031574e-05 1.470436e-04 3.094077e-03 1.093826e+00 2.312400e+02
-2.209227e+02 1.358037e-03 -2.785212e-03 4.592811e-05 2.910159e-05 1.536678e-04 3.098656e-03 1.117127e+00 2.331200e+02
-2.202265e+02 1.294188e-03 -2.819978e-03 4.685459e-05 2.786285e-05 1.664741e-04 3.102773e-03 1.140536e+00 2.350000e+02
-2.195302e+02 1.228942e-03 -2.853007e-03 4.775651e-05 2.659966e-05 1.800704e-04 3.106437e-03 1.164063e+00 2.368800e+02
-2.188340e+02 1.162328e-03 -2.884263e-03 4.863287e-05 2.531321e-05 1.908596e-04 3.109659e-03 1.187715e+00 2.387600e+02
-2.181378e+02 1.094379e-03 -2.913709e-03 4.948312e-05 2.400369e-05 1.980518e-04 3.112454e-03 1.211503e+00 2.406400e+02
-2.174416e+02 1.025126e-03 -2.941312e-03 5.030629e-05 2.267233e-05 2.023692e-04 3.114835e-03 1.235435e+00 2.425200e+02
-2.167454e+02 9.546038e-04 -2.967037e-03 5.110184e-05 2.131938e-05 2.037238e-04 3.116821e-03 1.259519e+00 2.444000e+02
-2.160491e+02 8.828462e-04 -2.990850e-03 5.186881e-05 1.994606e-05 2.003568e-04 3.118430e-03 1.283765e+00 2.462800e+02
-2.153529e+02 8.098891e-04 -3.012721e-03 5.260669e-05 1.855270e-05 1.901256e-04 3.119681e-03 1.308182e+00 2.481600e+02
-2.146567e+02 7.357689e-04 -3.032618e-03 5.331455e-05 1.714055e-05 1.727750e-04 3.120597e-03 1.332777e+00 2.500400e+02
-2.139605e+02 6.605233e-04 -3.050510e-03 5.399190e-05 1.570996e-05 1.514186e-04 3.121202e-03 1.357559e+00 2.519200e+02
-2.132643e+02 5.841908e-04 -3.066369e-03 5.463782e-05 1.426224e-05 1.315968e-04 3.121522e-03 1.382537e+00 2.538000e+02
-2.125680e+02 5.068108e-04 -3.080167e-03 5.525186e-05 1.279777e-05 1.184801e-04 3.121584e-03 1.407718e+00 2.556800e+02
-2.118718e+02 4.284240e-04 -3.091877e-03 5.583312e-05 1.131788e-05 1.142263e-04 3.121418e-03 1.433109e+00 2.575600e+02
-2.111756e+02 3.490716e-04 -3.101473e-03 5.638119e-05 9.823002e-06 1.171869e-04 3.121055e-03 1.458718e+00 2.594400e+02
-2.104794e+02 2.687959e-04 -3.108930e-03 5.689519e-05 8.314501e-06 1.233340e-04 3.120528e-03 1.484551e+00 2.613200e+02
-2.097832e+02 1.876402e-04 -3.114224e-03 5.737473e-05 6.792833e-06 1.287605e-04 3.119872e-03 1.510616e+00 2.632000e+02
-2.090869e+02 1.056484e-04 -3.117334e-03 5.781898e-05 5.259399e-06 1.315495e-04 3.119124e-03 1.536919e+00 2.650800e+02
-2.083907e+02 2.286558e-05 -3.118238e-03 5.822758e-05 3.714691e-06 1.323167e-04 3.118322e-03 1.563464e+00 2.669600e+02
-2.076945e+02 -6.066263e-05 -3.116917e-03 5.859973e-05 2.160137e-06 1.332866e-04 3.117507e-03 1.590256e+00 2.688400e+02
-2.069983e+02 -1.448897e-04 -3.113350e-03 5.893509e-05 5.962618e-07 1.364350e-04 3.116720e-03 1.617301e+00 2.707200e+02
-2.063021e+02 -2.297682e-04 -3.107522e-03 5.923290e-05 -9.754797e-07 1.418957e-04 3.116005e-03 1.644601e+00 2.726000e+02
-2.056058e+02 -3.152500e-04 -3.099415e-03 5.949286e-05 -2.554530e-06 1.475106e-04 3.115406e-03 1.672160e+00 2.744800e+02
-2.049096e+02 -4.012864e-04 -3.089015e-03 5.971425e-05 -4.139411e-06 1.501096e-04 3.114971e-03 1.699980e+00 2.763600e+02
-2.042134e+02 -4.878277e-04 -3.076308e-03 5.989680e-05 -5.729535e-06 1.480620e-04 3.114747e-03 1.728063e+00 2.782400e+02
-2.035172e+02 -5.748236e-04 -3.061283e-03 6.003982e-05 -7.323403e-06 1.432895e-04 3.114783e-03 1.756407e+00 2.801200e+02
-2.028210e+02 -6.622233e-04 -3.043927e-03 6.014308e-05 -8.920398e-06 1.409712e-04 3.115130e-03 1.785014e+00 2.820000e+02
-2.021248e+02 -7.499750e-04 -3.024233e-03 6.020593e-05 -1.051900e-05 1.468308e-04 3.115838e-03 1.813881e+00 2.838800e+02
-2.014285e+02 -8.380266e-04 -3.002190e-03 6.022819e-05 -1.211857e-05 1.632240e-04 3.116959e-03 1.843006e+00 2.857600e+02
-2.007323e+02 -9.263252e-04 -2.977794e-03 6.020925e-05 -1.371758e-05 1.867353e-04 3.118547e-03 1.872385e+00 2.876400e+02
-2.000361e+02 -1.014817e-03 -2.951038e-03 6.014895e-05 -1.531535e-05 2.093819e-04 3.120654e-03 1.902013e+00 2.895200e+02
-1.993399e+02 -1.103449e-03 -2.921918e-03 6.004675e-05 -1.691033e-05 2.224733e-04 3.123333e-03 1.931884e+00 2.914000e+02
-1.986437e+02 -1.192167e-03 -2.890433e-03 5.990251e-05 -1.850184e-05 2.211152e-04 3.126638e-03 1.961991e+00 2.932800e+02
-1.979474e+02 -1.280914e-03 -2.856582e-03 5.971574e-05 -2.008831e-05 2.065097e-04 3.130623e-03 1.992326e+00 2.951600e+02
-1.972512e+02 -1.369636e-03 -2.820364e-03 5.948635e-05 -2.166904e-05 1.849828e-04 3.135340e-03 2.022877e+00 2.970400e+02
-1.965550e+02 -1.458277e-03 -2.781782e-03 5.921386e-05 -2.324245e-05 1.648872e-04 3.140841e-03 2.053635e+00 2.989200e+02
-1.958588e+02 -1.546781e-03 -2.740840e-03 5.889826e-05 -2.480783e-05 1.530906e-04 3.147179e-03 2.084587e+00 3.008000e+02
-1.951626e+02 -1.635091e-03 -2.697541e-03 5.853910e-05 -2.636359e-05 1.528003e-04 3.154402e-03 2.115719e+00 3.026800e+02
-1.944663e+02 -1.723150e-03 -2.651894e-03 5.813642e-05 -2.790898e-05 1.632579e-04 3.162561e-03 2.147017e+00 3.045600e+02
-1.937701e+02 -1.810901e-03 -2.603906e-03 5.768981e-05 -2.944243e-05 1.807597e-04 3.171701e-03 2.178466e+00 3.064400e+02
-1.930739e+02 -1.898285e-03 -2.553587e-03 5.719936e-05 -3.096319e-05 2.002692e-04 3.181869e-03 2.210047e+00 3.083200e+02
-1.923777e+02 -1.985246e-03 -2.500947e-03 5.666472e-05 -3.246966e-05 2.172527e-04 3.193108e-03 2.241744e+00 3.102000e+02
-1.916815e+02 -2.071725e-03 -2.446000e-03 5.608601e-05 -3.396108e-05 2.292075e-04 3.205458e-03 2.273537e+00 3.120800e+02
-1.909852e+02 -2.157664e-03 -2.388759e-03 5.546294e-05 -3.543586e-05 2.362349e-04 3.218957e-03 2.305408e+00 3.139600e+02
-1.902890e+02 -2.243004e-03 -2.329241e-03 5.479567e-05 -3.689323e-05 2.404573e-04 3.233640e-03 2.337336e+00 3.158400e+02
-1.895928e+02 -2.327686e-03 -2.267463e-03 5.408396e-05 -3.833161e-05 2.442797e-04 3.249540e-03 2.369300e+00 3.177200e+02
-1.888966e+02 -2.411653e-03 -2.203443e-03 5.332802e-05 -3.975021e-05 2.486781e-04 3.266685e-03 2.401279e+00 3.196000e+02
-1.882004e+02 -2.494845e-03 -2.137203e-03 5.252765e-05 -4.114745e-05 2.527028e-04 3.285101e-03 2.433252e+00 3.214800e+02
-1.875041e+02 -2.577203e-03 -2.068763e-03 5.168312e-05 -4.252256e-05 2.544274e-04 3.304808e-03 2.465198e+00 3.233600e+02
-1.868079e+02 -2.658669e-03 -1.998149e-03 5.079428e-05 -4.387395e-05 2.526908e-04 3.325826e-03 2.497094e+00 3.252400e+02
-1.861117e+02 -2.739183e-03 -1.925385e-03 4.986143e-05 -4.520086e-05 2.480386e-04 3.348168e-03 2.528920e+00 3.271200e+02
-1.854155e+02 -2.818688e-03 -1.850497e-03 4.888449e-05 -4.650170e-05 2.423766e-04 3.371845e-03 2.560655e+00 3.290000e+02
-1.847193e+02 -2.897123e-03 -1.773514e-03 4.786380e-05 -4.777572e-05 2.375900e-04 3.396863e-03 2.592277e+00 3.308800e+02
-1.840230e+02 -2.974432e-03 -1.694466e-03 4.679933e-05 -4.902135e-05 2.342243e-04 3.423224e-03 2.623768e+00 3.327600e+02
-1.833268e+02 -3.050554e-03 -1.613385e-03 4.569148e-05 -5.023783e-05 2.313553e-04 3.450926e-03 2.655107e+00 3.346400e+02
-1.826306e+02 -3.125433e-03 -1.530302e-03 4.454026e-05 -5.142362e-05 2.274083e-04 3.479965e-03 2.686276e+00 3.365200e+02
-1.819344e+02 -3.199010e-03 -1.445254e-03 4.334612e-05 -5.257797e-05 2.211984e-04 3.510331e-03 2.717258e+00 3.384000e+02
-1.812382e+02 -3.271228e-03 -1.358275e-03 4.210912e-05 -5.369934e-05 2.126544e-04 3.542011e-03 2.748036e+00 3.402800e+02
-1.805419e+02 -3.342028e-03 -1.269403e-03 4.082977e-05 -5.478701e-05 2.026351e-04 3.574988e-03 2.778594e+00 3.421600e+02
-1.798457e+02 -3.411355e-03 -1.178678e-03 3.950817e-05 -5.583945e-05 1.925101e-04 3.609241e-03 2.808918e+00 3.440400e+02
