# r=4.000000e+02
# M=2.728000e+00
# u/M:0 RePsi4/M:1 ImPsi4/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 -2.051109898089488000e-08 -5.892046706538438646e-08 -3.554792211330718744e-03 6.238851353099473461e-08 1.905790881782712054e+00 0.000000000000000000e+00
-1.540165749487698008e+02 -2.032125989721337302e-08 -5.940599171883244917e-08 -3.554792211330718744e-03 6.278555133076463511e-08 1.900392967663508514e+00 3.200000000000000178e+00
-1.528435544209105785e+02 -2.029054072015679376e-08 -5.989093168685104085e-08 -2.454117091685884596e-03 6.323471942718968151e-08 1.897451193310381923e+00 6.400000000000000355e+00
-1.516705338930513278e+02 -2.026847163936899755e-08 -6.038471757083547479e-08 -2.051398899447815991e-03 6.369556545557526816e-08 1.894635508210873009e+00 9.599999999999999645e+00
-1.504975133651920771e+02 -2.029472014540958770e-08 -6.086556623316001762e-08 -1.943511929755242828e-03 6.415990039474564433e-08 1.892638527270621651e+00 1.280000000000000071e+01
-1.493244928373328548e+02 -2.027099041031197787e-08 -6.131759527279227463e-08 -2.246071542753776476e-03 6.458142567528932198e-08 1.890075949431388569e+00 1.600000000000000000e+01
-1.481514723094736041e+02 -2.024418602768442705e-08 -6.179729565684012178e-08 -1.756520701035794649e-03 6.502870764841020827e-08 1.887369151217240359e+00 1.919999999999999929e+01
-1.469784517816143818e+02 -2.032531289912862197e-08 -6.234279285690903809e-08 -1.557187283981849562e-03 6.557241924503740463e-08 1.885955079751539198e+00 2.239999999999999858e+01
-1.458054312537551311e+02 -2.032221773647085627e-08 -6.281018760107339409e-08 -2.647869816933328454e-03 6.601599957745520585e-08 1.883715925917576195e+00 2.560000000000000142e+01
-1.446324107258959089e+02 -2.017975956226765890e-08 -6.322642116274555382e-08 -2.616054858514859933e-03 6.636869012599098006e-08 1.879743068450815846e+00 2.880000000000000071e+01
-1.434593901980366581e+02 -2.021251837958766973e-08 -6.380552530336440655e-08 -7.867121947023012233e-04 6.693049348752363608e-08 1.877578553815488549e+00 3.200000000000000000e+01
-1.422863696701774359e+02 -2.038231670391966830e-08 -6.427034348657712953e-08 -1.676776487760908100e-03 6.742489070144266898e-08 1.877897409343009860e+00 3.520000000000000284e+01
