# r=4.000000e+02
# M=2.728000e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 1.785958630506184752e-01 -1.705280641009058462e-01 7.184447508412106524e-04 2.469338027585488982e-01 7.622935788008893265e-01 0.000000000000000000e+00
-1.540165749487698008e+02 1.702785123732860062e-01 -1.628033810911544699e-01 7.184447508412106524e-04 2.355837699646793904e-01 7.629596074795323979e-01 3.200000000000000178e+00
-1.528435544209105785e+02 1.621523480134073880e-01 -1.553506838138106749e-01 8.001969187450051844e-04 2.245600563940073624e-01 7.639790796826282371e-01 6.400000000000000355e+00
-1.516705338930513278e+02 1.542830420322980067e-01 -1.480654985360812248e-01 7.609444147515846907e-04 2.138379033648574457e-01 7.648369023035676006e-01 9.599999999999999645e+00
-1.504975133651920771e+02 1.466406819612962320e-01 -1.409925997458828795e-01 7.619805865575025395e-04 2.034266521112136905e-01 7.657642865207551219e-01 1.280000000000000071e+01
-1.493244928373328548e+02 1.392407167319684447e-01 -1.341083611215514171e-01 7.432577191802022505e-04 1.933210534803199432e-01 7.666245400432919466e-01 1.600000000000000000e+01
-1.481514723094736041e+02 1.320714505086085233e-01 -1.274284592761274482e-01 7.343506628567631183e-04 1.835235142234789840e-01 7.675079996449315489e-01 1.919999999999999929e+01
-1.469784517816143818e+02 1.251389135126164398e-01 -1.209426182482220002e-01 7.183819693438377608e-04 1.740312172682052516e-01 7.683473568476479887e-01 2.239999999999999858e+01
-1.458054312537551311e+02 1.184361942394521611e-01 -1.146586065777863844e-01 7.060291341705831171e-04 1.648445575937672325e-01 7.691933532387000838e-01 2.560000000000000142e+01
-1.446324107258959089e+02 1.119657845893885645e-01 -1.085704854883659115e-01 6.901920525497031497e-04 1.559611722124991939e-01 7.700037301829455449e-01 2.880000000000000071e+01
-1.434593901980366581e+02 1.057225602057330072e-01 -1.026826316848799547e-01 6.760027756840078939e-04 1.473804009568014384e-01 7.708125721303122901e-01 3.200000000000000000e+01
-1.422863696701774359e+02 9.970718967911909592e-02 -9.699091073535519303e-02 6.598599941901111491e-04 1.390998218510055007e-01 7.715896604484798749e-01 3.520000000000000284e+01
