# r=4.000000e+02
# M=2.728000e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 3.568642699815894465e-02 -9.825094591258541474e-17 2.070837218480262078e-16 3.568642699815894465e-02 2.753174082618418456e-15 0.000000000000000000e+00
-1.540165749487698008e+02 3.240439982231863025e-02 -9.366269933888214845e-17 2.070837218480262078e-16 3.240439982231863025e-02 2.890431541780066636e-15 3.200000000000000178e+00
-1.528435544209105785e+02 2.928166535157690833e-02 -9.484334323961024180e-17 6.970600032641682082e-16 2.928166535157690833e-02 3.239000996044872886e-15 6.400000000000000355e+00
-1.516705338930513278e+02 2.633849374350559491e-02 -1.192017785567921077e-16 2.734553518864813185e-17 2.633849374350559491e-02 4.525762927737059278e-15 9.599999999999999645e+00
-1.504975133651920771e+02 2.356384916165283477e-02 -7.783504015200121173e-17 4.254797220797719977e-17 2.356384916165283477e-02 3.303154744288035654e-15 1.280000000000000071e+01
-1.493244928373328548e+02 2.096238896709856983e-02 -9.696325363989944294e-17 3.121287541713354246e-16 2.096238896709856983e-02 4.625582217374542432e-15 1.600000000000000000e+01
-1.481514723094736041e+02 1.852808451363854164e-02 -7.476863275393725138e-17 -9.985534329831315487e-16 1.852808451363854164e-02 4.035421616244247539e-15 1.919999999999999929e+01
-1.469784517816143818e+02 1.626132027722333034e-02 -3.712353504867698067e-17 -6.949892743994679124e-16 1.626132027722333034e-02 2.282934867267489671e-15 2.239999999999999858e+01
-1.458054312537551311e+02 1.415691415870265306e-02 -3.404664586368940948e-17 1.091886753963957613e-16 1.415691415870265306e-02 2.404948245219102252e-15 2.560000000000000142e+01
-1.446324107258959089e+02 1.221307546589029715e-02 -3.101017085022905519e-17 9.107049430886764901e-16 1.221307546589029715e-02 2.539095982566951922e-15 2.880000000000000071e+01
-1.434593901980366581e+02 1.042449895331720201e-02 -4.734285606860805965e-17 4.772855961725816002e-16 1.042449895331720201e-02 4.541499431350893774e-15 3.200000000000000000e+01
-1.422863696701774359e+02 8.787876056436506531e-03 -3.215332334195272514e-17 1.975295920591059866e-16 8.787876056436506531e-03 3.658827586490897389e-15 3.520000000000000284e+01
-1.411133491423181852e+02 7.297492208764371283e-03 -3.652330606313990047e-17 -1.153788764474264818e-15 7.297492208764371283e-03 5.004911964040878408e-15 3.839999999999999858e+01
-1.399403286144589345e+02 5.948916710301951211e-03 -5.663319780792168280e-18 8.038236108510054000e-17 5.948916710301951211e-03 9.519917754075787815e-16 4.160000000000000142e+01
-1.387673080865997122e+02 4.735911553544294370e-03 -2.459592010773360878e-17 1.784312138219504656e-15 4.735911553544294370e-03 5.193492283302111295e-15 4.479999999999999716e+01
-1.375942875587404899e+02 3.653126959813945800e-03 -1.876999028502019647e-17 -3.446997554270454975e-15 3.653126959813945800e-03 5.138061307887353458e-15 4.800000000000000000e+01
-1.364212670308812392e+02 2.693833821297503175e-03 7.794084205797950628e-18 -1.726987493602798498e-15 2.693833821297503175e-03 -2.893305497977554397e-15 5.120000000000000284e+01
-1.352482465030220169e+02 1.852001544387100324e-03 -2.012158462020837342e-18 9.489685648941811509e-15 1.852001544387100324e-03 1.086477745182841656e-15 5.439999999999999858e+01
-1.340752259751627662e+02 1.120558128336595054e-03 -2.170508391974921582e-17 -1.565811127557548321e-14 1.120558128336595054e-03 1.936988664030235016e-14 5.760000000000000142e+01
-1.329022054473035155e+02 4.930107608497199222e-04 1.757489402581060767e-17 1.339103868592458779e+00 4.930107608497199222e-04 -3.564809416232561307e-14 6.079999999999999716e+01
-1.317291849194442932e+02 -3.795573576813193891e-05 -1.627555688012602890e-17 1.339103868592682156e+00 3.795573576813193891e-05 3.141592653589364570e+00 6.400000000000000000e+01
-1.305561643915850425e+02 -4.791596676174713406e-04 2.063600004576308781e-17 1.885358535957946637e-13 4.791596676174713406e-04 3.141592653589837081e+00 6.720000000000000284e+01
-1.293831438637257918e+02 -8.380207360110202269e-04 1.083001789293370160e-17 -2.101152585254343116e-14 8.380207360110202269e-04 3.141592653589806883e+00 7.040000000000000568e+01
-1.282101233358665979e+02 -1.121462744415153154e-03 -6.895629025738980019e-18 7.193134976546399386e-15 1.121462744415153154e-03 3.141592653589787787e+00 7.359999999999999432e+01
-1.270371028080073330e+02 -1.336804579120806462e-03 3.986400228354758953e-17 1.268263272180546621e-14 1.336804579120806462e-03 3.141592653589823758e+00 7.679999999999999716e+01
-1.258640822801480965e+02 -1.490891152340847233e-03 3.542731697351050880e-17 -1.135758154191534202e-15 1.490891152340847233e-03 3.141592653589817541e+00 8.000000000000000000e+01
-1.246910617522888742e+02 -1.590862022496925942e-03 4.297218095027343338e-17 3.785860513971780509e-16 1.590862022496925942e-03 3.141592653589821094e+00 8.320000000000000284e+01
-1.235180412244296093e+02 -1.643333499222972066e-03 4.005368588756878472e-17 -1.703637231287304952e-15 1.643333499222972066e-03 3.141592653589818429e+00 8.640000000000000568e+01
-1.223450206965704012e+02 -1.655047871230459072e-03 3.814609734678972880e-17 1.438626995309279877e-14 1.655047871230459072e-03 3.141592653589817097e+00 8.959999999999999432e+01
-1.211720001687111505e+02 -1.632204436254808700e-03 9.527166858940642169e-17 8.518186156436506614e-15 1.632204436254808700e-03 3.141592653589852180e+00 9.279999999999999716e+01
-1.199989796408519140e+02 -1.581017526940577643e-03 6.803802116611025449e-17 -5.489497745259081813e-15 1.581017526940577643e-03 3.141592653589837081e+00 9.600000000000000000e+01
-1.188259591129926775e+02 -1.507142056748857727e-03 6.845999355640553015e-17 1.022182338772380920e-14 1.507142056748857727e-03 3.141592653589839301e+00 9.920000000000000284e+01
-1.176529385851334268e+02 -1.416165910108809324e-03 9.533094826343041094e-17 8.518186156436525547e-15 1.416165910108809324e-03 3.141592653589861062e+00 1.024000000000000057e+02
-1.164799180572742188e+02 -1.313084318985010884e-03 8.560411050341898240e-17 4.543032616766147064e-15 1.313084318985010884e-03 3.141592653589859285e+00 1.055999999999999943e+02
-1.153068975294149539e+02 -1.202710017100265495e-03 9.343241118433401658e-17 5.678790770957670813e-15 1.202710017100265495e-03 3.141592653589871720e+00 1.087999999999999972e+02
-1.141338770015557316e+02 -1.089247196037971014e-03 8.585724174987197525e-17 8.896772207833684616e-15 1.089247196037971014e-03 3.141592653589872608e+00 1.120000000000000000e+02
-1.129608564736964951e+02 -9.766914579779472499e-04 9.627943043149822551e-17 -8.707479182135095615e-15 9.766914579779472499e-04 3.141592653589892592e+00 1.152000000000000028e+02
-1.117878359458372444e+02 -8.684409313117525970e-04 5.064236325511406593e-17 -2.631173057210393264e-14 8.684409313117525970e-04 3.141592653589852180e+00 1.184000000000000057e+02
-1.106148154179780221e+02 -7.676221036322027850e-04 2.854084372101797733e-17 2.915112595758277870e-14 7.676221036322027850e-04 3.141592653589830864e+00 1.215999999999999943e+02
-1.094417948901187714e+02 -6.767244965248472464e-04 8.566850158972366954e-17 7.571721027943561610e-15 6.767244965248472464e-04 3.141592653589920570e+00 1.247999999999999972e+02
-1.082687743622595349e+02 -5.979354255913631091e-04 3.282951092356230425e-17 -6.189881940343874999e-14 5.979354255913631091e-04 3.141592653589848627e+00 1.280000000000000000e+02
-1.070957538344003126e+02 -5.328401968843287468e-04 -9.990397866821545125e-18 -2.952971200897989044e-14 5.328401968843287468e-04 3.141592653589775352e+00 1.311999999999999886e+02
-1.059227333065410477e+02 -4.826934924583852361e-04 -7.085384470963715578e-18 3.558708883133473846e-14 4.826934924583852361e-04 3.141592653589779349e+00 1.344000000000000057e+02
-1.047497127786818396e+02 -4.481856292323525620e-04 2.911538779519572958e-17 -4.353739591067547808e-15 4.481856292323525620e-04 3.141592653589858841e+00 1.375999999999999943e+02
-1.035766922508225889e+02 -4.297306435967978926e-04 -1.064543079997383029e-17 -4.732325642464725967e-14 4.297306435967978926e-04 3.141592653589769135e+00 1.408000000000000114e+02
-1.024036717229633524e+02 -4.271996302894617500e-04 -1.983157395291609006e-17 4.088729355089541350e-14 4.271996302894617500e-04 3.141592653589747819e+00 1.440000000000000000e+02
