# r=4.000000e+02
# M=2.728000e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 3.439372633791244749e-03 3.353798040201657824e-03 1.078146474127657101e-01 4.803878163373067819e-03 -7.728016791388281348e-01 0.000000000000000000e+00
-1.540165749487698008e+02 4.190697326687736930e-03 3.066884948968917526e-03 1.078146474127657101e-01 5.193046059310453023e-03 -6.317716088326770230e-01 3.200000000000000178e+00
-1.528435544209105785e+02 4.884470634808742162e-03 2.795780038547877443e-03 8.509441357552763319e-02 5.628004922372730964e-03 -5.198640899006681249e-01 6.400000000000000355e+00
-1.516705338930513278e+02 5.461546837095617932e-03 2.518917763014616625e-03 6.766900974238761191e-02 6.014436012679800526e-03 -4.321366209722016793e-01 9.599999999999999645e+00
-1.504975133651920771e+02 5.952687743173885188e-03 2.248154164027744116e-03 5.539590216271433193e-02 6.363072254262707242e-03 -3.611098148452133172e-01 1.280000000000000071e+01
-1.493244928373328548e+02 6.347019980384361118e-03 1.978503197089107133e-03 4.646555137369243194e-02 6.648243191422085509e-03 -3.021755601799099855e-01 1.600000000000000000e+01
-1.481514723094736041e+02 6.658427249746346616e-03 1.715076018967672108e-03 3.996525730420295158e-02 6.875764625916356426e-03 -2.520997236459349145e-01 1.919999999999999929e+01
-1.469784517816143818e+02 6.884828494816472473e-03 1.456047877338958237e-03 3.518888356611524215e-02 7.037111539839348978e-03 -2.084154257418972256e-01 2.239999999999999858e+01
-1.458054312537551311e+02 7.035796973286454446e-03 1.204448334971882370e-03 3.167978225253450381e-02 7.138146456953889385e-03 -1.695451580949313974e-01 2.560000000000000142e+01
-1.446324107258959089e+02 7.112480152813202214e-03 9.594941353914285091e-04 2.913593127211822412e-02 7.176907615401792624e-03 -1.340933559412297582e-01 2.880000000000000071e+01
-1.434593901980366581e+02 7.122804872214591292e-03 7.232344643933663261e-04 2.734282230075613454e-02 7.159428562261815031e-03 -1.011910671339502493e-01 3.200000000000000000e+01
-1.422863696701774359e+02 7.069477022913515062e-03 4.952894316491255082e-04 2.616901745129600679e-02 7.086805838923869449e-03 -6.994597224444115691e-02 3.520000000000000284e+01
-1.411133491423181852e+02 6.959615287243944501e-03 2.771214556573312754e-04 2.551850632630109708e-02 6.965130382672334725e-03 -3.979747780539658053e-02 3.839999999999999858e+01
-1.399403286144589345e+02 6.796760808191981001e-03 6.850353255063487527e-05 2.534228966870319052e-02 6.797106017839239442e-03 -1.007850872232716501e-02 4.160000000000000142e+01
-1.387673080865997122e+02 6.587524947858818328e-03 -1.295048527842056229e-04 2.561082446101960175e-02 6.588797799717105441e-03 1.965657420329123758e-02 4.479999999999999716e+01
-1.375942875587404899e+02 6.335882131801675622e-03 -3.170935351622808178e-04 2.632539861790248251e-02 6.343812000534493345e-03 5.000553693402379901e-02 4.800000000000000000e+01
-1.364212670308812392e+02 6.048034790554503680e-03 -4.935040093440153314e-04 2.750450177766301102e-02 6.068135713297477182e-03 8.141704016904491303e-02 5.120000000000000284e+01
-1.352482465030220169e+02 5.728128507215005973e-03 -6.589390790543269826e-04 2.919243568644471973e-02 5.765904690946095125e-03 1.145322273215029774e-01 5.439999999999999858e+01
-1.340752259751627662e+02 5.381964614948300980e-03 -8.128742420327182997e-04 3.145615385319776997e-02 5.443005387643473636e-03 1.499036928058653517e-01 5.760000000000000142e+01
-1.329022054473035155e+02 5.013668234341521653e-03 -9.555463402023476726e-04 3.439036104853144399e-02 5.103913985591775580e-03 1.883296557161018292e-01 6.079999999999999716e+01
-1.317291849194442932e+02 4.628613995654761934e-03 -1.086615292776420922e-03 3.812329374099567014e-02 4.754450579748065869e-03 2.305848917467015480e-01 6.400000000000000000e+01
-1.305561643915850425e+02 4.230753107421231923e-03 -1.206356176649751042e-03 4.281637731584543582e-02 4.399382579509926450e-03 2.777684680116929150e-01 6.720000000000000284e+01
