# r=4.000000e+02
# M=2.728000e+00
# u/M:0 RePsi4/M:1 ImPsi4/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 1.926433095237339138e-08 -2.189619374692646258e-07 1.659586619344000785e-03 2.198077444207476583e-07 1.483042010284594481e+00 0.000000000000000000e+00
-1.540165749487698008e+02 1.911892115457247031e-08 -2.229417067061612345e-07 1.659586619344000785e-03 2.237600003020441271e-07 1.485248144221388067e+00 3.200000000000000178e+00
-1.528435544209105785e+02 1.901485535964432169e-08 -2.262111306999937003e-07 1.377217788806436210e-03 2.270088993341843248e-07 1.486935468629096535e+00 6.400000000000000355e+00
-1.516705338930513278e+02 1.893503505082691185e-08 -2.295055373747611829e-07 1.059710107484807895e-03 2.302853170266267046e-07 1.488479153696593782e+00 9.599999999999999645e+00
-1.504975133651920771e+02 1.899537232834944522e-08 -2.329153601990224881e-07 8.731336458170936001e-04 2.336886586604771691e-07 1.489421592048415732e+00 1.280000000000000071e+01
-1.493244928373328548e+02 1.900968533443413933e-08 -2.363165881029910790e-07 9.566740288319871676e-04 2.370799399973623627e-07 1.490527561076809837e+00 1.600000000000000000e+01
-1.481514723094736041e+02 1.900983457338024895e-08 -2.397328387542703074e-07 9.309741752622829793e-04 2.404853587802971808e-07 1.491665988596995174e+00 1.919999999999999929e+01
-1.469784517816143818e+02 1.902522892009100126e-08 -2.431533379364675415e-07 8.758776057957055406e-04 2.438965048644769862e-07 1.492711664713788799e+00 2.239999999999999858e+01
-1.458054312537551311e+02 1.903758544156283635e-08 -2.465098988442711457e-07 6.620437098629439968e-04 2.472439279085688719e-07 1.493720833419976302e+00 2.560000000000000142e+01
-1.446324107258959089e+02 1.915686642778471009e-08 -2.498246565541008944e-07 9.077913540152678616e-04 2.505580662315752746e-07 1.494264846437807437e+00 2.880000000000000071e+01
-1.434593901980366581e+02 1.901204304755982689e-08 -2.532021718423963465e-07 1.263734087026090625e-03 2.539149416764374994e-07 1.495850549206522384e+00 3.200000000000000000e+01
-1.422863696701774359e+02 1.890580116131768300e-08 -2.565247628570298280e-07 6.544764235120305394e-04 2.572204954439025106e-07 1.497229618489481551e+00 3.520000000000000284e+01
-1.411133491423181852e+02 1.909495265927517179e-08 -2.596451205666547236e-07 6.244805828462539647e-04 2.603463190658408370e-07 1.497385977766081400e+00 3.839999999999999858e+01
-1.399403286144589345e+02 1.898149250950940351e-08 -2.628038066185057739e-07 8.573153695770154622e-04 2.634884017012239103e-07 1.498694675575337865e+00 4.160000000000000142e+01
-1.387673080865997122e+02 1.901069450206103384e-08 -2.658071584661387843e-07 2.292402788432668570e-04 2.664861197085013470e-07 1.499397274820807535e+00 4.479999999999999716e+01
-1.375942875587404899e+02 1.924377514206564759e-08 -2.684443879746355681e-07 8.780536280423166702e-04 2.691332612606532657e-07 1.499232482681128520e+00 4.800000000000000000e+01
-1.364212670308812392e+02 1.881423434108245700e-08 -2.709015794958490450e-07 7.283600844012444019e-04 2.715541220220878566e-07 1.501457224681317371e+00 5.120000000000000284e+01
-1.352482465030220169e+02 1.909760431013791362e-08 -2.729440732245810572e-07 -4.406128885229955243e-04 2.736113769542708006e-07 1.500941245342480412e+00 5.439999999999999858e+01
-1.340752259751627662e+02 1.934725448346211964e-08 -2.744711944276091106e-07 4.760211555495559035e-04 2.751522357288165623e-07 1.500423528755163716e+00 5.760000000000000142e+01
-1.329022054473035155e+02 1.896711555607066195e-08 -2.754974843393898270e-07 1.183285850791241127e-03 2.761496249315752598e-07 1.502058010516790221e+00 6.079999999999999716e+01
-1.317291849194442932e+02 1.868912023346504890e-08 -2.760582872078147475e-07 -2.394672630137301963e-04 2.766901898355148563e-07 1.503199565941770732e+00 6.400000000000000000e+01
-1.305561643915850425e+02 1.915966689167894242e-08 -2.760310748901522139e-07 -1.414657023045832974e-03 2.766952242819035985e-07 1.501496210486259475e+00 6.720000000000000284e+01
-1.293831438637257918e+02 1.957353350620769499e-08 -2.755488129059555577e-07 3.601138430399429893e-04 2.762431383904403053e-07 1.499880722485944728e+00 7.040000000000000568e+01
-1.282101233358665979e+02 1.884840262002018658e-08 -2.749087134917910429e-07 9.395879656418397929e-04 2.755541018294556929e-07 1.502341052346763739e+00 7.359999999999999432e+01
-1.270371028080073330e+02 1.889106733650137625e-08 -2.745011418126719302e-07 -1.012132495718021758e-03 2.751504121050391110e-07 1.502085034428799482e+00 7.679999999999999716e+01
-1.258640822801480965e+02 1.944674824155325710e-08 -2.740968157233730586e-07 -1.269254217397468667e-04 2.747858082340918235e-07 1.499966547957982455e+00 8.000000000000000000e+01
-1.246910617522888742e+02 1.896580071135770619e-08 -2.743941628455240843e-07 8.485855131898849095e-04 2.750488287564935441e-07 1.501787262178383653e+00 8.320000000000000284e+01
-1.235180412244296093e+02 1.901178361481379787e-08 -2.757412726029904348e-07 -3.552671956165766873e-04 2.763959068671842171e-07 1.501957364411213858e+00 8.640000000000000568e+01
-1.223450206965704012e+02 1.939301656488165568e-08 -2.772160704339893757e-07 1.156091531958754431e-04 2.778935745898928060e-07 1.500953790751717198e+00 8.959999999999999432e+01
-1.211720001687111505e+02 1.919329471518956872e-08 -2.794784598448456240e-07 1.202094532394311702e-03 2.801367381820369011e-07 1.502228588231028228e+00 9.279999999999999716e+01
-1.199989796408519140e+02 1.894404078786213089e-08 -2.822291412890207847e-07 4.819364581328565498e-04 2.828642163196155216e-07 1.503773953877568959e+00 9.600000000000000000e+01
-1.188259591129926775e+02 1.926754648118899991e-08 -2.852781441594197151e-07 -1.467842258230210725e-04 2.859280641742734671e-07 1.503359230948055458e+00 9.920000000000000284e+01
-1.176529385851334268e+02 1.946630835501626338e-08 -2.885229881571719182e-07 5.678372334005302039e-04 2.891789270609394924e-07 1.503429592057456299e+00 1.024000000000000057e+02
-1.164799180572742188e+02 1.931394174381584279e-08 -2.917452831017994276e-07 1.239214680846885798e-03 2.923838890189276929e-07 1.504691400410578694e+00 1.055999999999999943e+02
-1.153068975294149539e+02 1.903103000126288620e-08 -2.948311516944070797e-07 7.002746424256237360e-04 2.954447293697410046e-07 1.506336840575572156e+00 1.087999999999999972e+02
