# r=4.000000e+02
# M=2.728000e+00
# u/M:0 RePsi4/M:1 ImPsi4/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 -8.096657954845012540e-09 2.284674447076654544e-07 3.557824939134674336e-04 2.286108684233711867e-07 -1.606220502544615458e+00 0.000000000000000000e+00
-1.540165749487698008e+02 -8.036542244916720298e-09 2.302964478057314816e-07 3.557824939134674336e-04 2.304366287793507941e-07 -1.605678681657911167e+00 3.200000000000000178e+00
-1.528435544209105785e+02 -8.031508467516600023e-09 2.321024074481995333e-07 2.674018044731777538e-04 2.322413242115059324e-07 -1.605385822206988555e+00 6.400000000000000355e+00
-1.516705338930513278e+02 -8.016274524578194822e-09 2.339259765510517019e-07 2.448612019173587815e-04 2.340632887973177864e-07 -1.605051346046243887e+00 9.599999999999999645e+00
-1.504975133651920771e+02 -8.022298014495881647e-09 2.357546411950137492e-07 1.157170010520386410e-04 2.358910937496858571e-07 -1.604811367774337860e+00 1.280000000000000071e+01
-1.493244928373328548e+02 -8.077116477674970200e-09 2.375857928387386490e-07 2.728855830990707101e-04 2.377230505638987512e-07 -1.604779869210931187e+00 1.600000000000000000e+01
-1.481514723094736041e+02 -7.993527218412006604e-09 2.394186461220171286e-07 2.485124013573966942e-04 2.395520498519918146e-07 -1.604171166992873765e+00 1.919999999999999929e+01
-1.469784517816143818e+02 -8.058803881138055189e-09 2.411880521691356238e-07 7.084696944310073902e-05 2.413226488109566659e-07 -1.604196848914491547e+00 2.239999999999999858e+01
-1.458054312537551311e+02 -8.072821419962333051e-09 2.430047106618465357e-07 3.159589764429031767e-04 2.431387666529678150e-07 -1.604004957093887018e+00 2.560000000000000142e+01
-1.446324107258959089e+02 -8.000995156257066382e-09 2.448967906746224928e-07 2.152074680522670302e-04 2.450274556171620197e-07 -1.603455596183833709e+00 2.880000000000000071e+01
-1.434593901980366581e+02 -8.069876820097444101e-09 2.466689877016757433e-07 8.562062111034854763e-05 2.468009570598562090e-07 -1.603500071538339178e+00 3.200000000000000000e+01
-1.422863696701774359e+02 -8.066569286278852464e-09 2.484329564737886047e-07 2.939480171669429280e-04 2.485638819345193738e-07 -1.603254726691492715e+00 3.520000000000000284e+01
-1.411133491423181852e+02 -8.018002657707699800e-09 2.503664189657687165e-07 2.078020777068748570e-04 2.504947746208727894e-07 -1.602810457421818491e+00 3.839999999999999858e+01
-1.399403286144589345e+02 -8.064987351571108665e-09 2.521743969025739821e-07 8.994191426394018793e-05 2.523033302874892941e-07 -1.602767214485728786e+00 4.160000000000000142e+01
-1.387673080865997122e+02 -8.078343076882490390e-09 2.539253537700306402e-07 2.463871119701658164e-04 2.540538228685075842e-07 -1.602599449998325376e+00 4.479999999999999716e+01
-1.375942875587404899e+02 -8.032308951305097884e-09 2.557801939606567957e-07 2.828923840784969539e-04 2.559062828647245862e-07 -1.602189180205446872e+00 4.800000000000000000e+01
-1.364212670308812392e+02 -8.022738788584026990e-09 2.575558178920430652e-07 -6.263719022064352932e-06 2.576807398074390233e-07 -1.601935772850927142e+00 5.120000000000000284e+01
-1.352482465030220169e+02 -8.150205668635883288e-09 2.594129768005010473e-07 1.127992491280064072e-04 2.595409763119079715e-07 -1.602203875147434120e+00 5.439999999999999858e+01
-1.340752259751627662e+02 -8.067477112301026305e-09 2.612133435480758958e-07 5.838716457876426749e-04 2.613378943714872299e-07 -1.601671141181418623e+00 5.760000000000000142e+01
-1.329022054473035155e+02 -7.902820821160233456e-09 2.630170646925157933e-07 -5.103580291346944349e-05 2.631357651411118798e-07 -1.600834088295146396e+00 6.079999999999999716e+01
-1.317291849194442932e+02 -8.211445559942536054e-09 2.648471053994397469e-07 -1.496346970441255148e-04 2.649743706033582903e-07 -1.601790873270365179e+00 6.400000000000000000e+01
-1.305561643915850425e+02 -8.103002670991717942e-09 2.665621992520647319e-07 4.910981646362815294e-04 2.666853290347700782e-07 -1.601185137437771910e+00 6.720000000000000284e+01
-1.293831438637257918e+02 -8.012088692749303040e-09 2.684002433460697392e-07 -3.330989788176785360e-05 2.685198022370974869e-07 -1.600638736813740470e+00 7.040000000000000568e+01
-1.282101233358665979e+02 -8.237054762904341469e-09 2.702766132730783445e-07 1.258694105005013996e-04 2.704021019769118813e-07 -1.601263283825764328e+00 7.359999999999999432e+01
-1.270371028080073330e+02 -8.036282498435582109e-09 2.719028121732976761e-07 4.274227701651558270e-04 2.720215452940120341e-07 -1.600343442009047212e+00 7.679999999999999716e+01
-1.258640822801480965e+02 -8.065411922775245589e-09 2.736567179962647793e-07 1.008890099068406634e-04 2.737755470709012109e-07 -1.600260532458807949e+00 8.000000000000000000e+01
-1.246910617522888742e+02 -8.081963593186730828e-09 2.756578564611445619e-07 1.860572284066534788e-04 2.757763078371211224e-07 -1.600106752249734976e+00 8.320000000000000284e+01
-1.235180412244296093e+02 -8.052130324159745474e-09 2.773167163468382831e-07 -3.186350021694627036e-05 2.774335919966254971e-07 -1.599824034562252750e+00 8.640000000000000568e+01
-1.223450206965704012e+02 -8.200753307499276564e-09 2.789975477827022168e-07 1.629205935374838563e-04 2.791180467536480741e-07 -1.600181505329422826e+00 8.959999999999999432e+01
-1.211720001687111505e+02 -8.046160890061482567e-09 2.808107018189528386e-07 3.511126207601073207e-04 2.809259528080692679e-07 -1.599441816160991792e+00 9.279999999999999716e+01
-1.199989796408519140e+02 -8.071327738920750515e-09 2.825182813963398741e-07 6.399664360531681607e-05 2.826335536602307971e-07 -1.599357780705938703e+00 9.600000000000000000e+01
-1.188259591129926775e+02 -8.103549112618039219e-09 2.843044742226340884e-07 2.545600569894718732e-04 2.844199387722827018e-07 -1.599291677407665535e+00 9.920000000000000284e+01
-1.176529385851334268e+02 -8.002869301749953812e-09 2.861075974808799046e-07 -2.205471307686365887e-05 2.862195018745963732e-07 -1.598760572361095367e+00 1.024000000000000057e+02
-1.164799180572742188e+02 -8.222445049459263294e-09 2.879526704152062119e-07 -1.394224989552829990e-05 2.880700418333009032e-07 -1.599343418670015948e+00 1.055999999999999943e+02
-1.153068975294149539e+02 -8.112500848430995665e-09 2.896879761144704267e-07 2.537528444998952450e-04 2.898015461920687549e-07 -1.598793281451759363e+00 1.087999999999999972e+02
-1.141338770015557316e+02 -8.148416206056702369e-09 2.914410017130882384e-07 -1.201403814132411311e-04 2.915548904858146787e-07 -1.598748104078813848e+00 1.120000000000000000e+02
-1.129608564736964951e+02 -8.292581645835527802e-09 2.931654953772470745e-07 1.831410369829970959e-04 2.932827553575892303e-07 -1.599075135719004503e+00 1.152000000000000028e+02
-1.117878359458372444e+02 -8.122166393569365543e-09 2.950395997376983065e-07 3.431174077116135360e-04 2.951513764160791615e-07 -1.598318447687064880e+00 1.184000000000000057e+02
-1.106148154179780221e+02 -8.159471582660727933e-09 2.969158336975366742e-07 2.847229459200241149e-04 2.970279267624704726e-07 -1.598270168193581364e+00 1.215999999999999943e+02
-1.094417948901187714e+02 -8.021156913287405723e-09 2.986215883964690703e-07 -4.823588823002457408e-05 2.987292955413944084e-07 -1.597650475966431394e+00 1.247999999999999972e+02
-1.082687743622595349e+02 -8.289377640320237599e-09 3.004050184033478860e-07 -3.606012369016530243e-04 3.005193652056046679e-07 -1.598383331567728050e+00 1.280000000000000000e+02
-1.070957538344003126e+02 -8.369162442750079602e-09 3.020570818603636499e-07 2.528972452625167589e-04 3.021730027351741428e-07 -1.598496461272945535e+00 1.311999999999999886e+02
-1.059227333065410477e+02 -8.205841708380942671e-09 3.039171842703594040e-07 3.400895493759076293e-04 3.040279440001635929e-07 -1.597790024247464080e+00 1.344000000000000057e+02
-1.047497127786818396e+02 -8.227738445729664666e-09 3.057642840074825654e-07 1.983821298853253809e-04 3.058749631050894479e-07 -1.597698597227488859e+00 1.375999999999999943e+02
-1.035766922508225889e+02 -8.158097498486956599e-09 3.074523553704859475e-07 -2.803915227643586630e-05 3.075605718840670699e-07 -1.597324611626032231e+00 1.408000000000000114e+02
-1.024036717229633524e+02 -8.344539683208594341e-09 3.093481439686039740e-07 -1.761769189067248021e-04 3.094606687760897632e-07 -1.597764378229896920e+00 1.440000000000000000e+02
-1.012306511951041159e+02 -8.384393337467578102e-09 3.111308781184948960e-07 4.824867757583780184e-06 3.112438294495540474e-07 -1.597737929910857391e+00 1.471999999999999886e+02
-1.000576306672448652e+02 -8.437739785998812355e-09 3.129346632983849956e-07 2.760463306038002558e-04 3.130483971311301988e-07 -1.597753058892049216e+00 1.504000000000000057e+02
-9.888461013938565713e+01 -8.277358552431937054e-09 3.147278825766814244e-07 2.940935463672525929e-04 3.148367112263227162e-07 -1.597090313885980439e+00 1.535999999999999943e+02
-9.771158961152639222e+01 -8.308758444770254885e-09 3.162492161456538842e-07 -1.503956053637288707e-04 3.163583445708901315e-07 -1.597063103358049796e+00 1.568000000000000114e+02
-9.653856908366716993e+01 -8.456104663599314996e-09 3.172649761186728311e-07 8.078332486069513996e-06 3.173776469407758681e-07 -1.597443148150763381e+00 1.600000000000000000e+02
-9.536554855580793344e+01 -8.345562732023108248e-09 3.178795294778662603e-07 8.556651218515169959e-05 3.179890621992897425e-07 -1.597044151258375733e+00 1.631999999999999886e+02
-9.419252802794868273e+01 -8.431253875265050807e-09 3.187348965102985145e-07 -1.339100202740422076e-04 3.188463898107361595e-07 -1.597242405600182380e+00 1.664000000000000057e+02
-9.301950750008946045e+01 -8.510975015886330781e-09 3.203440554749757508e-07 -2.378320180762004070e-06 3.204570963075640155e-07 -1.597358309663710729e+00 1.695999999999999943e+02
-9.184648697223020974e+01 -8.544418971553561318e-09 3.229448195769425320e-07 2.540280245273405547e-04 3.230578331926736942e-07 -1.597247985236970091e+00 1.728000000000000114e+02
-9.067346644437097325e+01 -8.476278802395575071e-09 3.263639494288476431e-07 4.519225135786436435e-04 3.264740032362934461e-07 -1.596762349488866528e+00 1.760000000000000000e+02
-8.950044591651175097e+01 -8.359276144437278332e-09 3.291456880595177043e-07 4.448021111404601175e-05 3.292518207479380314e-07 -1.596187756466111107e+00 1.791999999999999886e+02
-8.832742538865250026e+01 -8.555761078496312295e-09 3.307541028180803795e-07 -3.651316113985755775e-04 3.308647421207427820e-07 -1.596657997087425951e+00 1.824000000000000057e+02
-8.715440486079326377e+01 -8.703522911713242925e-09 3.315113392447987374e-07 -1.141917416743209221e-04 3.316255710269561750e-07 -1.597044370217192810e+00 1.855999999999999943e+02
-8.598138433293402727e+01 -8.699899779449675050e-09 3.328765120009053725e-07 -3.162044896384467009e-05 3.329901807832498149e-07 -1.596925895601617906e+00 1.888000000000000114e+02
-8.480836380507479078e+01 -8.819793306568547792e-09 3.349927986556168908e-07 -2.314525820184778928e-04 3.351088836558846754e-07 -1.597118553088662241e+00 1.920000000000000000e+02
-8.363534327721555428e+01 -8.999979054904342564e-09 3.373445456591725255e-07 2.184050561197307635e-04 3.374645790434638474e-07 -1.597468892861485301e+00 1.951999999999999886e+02
-8.246232274935631779e+01 -8.767547399628940821e-09 3.396224386958789874e-07 1.763586127215989571e-04 3.397355894709013333e-07 -1.596606165860228854e+00 1.984000000000000057e+02
-8.128930222149708129e+01 -8.953231863067333902e-09 3.408825462176095306e-07 -6.829074423976705388e-04 3.410001036313545883e-07 -1.597055148315510875e+00 2.015999999999999943e+02
-8.011628169363783059e+01 -9.400028737074907402e-09 3.428310651769122067e-07 -2.170895416870656264e-04 3.429599098883047163e-07 -1.598208294757349490e+00 2.048000000000000114e+02
-7.894326116577860830e+01 -9.238794213298423679e-09 3.450592202262052542e-07 2.817253738294727252e-04 3.451828801977765182e-07 -1.597564449293075839e+00 2.080000000000000000e+02
-7.777024063791937181e+01 -9.290127142253818323e-09 3.471982738363934930e-07 6.069257603175610201e-05 3.473225414759176063e-07 -1.597547355463907914e+00 2.111999999999999886e+02
-7.659722011006012110e+01 -9.316478633248075601e-09 3.498223382302172049e-07 3.561240961729944619e-04 3.499463746047102238e-07 -1.597422062017928024e+00 2.144000000000000057e+02
-7.542419958220089882e+01 -9.128867557897866078e-09 3.521756186959041712e-07 1.108168679185827241e-04 3.522939151145424661e-07 -1.596711873713355434e+00 2.175999999999999943e+02
-7.425117905434164811e+01 -9.342807521426831172e-09 3.542717731803193198e-07 -7.065045721326454562e-04 3.543949453994935377e-07 -1.597162081096124897e+00 2.208000000000000114e+02
-7.307815852648241162e+01 -9.832857789232780653e-09 3.565209831925678430e-07 -1.034673092231327887e-03 3.566565526510041700e-07 -1.598369362445631436e+00 2.240000000000000000e+02
-7.190513799862318933e+01 -1.031371533750073680e-08 3.581014454911423776e-07 -1.040798687852048654e-03 3.582499378742565381e-07 -1.599589466649746772e+00 2.271999999999999886e+02
-7.073211747076393863e+01 -1.078595248556637446e-08 3.592466433378499331e-07 -7.331234526113225743e-04 3.594085245518437184e-07 -1.600811118898070262e+00 2.304000000000000057e+02
-6.955909694290470213e+01 -1.099440996339532962e-08 3.602061318670369687e-07 6.137602134229132181e-04 3.603738815245305921e-07 -1.601309404368483014e+00 2.335999999999999943e+02
-6.838607641504546564e+01 -1.031724766735358688e-08 3.609617067736437549e-07 1.392756712459687369e-03 3.611091238896790219e-07 -1.599371212239013573e+00 2.368000000000000114e+02
-6.721305588718622914e+01 -9.859664268180485182e-09 3.617912508765048702e-07 -1.450848286355077479e-03 3.619255754851642739e-07 -1.598041939940425094e+00 2.400000000000000000e+02
-6.604003535932699265e+01 -1.162714983588415733e-08 3.634672367037245982e-07 -7.331731528222678457e-03 3.636531627393709694e-07 -1.602774961884421367e+00 2.431999999999999886e+02
-6.486701483146775615e+01 -1.627559330450000880e-08 3.659455839110143579e-07 -1.256184595035615172e-02 3.663073372475450387e-07 -1.615242483115141070e+00 2.464000000000000057e+02
-6.369399430360851966e+01 -2.245637884540536759e-08 3.649858979972670323e-07 -6.112669511344887702e-03 3.656760789109943539e-07 -1.632245568219567788e+00 2.495999999999999943e+02
-6.252097377574927606e+01 -2.076568954817698154e-08 3.528306951292268372e-07 3.478074047925244772e-02 3.534412444633261552e-07 -1.629583056748794778e+00 2.528000000000000114e+02
-6.134795324789003956e+01 6.466918446068218395e-09 3.209304336686634636e-07 1.269576046723716323e-01 3.209955829741968293e-07 -1.550648523106952004e+00 2.560000000000000000e+02
-6.017493272003081017e+01 6.715851844553320044e-08 2.755540944339463912e-07 1.858334956164189034e-01 2.836200373018649365e-07 -1.331735303851736330e+00 2.591999999999999886e+02
-5.900191219217157368e+01 1.270827621330891625e-07 2.590213430068883372e-07 1.956076160957461937e-02 2.885170438023851648e-07 -1.114675512863155582e+00 2.623999999999999773e+02
-5.782889166431232297e+01 1.008545000242501280e-07 3.443040253294098644e-07 -2.633317112830313445e-01 3.587713645668734653e-07 -1.285844954034552234e+00 2.656000000000000227e+02
-5.665587113645308648e+01 -9.323119054144008012e-08 5.716565833539579338e-07 -3.157651168660349783e-01 5.792092058847950900e-07 -1.732462518805754303e+00 2.688000000000000114e+02
-5.548285060859385709e+01 -4.130656081199871753e-07 8.424986495197700715e-07 -1.839915041707344545e-01 9.383108072777224149e-07 -2.026642882166009851e+00 2.720000000000000000e+02
-5.430983008073462059e+01 -6.017861525694764053e-07 8.923658419512881882e-07 -6.505776693053715032e-02 1.076319362134587296e-06 -2.164114141493692856e+00 2.751999999999999886e+02
-5.313680955287539120e+01 -3.400916015234531339e-07 4.881807699845398043e-07 1.190959715461308521e+00 5.949645044954239675e-07 -2.179271074378413164e+00 2.783999999999999773e+02
-5.196378902501613339e+01 3.156849456921067267e-07 -2.301348854746872912e-07 1.241232659340074207e+00 3.906648825388274164e-07 6.299262466853442488e-01 2.816000000000000227e+02
-5.079076849715690400e+01 7.547350642575139859e-07 -6.791203224922703621e-07 -2.311739906522665422e-02 1.015297704932794161e-06 7.327117041320405644e-01 2.848000000000000114e+02
-4.961774796929766751e+01 5.433654199986032264e-07 -3.526595774954664004e-07 -8.151543539578240960e-01 6.477767804186403302e-07 5.756918793768948106e-01 2.880000000000000000e+02
-4.844472744143843101e+01 2.017505694706550907e-07 4.892492915847708863e-07 -7.742799509025801719e-01 5.292146649498045035e-07 -1.179673877000677606e+00 2.911999999999999886e+02
-4.727170691357920163e+01 3.253529495081863523e-07 9.498801231599791152e-07 -3.827875364663841339e-03 1.004055172850622529e-06 -1.240800674060236863e+00 2.943999999999999773e+02
-4.609868638571994381e+01 2.327734444142276309e-07 5.791843977814679824e-07 -8.047822527546968363e-01 6.242099350842993972e-07 -1.188654229762352355e+00 2.976000000000000227e+02
-4.492566585786071442e+01 -8.466833509605815630e-07 1.078713784442290778e-08 -7.986278021790977899e-01 8.467520647372014190e-07 -3.128852879936368403e+00 3.008000000000000114e+02
-4.375264533000147793e+01 -1.807096254233057931e-06 1.436489967343437668e-07 2.929293430101896356e-01 1.812796708493793477e-06 -3.062267841912721611e+00 3.040000000000000000e+02
-4.257962480214224854e+01 -1.150565978166095412e-06 9.690376267328726703e-07 7.759586366915081079e-01 1.504272579068494996e-06 -2.441628614809826292e+00 3.071999999999999886e+02
-4.140660427428301205e+01 5.541034230474184342e-07 1.623211228592236591e-06 7.393566293676033796e-01 1.715180834798705527e-06 -1.241837022695113646e+00 3.103999999999999773e+02
-4.023358374642376134e+01 1.689287970907682468e-06 1.443399701330130980e-06 3.715201791508657148e-01 2.221957818333486346e-06 -7.070676074957915613e-01 3.136000000000000227e+02
-3.906056321856452485e+01 1.484678418852687537e-06 5.762542228034806879e-07 7.853060495545207687e-01 1.592588753164406738e-06 -3.702354293792949891e-01 3.168000000000000114e+02
-3.788754269070529546e+01 1.740819862934256717e-07 -3.741290851896227167e-07 1.210266454952103832e+00 4.126464713731215495e-07 1.135292626063194810e+00 3.200000000000000000e+02
