# r=4.000000e+02
# M=2.728000e+00
# u/M:0 RePsi4/M:1 ImPsi4/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 -1.728343675273619045e-08 1.221209846431940784e-07 1.734498878753834138e-03 1.233379587807787139e-07 -1.711389761181001390e+00 0.000000000000000000e+00
-1.540165749487698008e+02 -1.708904651818413471e-08 1.231018559107944272e-07 1.734498878753834138e-03 1.242823496703480116e-07 -1.708735138283260957e+00 3.200000000000000178e+00
-1.528435544209105785e+02 -1.704635339571317558e-08 1.240828348376762178e-07 9.826410548436914638e-04 1.252482657183147693e-07 -1.707320555600347234e+00 6.400000000000000355e+00
-1.516705338930513278e+02 -1.706697242214705717e-08 1.250589805021534924e-07 9.089758884038460574e-04 1.262181847116188535e-07 -1.706429822025563148e+00 9.599999999999999645e+00
-1.504975133651920771e+02 -1.703575482236736982e-08 1.259978489716219570e-07 1.102561396379550659e-03 1.271443073355762611e-07 -1.705188060847493636e+00 1.280000000000000071e+01
-1.493244928373328548e+02 -1.699611480827688401e-08 1.269906957922165557e-07 8.597801640945170387e-04 1.281230062727511045e-07 -1.703843167723206431e+00 1.600000000000000000e+01
-1.481514723094736041e+02 -1.704286434531570407e-08 1.279942922199268389e-07 5.903610555170084925e-04 1.291239639492718458e-07 -1.703170981283635532e+00 1.919999999999999929e+01
-1.469784517816143818e+02 -1.706633857990029610e-08 1.288726611502848535e-07 9.852472357692074016e-04 1.299977796136531252e-07 -1.702458156449266236e+00 2.239999999999999858e+01
-1.458054312537551311e+02 -1.700171723656575207e-08 1.299809346443422278e-07 1.192046284343715448e-03 1.310881450017845782e-07 -1.700859550818487831e+00 2.560000000000000142e+01
-1.446324107258959089e+02 -1.695750053777771905e-08 1.308617405737948958e-07 9.216748605577667957e-04 1.319558712998096434e-07 -1.699661566925879219e+00 2.880000000000000071e+01
-1.434593901980366581e+02 -1.694796905811594033e-08 1.317852176788656512e-07 4.704420828629395524e-04 1.328705281612926566e-07 -1.698697263755595710e+00 3.200000000000000000e+01
-1.422863696701774359e+02 -1.707441516721507815e-08 1.329148723034113921e-07 1.012259034882136838e-03 1.340070853825818404e-07 -1.698557890485145050e+00 3.520000000000000284e+01
-1.411133491423181852e+02 -1.688516553277218463e-08 1.338078853917039635e-07 1.367946897197152385e-03 1.348690439206436428e-07 -1.696322462500740258e+00 3.839999999999999858e+01
-1.399403286144589345e+02 -1.685840435524813028e-08 1.346513645022931874e-07 2.652667709621548526e-04 1.357026004162575725e-07 -1.695348630902277831e+00 4.160000000000000142e+01
-1.387673080865997122e+02 -1.705076275682273253e-08 1.358005100599254457e-07 9.064700468595775652e-04 1.368667492239271555e-07 -1.695700135765345173e+00 4.479999999999999716e+01
-1.375942875587404899e+02 -1.683046024828595385e-08 1.367873941032487824e-07 1.436004796979401367e-03 1.378189231481897741e-07 -1.693222014956566213e+00 4.800000000000000000e+01
-1.364212670308812392e+02 -1.680711528349175625e-08 1.376089086082466389e-07 3.909044372458834581e-04 1.386314930039540365e-07 -1.692331209555422822e+00 5.120000000000000284e+01
-1.352482465030220169e+02 -1.692989040662956296e-08 1.386444028322594582e-07 6.629446642653285615e-04 1.396742339370233509e-07 -1.692304937097924844e+00 5.439999999999999858e+01
-1.340752259751627662e+02 -1.684223984904638721e-08 1.397016551316222580e-07 1.318989004842221254e-03 1.407132313950878128e-07 -1.690775914155386861e+00 5.760000000000000142e+01
-1.329022054473035155e+02 -1.672549388879205954e-08 1.405848712279006398e-07 7.359191385136553245e-04 1.415762980303886229e-07 -1.689210534740523739e+00 6.079999999999999716e+01
-1.317291849194442932e+02 -1.679849821605203793e-08 1.413926922160378662e-07 -1.145780999801808723e-04 1.423870884399773063e-07 -1.689049417642744855e+00 6.400000000000000000e+01
-1.305561643915850425e+02 -1.699501369782217941e-08 1.425237103625277653e-07 1.632705917724097374e-03 1.435334055406297162e-07 -1.689479339667163460e+00 6.720000000000000284e+01
-1.293831438637257918e+02 -1.649643397284293620e-08 1.435412570056035536e-07 1.520373482242830948e-03 1.444860712891353388e-07 -1.685219022527849608e+00 7.040000000000000568e+01
-1.282101233358665979e+02 -1.670924098397324824e-08 1.445094046461914003e-07 -7.959044439237172863e-04 1.454722199097036388e-07 -1.685912481057796120e+00 7.359999999999999432e+01
-1.270371028080073330e+02 -1.698155332609088887e-08 1.453688767842316843e-07 1.375982506476932645e-03 1.463573827686051617e-07 -1.687086247029723429e+00 7.679999999999999716e+01
-1.258640822801480965e+02 -1.641834535712512394e-08 1.461262017147715936e-07 1.626637637871436231e-03 1.470456694086974956e-07 -1.682684369605650820e+00 8.000000000000000000e+01
-1.246910617522888742e+02 -1.665883188670066770e-08 1.474879623025835396e-07 -2.238738094552581955e-04 1.484257919096194619e-07 -1.683270088348500115e+00 8.320000000000000284e+01
-1.235180412244296093e+02 -1.673101864469073087e-08 1.482074625739627401e-07 1.207044977698260892e-03 1.491488482942511847e-07 -1.683209586753932951e+00 8.640000000000000568e+01
-1.223450206965704012e+02 -1.639147839961221240e-08 1.489004702908350101e-07 1.348870606206896156e-03 1.497999686814279420e-07 -1.680438311274721208e+00 8.959999999999999432e+01
-1.211720001687111505e+02 -1.647739396967826770e-08 1.502240251547516427e-07 4.085949147133684971e-04 1.511249888196106339e-07 -1.680045080932919710e+00 9.279999999999999716e+01
-1.199989796408519140e+02 -1.648498555897919733e-08 1.510812731628655486e-07 5.200879816234006432e-04 1.519779781724712728e-07 -1.679479730829645856e+00 9.600000000000000000e+01
-1.188259591129926775e+02 -1.648023948159447822e-08 1.519604943464860111e-07 4.901797786529553565e-04 1.528515297123293604e-07 -1.678824933175445455e+00 9.920000000000000284e+01
-1.176529385851334268e+02 -1.650088385007099875e-08 1.528569641614640991e-07 8.106354457548433897e-04 1.537450183274003004e-07 -1.678329748944243027e+00 1.024000000000000057e+02
-1.164799180572742188e+02 -1.639310732113315381e-08 1.538867935870230257e-07 1.420775752790075274e-03 1.547574851441351759e-07 -1.676923149138483948e+00 1.055999999999999943e+02
-1.153068975294149539e+02 -1.619904939467171363e-08 1.548977366946683003e-07 1.353730996397719795e-03 1.557424734438932420e-07 -1.674996550697228193e+00 1.087999999999999972e+02
-1.141338770015557316e+02 -1.609185584349435747e-08 1.557534857364578691e-07 4.964093511237181646e-04 1.565825537649223275e-07 -1.673747240642536216e+00 1.120000000000000000e+02
-1.129608564736964951e+02 -1.619916615566778285e-08 1.566623186142430336e-07 3.686941196522555827e-04 1.574976033396366415e-07 -1.673831953979049381e+00 1.152000000000000028e+02
-1.117878359458372444e+02 -1.616271420872650277e-08 1.577742048344173107e-07 9.007691196113530975e-04 1.585999150117226317e-07 -1.672882269100830044e+00 1.184000000000000057e+02
-1.106148154179780221e+02 -1.605837534984100295e-08 1.585755055172003105e-07 8.782801802728158269e-04 1.593865187803284889e-07 -1.671718712642717763e+00 1.215999999999999943e+02
-1.094417948901187714e+02 -1.601035114499998208e-08 1.595285873118085867e-07 7.875082154678435687e-04 1.603299769646573150e-07 -1.670821787739486197e+00 1.247999999999999972e+02
-1.082687743622595349e+02 -1.596666355507914151e-08 1.606299262180519556e-07 1.408096822609660034e-03 1.614215213095760473e-07 -1.669871186037514610e+00 1.280000000000000000e+02
-1.070957538344003126e+02 -1.568335015350088030e-08 1.616427664021183949e-07 1.273620268911783947e-03 1.624018208092727573e-07 -1.667518334783217204e+00 1.311999999999999886e+02
-1.059227333065410477e+02 -1.564335877000113545e-08 1.623029433097258020e-07 4.962750508839357515e-04 1.630550829646443252e-07 -1.666883220597252357e+00 1.344000000000000057e+02
-1.047497127786818396e+02 -1.565029450584050468e-08 1.632796252451561436e-07 1.090478034310996946e-03 1.640279480403207682e-07 -1.666354053138914715e+00 1.375999999999999943e+02
-1.035766922508225889e+02 -1.543173638380974689e-08 1.645134782112017087e-07 8.529520467546962805e-04 1.652356589872989182e-07 -1.664324914358399576e+00 1.408000000000000114e+02
-1.024036717229633524e+02 -1.552217972813234745e-08 1.654277156470966062e-07 7.720177077848858812e-04 1.661543474234998587e-07 -1.664352992618669091e+00 1.440000000000000000e+02
-1.012306511951041159e+02 -1.529305589929442120e-08 1.662732403954723176e-07 1.542609510920475539e-03 1.669750521196189470e-07 -1.662513729120194572e+00 1.471999999999999886e+02
-1.000576306672448652e+02 -1.507879021321800690e-08 1.672059867346300579e-07 5.957197080791444511e-04 1.678845195787733245e-07 -1.660733967373107856e+00 1.504000000000000057e+02
-9.888461013938565713e+01 -1.523621853777164434e-08 1.682329017487608795e-07 7.624903091552539137e-04 1.689214361356751180e-07 -1.661116146227340273e+00 1.535999999999999943e+02
-9.771158961152639222e+01 -1.494643650621259506e-08 1.691197489350999230e-07 8.463509948230253351e-04 1.697789310960151970e-07 -1.658945133803242156e+00 1.568000000000000114e+02
-9.653856908366716993e+01 -1.501718334677745599e-08 1.695616867796808767e-07 1.015713315687702227e-03 1.702253841800374293e-07 -1.659130572045937280e+00 1.600000000000000000e+02
-9.536554855580793344e+01 -1.459669289365933601e-08 1.697747583163007559e-07 3.135559131923860293e-03 1.704010915598551392e-07 -1.656562228663798875e+00 1.631999999999999886e+02
-9.419252802794868273e+01 -1.382517247269651841e-08 1.703539702647942933e-07 1.951916009492290788e-03 1.709140444167132028e-07 -1.651774421589810915e+00 1.664000000000000057e+02
-9.301950750008946045e+01 -1.392523079558594396e-08 1.711442255657161359e-07 2.842920145562630499e-04 1.717098075160503051e-07 -1.651982953568215784e+00 1.695999999999999943e+02
-9.184648697223020974e+01 -1.390561529988816389e-08 1.727743742021579812e-07 1.789193688297250479e-03 1.733330623909235401e-07 -1.651107460851849007e+00 1.728000000000000114e+02
-9.067346644437097325e+01 -1.346809326237071040e-08 1.745892856519821482e-07 1.305047706777147376e-03 1.751079901106551919e-07 -1.647785431718838067e+00 1.760000000000000000e+02
-8.950044591651175097e+01 -1.361759048678555652e-08 1.759299797017598263e-07 1.222801851006654608e-03 1.764562170299687089e-07 -1.648045765352078584e+00 1.791999999999999886e+02
-8.832742538865250026e+01 -1.311937301929898528e-08 1.766766748503915881e-07 3.307013639741887209e-03 1.771631039031843886e-07 -1.644916688373367908e+00 1.824000000000000057e+02
-8.715440486079326377e+01 -1.233512814585397350e-08 1.772209010673265270e-07 2.078426108310638641e-03 1.776496641187079929e-07 -1.640287375581423124e+00 1.855999999999999943e+02
-8.598138433293402727e+01 -1.233394461113665387e-08 1.778374179464485526e-07 4.993093270313011004e-04 1.782646162633808171e-07 -1.640040615391993972e+00 1.888000000000000114e+02
-8.480836380507479078e+01 -1.224680554728291729e-08 1.789784574871498963e-07 2.185566816098976056e-03 1.793969690117212899e-07 -1.639115975400704528e+00 1.920000000000000000e+02
-8.363534327721555428e+01 -1.158870023006610031e-08 1.804956724799996267e-07 2.343870779219869686e-03 1.808673153364909111e-07 -1.634913185911409883e+00 1.951999999999999886e+02
-8.246232274935631779e+01 -1.142062638751148372e-08 1.815575898312771103e-07 8.499620087299623959e-04 1.819164344759026410e-07 -1.633617158323355856e+00 1.984000000000000057e+02
-8.128930222149708129e+01 -1.133456270115529817e-08 1.822193392534651706e-07 2.965917208855624841e-03 1.825715199848975426e-07 -1.632919140143128445e+00 2.015999999999999943e+02
-8.011628169363783059e+01 -1.024055072765044218e-08 1.831258070857473781e-07 3.977837767494019419e-03 1.834119137352095405e-07 -1.626658994783518608e+00 2.048000000000000114e+02
-7.894326116577860830e+01 -9.747972154211624063e-09 1.844818437626513233e-07 1.669966601892936692e-03 1.847392043914517201e-07 -1.623586969427599946e+00 2.080000000000000000e+02
-7.777024063791937181e+01 -9.648665668410955315e-09 1.855811391101222776e-07 1.828048154382989985e-03 1.858317947569557445e-07 -1.622741184573799123e+00 2.111999999999999886e+02
-7.659722011006012110e+01 -9.079415902287018735e-09 1.870500481406183610e-07 2.861767475128059596e-03 1.872702760785447074e-07 -1.619298293405587064e+00 2.144000000000000057e+02
-7.542419958220089882e+01 -8.520830248738652455e-09 1.882561147178807830e-07 2.987695228150674415e-03 1.884488505584465266e-07 -1.616027360585228889e+00 2.175999999999999943e+02
-7.425117905434164811e+01 -7.855935462061591449e-09 1.892242369441834805e-07 3.523325985069155480e-03 1.893872423609693950e-07 -1.612289037738371400e+00 2.208000000000000114e+02
-7.307815852648241162e+01 -7.046876763599314732e-09 1.905487649283299109e-07 4.701410448505756456e-03 1.906790242471187297e-07 -1.607761493171576905e+00 2.240000000000000000e+02
-7.190513799862318933e+01 -5.833343301472902880e-09 1.914301620690865148e-07 6.487255230444057864e-03 1.915190195355791959e-07 -1.601259335806393125e+00 2.271999999999999886e+02
-7.073211747076393863e+01 -4.181350798271704221e-09 1.922528408381545031e-07 6.797403674821022451e-03 1.922983060373621112e-07 -1.592542126062030716e+00 2.304000000000000057e+02
-6.955909694290470213e+01 -2.797448849719287302e-09 1.927010421608508615e-07 3.317542232414475833e-03 1.927213464303962673e-07 -1.585312347712971359e+00 2.335999999999999943e+02
-6.838607641504546564e+01 -2.693031637611928766e-09 1.928606138966473674e-07 -1.100793149560261178e-03 1.928794152106255018e-07 -1.584759035780706427e+00 2.368000000000000114e+02
-6.721305588718622914e+01 -3.304961868947461047e-09 1.932704386937453519e-07 2.592776352867212208e-03 1.932986943717623017e-07 -1.587894853635693382e+00 2.400000000000000000e+02
-6.604003535932699265e+01 -1.530250642343063243e-09 1.941914760859667249e-07 2.116962994771754911e-02 1.941975052658375126e-07 -1.578676276008583956e+00 2.431999999999999886e+02
-6.486701483146775615e+01 6.368050905626980515e-09 1.954720262650079755e-07 4.619613018152376321e-02 1.955757273397816215e-07 -1.538230032643980616e+00 2.464000000000000057e+02
-6.369399430360851966e+01 1.965234922574040981e-08 1.948907363377115230e-07 4.388428985380842667e-02 1.958790798945764023e-07 -1.470298257987413759e+00 2.495999999999999943e+02
-6.252097377574927606e+01 2.572336719619488253e-08 1.886479945682435547e-07 -5.308456027583457332e-02 1.903936907424464189e-07 -1.435275686945896245e+00 2.528000000000000114e+02
-6.134795324789003956e+01 -4.135665863948243712e-09 1.719960479906752153e-07 -3.237607162104844116e-01 1.720457620999392083e-07 -1.594836815819283826e+00 2.560000000000000000e+02
-6.017493272003081017e+01 -1.060612066990616966e-07 1.473034292930599266e-07 -4.528561998767384189e-01 1.815138558015795150e-07 -2.194831619404507883e+00 2.591999999999999886e+02
