# r=4.000000e+02
# M=2.728000e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-1.551895954766290515e+02 9.305464495653978929e-01 -2.347033864097546996e+00 5.962832119350145376e-04 2.524774178816677761e+00 1.193330149433631027e+00 0.000000000000000000e+00
-1.540165749487698008e+02 9.021214557018234492e-01 -2.278449560387271866e+00 5.962832119350145376e-04 2.450541882944776706e+00 1.193797825631838450e+00 3.200000000000000178e+00
-1.528435544209105785e+02 8.732558899744211622e-01 -2.211559748789638569e+00 7.243344093046975374e-04 2.377724200121096754e+00 1.194729054329666251e+00 6.400000000000000355e+00
-1.516705338930513278e+02 8.452802341900664818e-01 -2.145532932717640229e+00 7.046468194333841729e-04 2.306037779328077519e+00 1.195497143894136860e+00 9.599999999999999645e+00
-1.504975133651920771e+02 8.176138428870821651e-01 -2.080706539692624979e+00 7.360931057146033593e-04 2.235583167855815123e+00 1.196382184697838413e+00 1.280000000000000071e+01
-1.493244928373328548e+02 7.905805473213534107e-01 -2.016897395025528450e+00 7.448606699881692942e-04 2.166308543089763727e+00 1.197224048540974639e+00 1.600000000000000000e+01
-1.481514723094736041e+02 7.639707004759885844e-01 -1.954218220459723820e+00 7.672143863128587675e-04 2.098242141499055968e+00 1.198129658410420628e+00 1.919999999999999929e+01
-1.469784517816143818e+02 7.379274928701105019e-01 -1.892589787339188589e+00 7.825696919778810231e-04 2.031362372368397118e+00 1.199023964989802460e+00 2.239999999999999858e+01
-1.458054312537551311e+02 7.123427115447844571e-01 -1.832066846227514922e+00 8.039331143043874093e-04 1.965680815325064001e+00 1.199965599036761699e+00 2.560000000000000142e+01
-1.446324107258959089e+02 6.872961275351268107e-01 -1.772604482533159498e+00 8.226763364323890501e-04 1.901184530344551149e+00 1.200910025082012167e+00 2.880000000000000071e+01
-1.434593901980366581e+02 6.627211838318910475e-01 -1.714234005349111856e+00 8.450025811816661318e-04 1.837878557629639031e+00 1.201895631497600148e+00 3.200000000000000000e+01
-1.422863696701774359e+02 6.386680875702585025e-01 -1.656925671724464477e+00 8.664883530343217219e-04 1.775753250792524884e+00 1.202892435829652440e+00 3.520000000000000284e+01
-1.411133491423181852e+02 6.150912820208159770e-01 -1.600698855966069756e+00 8.906203969065464281e-04 1.714810226441717766e+00 1.203928448748120550e+00 3.839999999999999858e+01
-1.399403286144589345e+02 5.920247631744308681e-01 -1.545531659632766397e+00 9.148510026175851306e-04 1.655041217353499627e+00 1.204981867845855481e+00 4.160000000000000142e+01
-1.387673080865997122e+02 5.694349634932948101e-01 -1.491436426654874747e+00 9.413708520450893985e-04 1.596445674741759468e+00 1.206074726760126614e+00 4.479999999999999716e+01
-1.375942875587404899e+02 5.473459869808694478e-01 -1.438395711555057854e+00 9.686087473278562083e-04 1.539015871420448933e+00 1.207190362513409942e+00 4.800000000000000000e+01
-1.364212670308812392e+02 5.257317075514109650e-01 -1.386417273753779211e+00 9.980634414853526044e-04 1.482749704194131546e+00 1.208347122648285810e+00 5.120000000000000284e+01
-1.352482465030220169e+02 5.046097123735580059e-01 -1.335486336188683287e+00 1.028735362997040435e-03 1.427639560942606245e+00 1.209531860323346253e+00 5.439999999999999858e+01
-1.340752259751627662e+02 4.839587738570221287e-01 -1.285607430368684412e+00 1.061726152601509153e-03 1.373682117453802976e+00 1.210760578045346314e+00 5.760000000000000142e+01
-1.329022054473035155e+02 4.637919364425155955e-01 -1.236767425875020310e+00 1.096406218217688567e-03 1.320869647624103305e+00 1.212022713467279411e+00 6.079999999999999716e+01
-1.317291849194442932e+02 4.440913387881749719e-01 -1.188968441383990715e+00 1.133644861937035259e-03 1.269197806409130713e+00 1.213332792047030040e+00 6.400000000000000000e+01
-1.305561643915850425e+02 4.248667083475257122e-01 -1.142198368500543459e+00 1.173073795370089623e-03 1.218658620314715169e+00 1.214682290855988001e+00 6.720000000000000284e+01
-1.293831438637257918e+02 4.061025828006487592e-01 -1.096457436023379417e+00 1.215430971267633361e-03 1.169246858780608855e+00 1.216084871332355766e+00 7.040000000000000568e+01
-1.282101233358665979e+02 3.878061750807362817e-01 -1.051734158056647495e+00 1.260557463558077814e-03 1.120954222372116060e+00 1.217533741814973647e+00 7.359999999999999432e+01
-1.270371028080073330e+02 3.699637700628297110e-01 -1.008027222884333662e+00 1.309127479050318718e-03 1.073774684575402150e+00 1.219042190894955358e+00 7.679999999999999716e+01
-1.258640822801480965e+02 3.525806219325555158e-01 -9.653255008563624839e-01 1.361166453922002008e-03 1.027699575540408139e+00 1.220605008627994925e+00 8.000000000000000000e+01
-1.246910617522888742e+02 3.356443199698752600e-01 -9.236263923076066806e-01 1.417341594947793852e-03 9.827221489796619247e-01 1.222235543279523107e+00 8.320000000000000284e+01
-1.235180412244296093e+02 3.191585522994628277e-01 -8.829189384895749226e-01 1.477864857227831211e-03 9.388333363539275167e-01 1.223930150199719957e+00 8.640000000000000568e+01
-1.223450206965704012e+02 3.031118919634570030e-01 -8.431994327737296624e-01 1.543452066599934397e-03 8.960257264608006977e-01 1.225702674909383116e+00 8.959999999999999432e+01
-1.211720001687111505e+02 2.875067495997204459e-01 -8.044569668934052897e-01 1.614520944110829160e-03 8.542898469774375947e-01 1.227551152115496924e+00 9.279999999999999716e+01
-1.199989796408519140e+02 2.723324546510970112e-01 -7.666868654589621412e-01 1.691897455732196270e-03 8.136176715900291789e-01 1.229490407329584478e+00 9.600000000000000000e+01
-1.188259591129926775e+02 2.575903557136371425e-01 -7.298781799032851847e-01 1.776251322426113111e-03 7.739993209658588835e-01 1.231520413008710291e+00 9.920000000000000284e+01
-1.176529385851334268e+02 2.432703711631582777e-01 -6.940253765600228331e-01 1.868600913792463130e-03 7.354262007809772017e-01 1.233657565857270377e+00 1.024000000000000057e+02
-1.164799180572742188e+02 2.293729516718002182e-01 -6.591174074568429964e-01 1.969948037123311815e-03 6.978880338358467439e-01 1.235904227469220462e+00 1.055999999999999943e+02
-1.153068975294149539e+02 2.158884786703694214e-01 -6.251479690091868990e-01 2.081613583749248545e-03 6.613757013822914033e-01 1.238279144829993683e+00 1.087999999999999972e+02
-1.141338770015557316e+02 2.028166401193103596e-01 -5.921058700684327381e-01 2.205065995940988077e-03 6.258785432324562858e-01 1.240787778398837471e+00 1.120000000000000000e+02
-1.129608564736964951e+02 1.901481798404454360e-01 -5.599841125554929633e-01 2.342103791452192305e-03 5.913869601294886591e-01 1.243452320187039994e+00 1.152000000000000028e+02
-1.117878359458372444e+02 1.778821301690324541e-01 -5.287713354880655414e-01 2.494870965629232551e-03 5.578899331116353721e-01 1.246282450050338220e+00 1.184000000000000057e+02
-1.106148154179780221e+02 1.660095275068085852e-01 -4.984599082590922547e-01 2.665921845042362823e-03 5.253774294397280942e-01 1.249305389901126162e+00 1.215999999999999943e+02
