# r=8.000000e+02
# M=2.700297e+00
#  J_orb:0 E_b:1 u/M:2 E_rad:3 J_rad:4 t:5
4.245951318697562371e+00 -3.448558330862128846e-02 4.714310528618120770e+02 1.022337909276024165e-03 1.188874811938143428e-01 2.099960000000000036e+03
4.245841702307290078e+00 -3.448780750770620573e-02 4.721272725739398766e+02 1.023839409361252490e-03 1.190873011661940511e-01 2.101839999999999691e+03
4.245732028831034732e+00 -3.449003311876134431e-02 4.728234922860679035e+02 1.025341862631296399e-03 1.192872252007432937e-01 2.103719999999999800e+03
4.245622296852274324e+00 -3.449226012606635555e-02 4.735197119981958735e+02 1.026845258474338909e-03 1.194872558796461343e-01 2.105599999999999909e+03
4.245512505757178090e+00 -3.449448848732757089e-02 4.742159317103239005e+02 1.028349568338342984e-03 1.196873943218536712e-01 2.107480000000000018e+03
4.245402655583614404e+00 -3.449671814099310868e-02 4.749121514224517568e+02 1.029854750672057687e-03 1.198876404583366223e-01 2.109359999999999673e+03
4.245292746767016290e+00 -3.449894901754273213e-02 4.756083711345797269e+02 1.031360758543300483e-03 1.200879934953444916e-01 2.111239999999999782e+03
4.245182779843443832e+00 -3.450118105221038067e-02 4.763045908467077538e+02 1.032867548230421593e-03 1.202884524556896984e-01 2.113119999999999891e+03
4.245072755175107737e+00 -3.450341419649962521e-02 4.770008105588357239e+02 1.034375086995120664e-03 1.204890166790994199e-01 2.115000000000000000e+03
4.244962672753787025e+00 -3.450564842630336054e-02 4.776970302709635803e+02 1.035883358562709718e-03 1.206896861805580173e-01 2.116879999999999654e+03
4.244852532115773514e+00 -3.450788374536336439e-02 4.783932499830916072e+02 1.037392365459611403e-03 1.208904618053603108e-01 2.118759999999999764e+03
4.244742332372302585e+00 -3.451012018401120041e-02 4.790894696952195773e+02 1.038902128161276481e-03 1.210913451736409102e-01 2.120639999999999873e+03
4.244632072328245798e+00 -3.451235779431797990e-02 4.797856894073476042e+02 1.040412681820249889e-03 1.212923384639969793e-01 2.122519999999999982e+03
4.244521750638209134e+00 -3.451459664370611080e-02 4.804819091194755742e+02 1.041924071951818047e-03 1.214934441289553801e-01 2.124400000000000091e+03
4.244411365942279524e+00 -3.451683680930176662e-02 4.811781288316034306e+02 1.043436350621280290e-03 1.216946646475005750e-01 2.126279999999999745e+03
4.244300916938557933e+00 -3.451907837472395491e-02 4.818743485437314007e+02 1.044949574277565267e-03 1.218960023928694625e-01 2.128159999999999854e+03
4.244190402381691207e+00 -3.452132142972603318e-02 4.825705682558594276e+02 1.046463803511575065e-03 1.220974596352182306e-01 2.130039999999999964e+03
4.244079821033090560e+00 -3.452356607162516966e-02 4.832667879679874545e+02 1.047979104019618321e-03 1.222990386323741102e-01 2.131920000000000073e+03
4.243969171613001024e+00 -3.452581240642197541e-02 4.839630076801152541e+02 1.049495547359076365e-03 1.225007417172054858e-01 2.133799999999999727e+03
4.243858452806424708e+00 -3.452806054741644481e-02 4.846592273922432810e+02 1.051013210017095459e-03 1.227025712868254209e-01 2.135679999999999836e+03
4.243747663353690136e+00 -3.453031061004191438e-02 4.853554471043712510e+02 1.052532169918660426e-03 1.229045296374904755e-01 2.137559999999999945e+03
4.243636802221737447e+00 -3.453256270313231208e-02 4.860516668164992780e+02 1.054052500535678427e-03 1.231066186523683686e-01 2.139440000000000055e+03
4.243525868817363822e+00 -3.453481691846450180e-02 4.867478865286271343e+02 1.055574263824134076e-03 1.233088394128113441e-01 2.141319999999999709e+03
4.243414863180498209e+00 -3.453707332143080011e-02 4.874441062407551044e+02 1.057097503928262731e-03 1.235111918460299468e-01 2.143199999999999818e+03
4.243303786090955931e+00 -3.453933194588088701e-02 4.881403259528831313e+02 1.058622243699671936e-03 1.237136745305005142e-01 2.145079999999999927e+03
4.243192639038470659e+00 -3.454159279532827143e-02 4.888365456650111014e+02 1.060148485510162579e-03 1.239162847505824033e-01 2.146960000000000036e+03
4.243081424041322158e+00 -3.454385585100353678e-02 4.895327653771389578e+02 1.061676216688316274e-03 1.241190188271471262e-01 2.148839999999999691e+03
4.242970143346284750e+00 -3.454612108508477164e-02 4.902289850892669278e+02 1.063205418453112665e-03 1.243218726645472227e-01 2.150719999999999800e+03
4.242858799088481625e+00 -3.454838847546074648e-02 4.909252048013949548e+02 1.064736075877341023e-03 1.245248423706595831e-01 2.152599999999999909e+03
4.242747393016768065e+00 -3.455065801726674851e-02 4.916214245135229817e+02 1.066268185677340464e-03 1.247279247574944183e-01 2.154480000000000018e+03
4.242635926384106249e+00 -3.455292972681978103e-02 4.923176442256507812e+02 1.067801758868083990e-03 1.249311175410213748e-01 2.156359999999999673e+03
4.242524400060143641e+00 -3.455520363546382007e-02 4.930138639377788081e+02 1.069336816609101027e-03 1.251344191359599067e-01 2.158239999999999782e+03
4.242412814856359127e+00 -3.455747977380672215e-02 4.937100836499067782e+02 1.070873379562791751e-03 1.253378280630611519e-01 2.160119999999999891e+03
4.242301171985397801e+00 -3.455975814988396233e-02 4.944063033620348051e+02 1.072411453154091402e-03 1.255413421117935191e-01 2.162000000000000000e+03
4.242189473529045962e+00 -3.456203872693296847e-02 4.951025230741626615e+02 1.073951012565237985e-03 1.257449574872648024e-01 2.163879999999999654e+03
4.242077722779225013e+00 -3.456432140695701871e-02 4.957987427862906316e+02 1.075491991640980952e-03 1.259486681886203274e-01 2.165759999999999764e+03
4.241965924345726613e+00 -3.456660602497775570e-02 4.964949624984186585e+02 1.077034279009000516e-03 1.261524658126635390e-01 2.167639999999999873e+03
4.241854083983970902e+00 -3.456889235617663370e-02 4.971911822105466285e+02 1.078577722899866755e-03 1.263563398678233807e-01 2.169519999999999982e+03
4.241742208169342554e+00 -3.457118013477882001e-02 4.978874019226746555e+02 1.080122143896017481e-03 1.265602785501078464e-01 2.171400000000000091e+03
4.241630303512305744e+00 -3.457346908046337458e-02 4.985836216348024550e+02 1.081667352759186794e-03 1.267642698092845133e-01 2.173279999999999745e+03
4.241518376152801473e+00 -3.457575892606216950e-02 4.992798413469304819e+02 1.083213169132184574e-03 1.269683024528427406e-01 2.175159999999999854e+03
4.241406431280605460e+00 -3.457804943995462787e-02 4.999760610590585088e+02 1.084759436652598004e-03 1.271723670203277479e-01 2.177039999999999964e+03
4.241294472896806056e+00 -3.458034043789760120e-02 5.006722807711864789e+02 1.086306030943792874e-03 1.273764562181450288e-01 2.178920000000000073e+03
4.241182503867829467e+00 -3.458263178187420683e-02 5.013685004833143353e+02 1.087852858832989364e-03 1.275805648210824872e-01 2.180799999999999727e+03
4.241070526245168004e+00 -3.458492336694292402e-02 5.020647201954423053e+02 1.089399849477214926e-03 1.277846890894661080e-01 2.182679999999999836e+03
4.240958541753791167e+00 -3.458721510025923596e-02 5.027609399075703323e+02 1.090946940200265055e-03 1.279888258788461075e-01 2.184559999999999945e+03
4.240846552310224560e+00 -3.458950687835848220e-02 5.034571596196983023e+02 1.092494061154640006e-03 1.281929716955870768e-01 2.186440000000000055e+03
4.240734560428914612e+00 -3.459179856899299160e-02 5.041533793318261587e+02 1.094041123063940139e-03 1.283971219560937904e-01 2.188319999999999709e+03
4.240622569411845788e+00 -3.459409000232034626e-02 5.048495990439541856e+02 1.095588011271613621e-03 1.286012706411740480e-01 2.190199999999999818e+03
4.240510583279314183e+00 -3.459638097345974633e-02 5.055458187560821557e+02 1.097134587467964509e-03 1.288054104222216001e-01 2.192079999999999927e+03
4.240398606470273890e+00 -3.459867125533955257e-02 5.062420384682101826e+02 1.098680698362750757e-03 1.290095332074532863e-01 2.193960000000000036e+03
4.240286643398317956e+00 -3.460096061816862745e-02 5.069382581803379821e+02 1.100226188829799391e-03 1.292136309513222947e-01 2.195839999999999691e+03
4.240174697978836171e+00 -3.460324885051345445e-02 5.076344778924660091e+02 1.101770916135846618e-03 1.294176965164550996e-01 2.197719999999999800e+03
4.240062773238313376e+00 -3.460553577709985645e-02 5.083306976045940360e+02 1.103314761957751439e-03 1.296217243858659995e-01 2.199599999999999909e+03
4.239950871082749373e+00 -3.460782126987978907e-02 5.090269173167220060e+02 1.104857639853567370e-03 1.298257110851018803e-01 2.201480000000000018e+03
4.239838992251994121e+00 -3.461010525106004293e-02 5.097231370288498624e+02 1.106399497306962635e-03 1.300296552654908455e-01 2.203359999999999673e+03
4.239727136436568955e+00 -3.461238768897627327e-02 5.104193567409778325e+02 1.107940312942052447e-03 1.302335574911813731e-01 2.205239999999999782e+03
4.239615302497147020e+00 -3.461466858932272378e-02 5.111155764531058594e+02 1.109480090602937407e-03 1.304374198390544082e-01 2.207119999999999891e+03
4.239503488711746648e+00 -3.461694798496560421e-02 5.118117961652338295e+02 1.111018852476905548e-03 1.306412454481154783e-01 2.209000000000000000e+03
4.239391692982358961e+00 -3.461922592733529536e-02 5.125080158773616859e+02 1.112556633282994192e-03 1.308450381428294673e-01 2.210879999999999654e+03
4.239279912955970175e+00 -3.462150248141231124e-02 5.132042355894897128e+02 1.114093476888197796e-03 1.310488022125090024e-01 2.212759999999999764e+03
4.239168146046325525e+00 -3.462377772497145234e-02 5.139004553016177397e+02 1.115629435796402797e-03 1.312525423716454642e-01 2.214639999999999873e+03
4.239056389373073053e+00 -3.462605175140915509e-02 5.145966750137456529e+02 1.117164573056737397e-03 1.314562638708380027e-01 2.216519999999999982e+03
4.238944639656184954e+00 -3.462832467453524216e-02 5.152928947258736798e+02 1.118698965499477027e-03 1.316599726892591915e-01 2.218400000000000091e+03
4.238832893110941136e+00 -3.463059663336981453e-02 5.159891144380015930e+02 1.120232706973928270e-03 1.318636757260811254e-01 2.220279999999999745e+03
4.238721145382081446e+00 -3.463286779525089759e-02 5.166853341501295063e+02 1.121765910445185867e-03 1.320673809205204219e-01 2.222159999999999854e+03
4.238609391538977533e+00 -3.463513835626533949e-02 5.173815538622575332e+02 1.123298708286809633e-03 1.322710972606289115e-01 2.224039999999999964e+03
4.238497626133749030e+00 -3.463740853889174520e-02 5.180777735743855601e+02 1.124831250688163118e-03 1.324748346773633179e-01 2.225920000000000073e+03
4.238385843307688639e+00 -3.463967858744958217e-02 5.187739932865133596e+02 1.126363702583223821e-03 1.326786038505700371e-01 2.227799999999999727e+03
4.238274036922573984e+00 -3.464194876236086768e-02 5.194702129986413865e+02 1.127896239776644913e-03 1.328824159696337381e-01 2.229679999999999836e+03
4.238162200693058601e+00 -3.464421933425922834e-02 5.201664327107694135e+02 1.129429044965367520e-03 1.330862824921225096e-01 2.231559999999999945e+03
4.238050328302511716e+00 -3.464649057872323801e-02 5.208626524228974404e+02 1.130962304186513114e-03 1.332902149326403718e-01 2.233440000000000055e+03
4.237938413493639089e+00 -3.464876277205510696e-02 5.215588721350252399e+02 1.132496203963914965e-03 1.334942246976233982e-01 2.235319999999999709e+03
4.237826450133802325e+00 -3.465103618811712916e-02 5.222550918471532668e+02 1.134030929175367571e-03 1.336983229662712658e-01 2.237199999999999818e+03
4.237714432260694331e+00 -3.465331109601673537e-02 5.229513115592811801e+02 1.135566661487976119e-03 1.339025206072874119e-01 2.239079999999999927e+03
4.237602354116286385e+00 -3.465558775829089000e-02 5.236475312714092070e+02 1.137103578134330325e-03 1.341068281169973120e-01 2.240960000000000036e+03
4.237490210176313887e+00 -3.465786642928055800e-02 5.243437509835370065e+02 1.138641850813556676e-03 1.343112555655942286e-01 2.242839999999999691e+03
4.237377995180302115e+00 -3.466014735345913922e-02 5.250399706956650334e+02 1.140181644563013300e-03 1.345158125424088247e-01 2.244719999999999800e+03
4.237265704164560276e+00 -3.466243076359909470e-02 5.257361904077930603e+02 1.141723116521480485e-03 1.347205080957677714e-01 2.246599999999999909e+03
4.237153332498452940e+00 -3.466471687875958413e-02 5.264324101199210872e+02 1.143266414570272196e-03 1.349253506668644798e-01 2.248480000000000018e+03
4.237040875922823524e+00 -3.466700590214591426e-02 5.271286298320488868e+02 1.144811675888361691e-03 1.351303480197265094e-01 2.250359999999999673e+03
4.236928330588437319e+00 -3.466929801894849672e-02 5.278248495441769137e+02 1.146359025492861084e-03 1.353355071711312141e-01 2.252239999999999782e+03
4.236815693091941171e+00 -3.467159339429043419e-02 5.285210692563049406e+02 1.147908574854113965e-03 1.355408343250610603e-01 2.254119999999999891e+03
4.236702960507161997e+00 -3.467389217140658120e-02 5.292172889684329675e+02 1.149460420666542117e-03 1.357463348156425498e-01 2.256000000000000000e+03
4.236590130410886168e+00 -3.467619447011741768e-02 5.299135086805607671e+02 1.151014643817421584e-03 1.359520130601576671e-01 2.257879999999999654e+03
4.236477200904026574e+00 -3.467850038556924419e-02 5.306097283926887940e+02 1.152571308537864766e-03 1.361578725204563023e-01 2.259759999999999764e+03
4.236364170630501746e+00 -3.468080998715270674e-02 5.313059481048167072e+02 1.154130461672029338e-03 1.363639156685436948e-01 2.261639999999999873e+03
4.236251038796159385e+00 -3.468312331748843458e-02 5.320021678169447341e+02 1.155692131992101541e-03 1.365701439520823901e-01 2.263519999999999982e+03
4.236137805188430860e+00 -3.468544039143828944e-02 5.326983875290727610e+02 1.157256329530232048e-03 1.367765577585614845e-01 2.265400000000000091e+03
4.236024470194601044e+00 -3.468776119521532059e-02 5.333946072412005606e+02 1.158823044979443578e-03 1.369831563820002873e-01 2.267279999999999745e+03
4.235911034813866216e+00 -3.469008568579892704e-02 5.340908269533285875e+02 1.160392249298022871e-03 1.371899380009621860e-01 2.269159999999999854e+03
4.235797500657096926e+00 -3.469241379091516503e-02 5.347870466654566144e+02 1.161963893695278386e-03 1.373968996789852459e-01 2.271039999999999964e+03
4.235683869929312451e+00 -3.469474540980571620e-02 5.354832663775846413e+02 1.163537910151837005e-03 1.376040373965383701e-01 2.272920000000000073e+03
4.235570145393345420e+00 -3.469708041487316180e-02 5.361794860897124408e+02 1.165114212530497838e-03 1.378113461172425780e-01 2.274799999999999727e+03
4.235456330318183582e+00 -3.469941865407616399e-02 5.368757058018404678e+02 1.166692698191079377e-03 1.380188198820558598e-01 2.276679999999999836e+03
4.235342428419921035e+00 -3.470175995373579736e-02 5.375719255139684947e+02 1.168273249888488645e-03 1.382264519169026651e-01 2.278559999999999945e+03
4.235228443805336696e+00 -3.470410412135044309e-02 5.382681452260964079e+02 1.169855737668482531e-03 1.384342347355233815e-01 2.280440000000000055e+03
4.235114380926302324e+00 -3.470645094803503222e-02 5.389643649382243211e+02 1.171440020519365008e-03 1.386421602225935967e-01 2.282319999999999709e+03
4.235000244547925341e+00 -3.470880021047089564e-02 5.396605846503522343e+02 1.173025947683708266e-03 1.388502196917839326e-01 2.284199999999999818e+03
4.234886039726475815e+00 -3.471115167248654126e-02 5.403568043624802613e+02 1.174613359728266405e-03 1.390584039260112370e-01 2.286079999999999927e+03
4.234771771787396943e+00 -3.471350508667328527e-02 5.410530240746082882e+02 1.176202089633478047e-03 1.392667032175113617e-01 2.287960000000000036e+03
4.234657446291660854e+00 -3.471586019650549360e-02 5.417492437867360877e+02 1.177791964225769405e-03 1.394751074291750714e-01 2.289839999999999691e+03
4.234543068981386327e+00 -3.471821673934160496e-02 5.424454634988641146e+02 1.179382806202911591e-03 1.396836060936819390e-01 2.291719999999999800e+03
4.234428645702366545e+00 -3.472057445039551660e-02 5.431416832109921415e+02 1.180974436813711070e-03 1.398921885547204091e-01 2.293599999999999909e+03
4.234314182309518948e+00 -3.472293306741182362e-02 5.438379029231201685e+02 1.182566679016654014e-03 1.401008441393486181e-01 2.295480000000000018e+03
4.234199684567791167e+00 -3.472529233551868710e-02 5.445341226352479680e+02 1.184159360754209874e-03 1.403095623386318991e-01 2.297359999999999673e+03
4.234085158062909748e+00 -3.472765201162876514e-02 5.452303423473759949e+02 1.185752317924404888e-03 1.405183329703329764e-01 2.299239999999999782e+03
4.233970608132535673e+00 -3.473001186792838008e-02 5.459265620595040218e+02 1.187345396736093654e-03 1.407271463044203197e-01 2.301119999999999891e+03
4.233856039820745210e+00 -3.473237169430626325e-02 5.466227817716319350e+02 1.188938455348240294e-03 1.409359931460334447e-01 2.303000000000000000e+03
4.233741457851097678e+00 -3.473473129989486374e-02 5.473190014837598483e+02 1.190531364910944008e-03 1.411448648845855802e-01 2.304879999999999654e+03
4.233626866609377259e+00 -3.473709051407682102e-02 5.480152211958877615e+02 1.192124010245446553e-03 1.413537535252221422e-01 2.306759999999999764e+03
4.233512270127911314e+00 -3.473944918728427700e-02 5.487114409080157884e+02 1.193716290381564545e-03 1.415626517174031207e-01 2.308639999999999873e+03
4.233397672067802375e+00 -3.474180719172706433e-02 5.494076606201438153e+02 1.195308119051857092e-03 1.417715527872953907e-01 2.310519999999999982e+03
4.233283075700343900e+00 -3.474416442201305744e-02 5.501038803322718422e+02 1.196899425108243495e-03 1.419804507716506403e-01 2.312400000000000091e+03
4.233168483891576628e+00 -3.474652079549355593e-02 5.508001000443996418e+02 1.198490152757542048e-03 1.421893404459584620e-01 2.314279999999999745e+03
4.233053899093222938e+00 -3.474887625223035958e-02 5.514963197565276687e+02 1.200080261536501727e-03 1.423982173409669150e-01 2.316159999999999854e+03
4.232939323340194626e+00 -3.475123075458334126e-02 5.521925394686556956e+02 1.201669726034989552e-03 1.426070777472301099e-01 2.318039999999999964e+03
4.232824758251597430e+00 -3.475358428657230464e-02 5.528887591807836088e+02 1.203258535465787614e-03 1.428159187132766461e-01 2.319920000000000073e+03
4.232710205030787876e+00 -3.475593685321327203e-02 5.535849788929115221e+02 1.204846693214537507e-03 1.430247380455056672e-01 2.321799999999999727e+03
4.232595664461269003e+00 -3.475828847995796056e-02 5.542811986050395490e+02 1.206434216463328100e-03 1.432335343156674601e-01 2.323679999999999836e+03
4.232481136898399221e+00 -3.476063921224846476e-02 5.549774183171674622e+02 1.208021135889132723e-03 1.434423068759790310e-01 2.325559999999999945e+03
4.232366622260216538e+00 -3.476298911504555750e-02 5.556736380292954891e+02 1.209607495344900644e-03 1.436510558758483658e-01 2.327440000000000055e+03
4.232252120022434561e+00 -3.476533827212811151e-02 5.563698577414232886e+02 1.211193351387688426e-03 1.438597822709991314e-01 2.329319999999999709e+03
4.232137629221885078e+00 -3.476768678500964660e-02 5.570660774535513156e+02 1.212778772547190792e-03 1.440684878171901995e-01 2.331199999999999818e+03
4.232023148470076102e+00 -3.477003477143514321e-02 5.577622971656793425e+02 1.214363838309151901e-03 1.442771750455110469e-01 2.333079999999999927e+03
4.231908675975650347e+00 -3.477238236353123735e-02 5.584585168778073694e+02 1.215948637869871621e-03 1.444858472214279876e-01 2.334960000000000036e+03
4.231794209573234156e+00 -3.477472970576097472e-02 5.591547365899351689e+02 1.217533268751840687e-03 1.446945082922047321e-01 2.336839999999999691e+03
4.231679746756664251e+00 -3.477707695275888272e-02 5.598509563020631958e+02 1.219117835345312484e-03 1.449031628263365290e-01 2.338719999999999800e+03
4.231565284716030995e+00 -3.477942426708381662e-02 5.605471760141912227e+02 1.220702447389768403e-03 1.451118159460109969e-01 2.340599999999999909e+03
4.231450820378719335e+00 -3.478177181686057523e-02 5.612433957263191360e+02 1.222287218381426076e-03 1.453204732523054599e-01 2.342480000000000018e+03
4.231336350453933193e+00 -3.478411977331500454e-02 5.619396154384470492e+02 1.223872263911066809e-03 1.455291407440206797e-01 2.344359999999999673e+03
4.231221871478908270e+00 -3.478646830828079767e-02 5.626358351505750761e+02 1.225457699978677777e-03 1.457378247334355781e-01 2.346239999999999782e+03
4.231107379864617712e+00 -3.478881759176548349e-02 5.633320548627029893e+02 1.227043641352338135e-03 1.459465317629995151e-01 2.348119999999999891e+03
4.230992871940057576e+00 -3.479116778964274487e-02 5.640282745748310163e+02 1.228630200009452229e-03 1.461552685245900429e-01 2.350000000000000000e+03
4.230878343996677060e+00 -3.479351906142696266e-02 5.647244942869588158e+02 1.230217483633395947e-03 1.463640417785354031e-01 2.351879999999999654e+03
4.230763792336163398e+00 -3.479587155800890896e-02 5.654207139990868427e+02 1.231805594087145676e-03 1.465728582664988511e-01 2.353759999999999764e+03
4.230649213324182867e+00 -3.479822541926322343e-02 5.661169337112148696e+02 1.233394625796644392e-03 1.467817246135123821e-01 2.355639999999999873e+03
4.230534603449318531e+00 -3.480058077154796203e-02 5.668131534233428965e+02 1.234984664062534730e-03 1.469906472205510795e-01 2.357519999999999982e+03
4.230419959381880091e+00 -3.480293772530611285e-02 5.675093731354709234e+02 1.236575783442191720e-03 1.471996321573101618e-01 2.359400000000000091e+03
4.230305278024037108e+00 -3.480529637312104740e-02 5.682055928475987230e+02 1.238168046436583089e-03 1.474086850708349883e-01 2.361279999999999745e+03
4.230190556542764213e+00 -3.480765678857450363e-02 5.689018125597267499e+02 1.239761502718746437e-03 1.476178111254531633e-01 2.363159999999999854e+03
4.230075792381095212e+00 -3.481001902610120213e-02 5.695980322718546631e+02 1.241356189035993122e-03 1.478270149822666357e-01 2.365039999999999964e+03
4.229960983249462458e+00 -3.481238312178090016e-02 5.702942519839826900e+02 1.242952129744913890e-03 1.480363008149283566e-01 2.366920000000000073e+03
4.229846127104809561e+00 -3.481474909476322405e-02 5.709904716961104896e+02 1.244549337772702562e-03 1.482456723477357241e-01 2.368799999999999727e+03
4.229731222127789181e+00 -3.481711694889588066e-02 5.716866914082385165e+02 1.246147815717634465e-03 1.484551328971786543e-01 2.370679999999999836e+03
4.229616266706501371e+00 -3.481948667420604882e-02 5.723829111203665434e+02 1.247747556846420542e-03 1.486646854015945818e-01 2.372559999999999945e+03
4.229501259429389926e+00 -3.482185824808912283e-02 5.730791308324945703e+02 1.249348545899715791e-03 1.488743324341106622e-01 2.374440000000000055e+03
4.229386199082917130e+00 -3.482423163637309027e-02 5.737753505446223699e+02 1.250950759808812460e-03 1.490840762068886549e-01 2.376319999999999709e+03
4.229271084644703471e+00 -3.482660679460326120e-02 5.744715702567503968e+02 1.252554168563555599e-03 1.492939185836276439e-01 2.378199999999999818e+03
4.229155915262571064e+00 -3.482898366992374234e-02 5.751677899688784237e+02 1.254158736481932523e-03 1.495038611177637033e-01 2.380079999999999927e+03
4.229040690214770137e+00 -3.483136220372844843e-02 5.758640096810064506e+02 1.255764424001182180e-03 1.497139051249751496e-01 2.381960000000000036e+03
4.228925408854640189e+00 -3.483374233494311578e-02 5.765602293931342501e+02 1.257371189890729192e-03 1.499240517840629561e-01 2.383839999999999691e+03
4.228810070550601985e+00 -3.483612400346178944e-02 5.772564491052622770e+02 1.258978993575202805e-03 1.501343022463325627e-01 2.385719999999999800e+03
4.228694674636236606e+00 -3.483850715313411422e-02 5.779526688173901903e+02 1.260587797148726664e-03 1.503446577266021045e-01 2.387599999999999909e+03
4.228579220383333670e+00 -3.484089173374802645e-02 5.786488885295182172e+02 1.262197566714188656e-03 1.505551195523260333e-01 2.389480000000000018e+03
4.228463707003804473e+00 -3.484327770176390282e-02 5.793451082416460167e+02 1.263808272879676049e-03 1.507656891601151239e-01 2.391359999999999673e+03
4.228348133676927745e+00 -3.484566501995078197e-02 5.800413279537740436e+02 1.265419890510839380e-03 1.509763680460642910e-01 2.393239999999999782e+03
4.228232499590493632e+00 -3.484805365639302710e-02 5.807375476659020705e+02 1.267032398062736386e-03 1.511871576907494741e-01 2.395119999999999891e+03
4.228116803981228244e+00 -3.485044358349238813e-02 5.814337673780300975e+02 1.268645776904376871e-03 1.513980594855479367e-01 2.397000000000000000e+03
4.228001046162588317e+00 -3.485283477745027697e-02 5.821299870901578970e+02 1.270260010970072993e-03 1.516090746819600266e-01 2.398879999999999654e+03
4.227885225535199076e+00 -3.485522721842830574e-02 5.828262068022859239e+02 1.271875086866789155e-03 1.518202043725862815e-01 2.400759999999999764e+03
4.227769341583252682e+00 -3.485762089122845103e-02 5.835224265144139508e+02 1.273490994335812424e-03 1.520314494976949260e-01 2.402639999999999873e+03
4.227653393865455911e+00 -3.486001578613577567e-02 5.842186462265419777e+02 1.275107726818018247e-03 1.522428108617213671e-01 2.404519999999999982e+03
4.227537382009403544e+00 -3.486241189952558883e-02 5.849148659386697773e+02 1.276725281866235902e-03 1.524542891435224090e-01 2.406399999999999636e+03
4.227421305714045729e+00 -3.486480923404897819e-02 5.856110856507978042e+02 1.278343661271170561e-03 1.526658848918818756e-01 2.408279999999999745e+03
4.227305164758911715e+00 -3.486720779845715878e-02 5.863073053629257174e+02 1.279962870939615940e-03 1.528775985086984202e-01 2.410159999999999854e+03
4.227188959014310576e+00 -3.486960760729161668e-02 5.870035250750537443e+02 1.281582920688570382e-03 1.530894302303850429e-01 2.412039999999999964e+03
4.227072688445951520e+00 -3.487200868072559690e-02 5.876997447871817712e+02 1.283203824136410712e-03 1.533013801194507142e-01 2.413920000000000073e+03
4.226956353110175257e+00 -3.487441104468841369e-02 5.883959644993095708e+02 1.284825598787619171e-03 1.535134480731900064e-01 2.415799999999999727e+03
4.226839953140424377e+00 -3.487681473123056125e-02 5.890921842114375977e+02 1.286448266278173271e-03 1.537256338483539153e-01 2.417679999999999836e+03
4.226723488729258627e+00 -3.487921977892038256e-02 5.897884039235656246e+02 1.288071852644693139e-03 1.539379370939212566e-01 2.419559999999999945e+03
4.226606960111720213e+00 -3.488162623302366872e-02 5.904846236356936515e+02 1.289696388445596550e-03 1.541503573814362593e-01 2.421440000000000055e+03
4.226490367554839978e+00 -3.488403414526682761e-02 5.911808433478214511e+02 1.291321908599050387e-03 1.543628942241241087e-01 2.423319999999999709e+03
4.226373711355702056e+00 -3.488644357308694210e-02 5.918770630599494780e+02 1.292948451880027248e-03 1.545755470804306420e-01 2.425199999999999818e+03
4.226256991847852973e+00 -3.488885457841546522e-02 5.925732827720775049e+02 1.294576060096502617e-03 1.547883153423364466e-01 2.427079999999999927e+03
4.226140209414208648e+00 -3.489126722607962389e-02 5.932695024842054181e+02 1.296204777012210235e-03 1.550011983118182446e-01 2.428960000000000036e+03
4.226023364504279733e+00 -3.489368158194538355e-02 5.939657221963333313e+02 1.297834647090941691e-03 1.552141951694654964e-01 2.430839999999999691e+03
4.225906457654192039e+00 -3.489609771086827489e-02 5.946619419084612446e+02 1.299465714115625656e-03 1.554273049379701899e-01 2.432719999999999800e+03
4.225789489509097052e+00 -3.489851567450145964e-02 5.953581616205892715e+02 1.301098019706201179e-03 1.556405264412890066e-01 2.434599999999999909e+03
4.225672460848154621e+00 -3.490093552896044587e-02 5.960543813327172984e+02 1.302731601745507704e-03 1.558538582590844601e-01 2.436480000000000018e+03
4.225555372612066485e+00 -3.490335732239234490e-02 5.967506010448450979e+02 1.304366492735395183e-03 1.560672986765511971e-01 2.438359999999999673e+03
4.225438225931861247e+00 -3.490578109252347183e-02 5.974468207569731248e+02 1.306002718144686197e-03 1.562808456319363937e-01 2.440239999999999782e+03
4.225321022156054873e+00 -3.490820686436677672e-02 5.981430404691011518e+02 1.307640294859125935e-03 1.564944966670242799e-01 2.442119999999999891e+03
4.225203762872224544e+00 -3.491063464828384616e-02 5.988392601812291787e+02 1.309279229872948366e-03 1.567082488878177582e-01 2.444000000000000000e+03
4.225086449919325027e+00 -3.491306443858702840e-02 5.995354798933569782e+02 1.310919519347126085e-03 1.569220989420827828e-01 2.445879999999999654e+03
4.224969085389066237e+00 -3.491549621278025595e-02 6.002316996054850051e+02 1.312561148094687838e-03 1.571360430168354805e-01 2.447759999999999764e+03
4.224851671617595450e+00 -3.491792993137750323e-02 6.009279193176130320e+02 1.314204089459748009e-03 1.573500768535089356e-01 2.449639999999999873e+03
4.224734211171305986e+00 -3.492036553813564898e-02 6.016241390297409453e+02 1.315848305474408460e-03 1.575641957738168064e-01 2.451519999999999982e+03
4.224616706831522350e+00 -3.492280296048207860e-02 6.023203587418688585e+02 1.317493747145972571e-03 1.577783947076755455e-01 2.453399999999999636e+03
4.224499161581482198e+00 -3.492524210996332534e-02 6.030165784539967717e+02 1.319140354762495318e-03 1.579926682169377206e-01 2.455279999999999745e+03
