# r=8.000000e+02
# M=2.700297e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-3.062463655851217936e+02 3.850959745071061424e-02 -1.077141543511680871e-01 -3.348443612068061591e-03 1.143911191631721003e-01 1.227440967827228224e+00 0.000000000000000000e+00
-3.055501458729938236e+02 3.704967119934187564e-02 -1.029310746206982680e-01 -3.348443612068061591e-03 1.093959974521513390e-01 1.225288185050541712e+00 1.879999999999999893e+00
-3.048539261608659103e+02 3.563680021187332764e-02 -9.823149071909313690e-02 -3.606121875762960741e-03 1.044959678563544131e-01 1.222778462931886745e+00 3.759999999999999787e+00
-3.041577064487379403e+02 3.424647017955764067e-02 -9.366463579342293455e-02 -3.732465387600088658e-03 9.972905653857302988e-02 1.220266878782057640e+00 5.639999999999999680e+00
-3.034614867366099702e+02 3.288896737003689508e-02 -8.920825382622554756e-02 -3.920201625913838014e-03 9.507784560764739878e-02 1.217581230976521711e+00 7.519999999999999574e+00
-3.027652670244820001e+02 3.155874478733682043e-02 -8.487425415522137362e-02 -4.099491730676978370e-03 9.055160623068687908e-02 1.214808235487103039e+00 9.399999999999998579e+00
-3.020690473123540301e+02 3.025936037624056205e-02 -8.065415991889007818e-02 -4.307089232002182279e-03 8.614361498451925114e-02 1.211872937071315937e+00 1.127999999999999936e+01
-3.013728276002260600e+02 2.898840029656603312e-02 -7.655293749963844319e-02 -4.524806581967260113e-03 8.185767887973308121e-02 1.208810874636675026e+00 1.316000000000000014e+01
-3.006766078880981468e+02 2.774763173680894549e-02 -7.256584353266293252e-02 -4.767463339065942420e-03 7.768997821217667188e-02 1.205572417999452028e+00 1.503999999999999915e+01
-2.999803881759701767e+02 2.653568120735183902e-02 -6.869530831670223048e-02 -5.029088248386755743e-03 7.364229601163303773e-02 1.202172470729664822e+00 1.691999999999999815e+01
-2.992841684638422066e+02 2.535357080036820115e-02 -6.493806438806216941e-02 -5.318622359970400122e-03 6.971194846507584864e-02 1.198569717254336142e+00 1.879999999999999716e+01
-2.985879487517142366e+02 2.420038207081326442e-02 -6.129529311513799705e-02 -5.635132887687620620e-03 6.589970751410073602e-02 1.194766611272912948e+00 2.067999999999999972e+01
-2.978917290395862665e+02 2.307674639509765119e-02 -5.776441942354890169e-02 -5.985985783831349744e-03 6.220341128526093999e-02 1.190723136060598764e+00 2.255999999999999872e+01
-2.971955093274582964e+02 2.198197515017369028e-02 -5.434588951983502364e-02 -6.373467600397266473e-03 5.862322866581955172e-02 1.186431488674470680e+00 2.443999999999999773e+01
-2.964992896153303263e+02 2.091646248325592511e-02 -5.103748067404798028e-02 -6.805286331889378627e-03 5.515725551880978905e-02 1.181848468504587801e+00 2.632000000000000028e+01
-2.958030699032023563e+02 1.987964443573434631e-02 -4.783915040819326087e-02 -7.286759135691906787e-03 5.180525624556799047e-02 1.176955539692597918e+00 2.819999999999999929e+01
-2.951068501910743862e+02 1.887175401049806175e-02 -4.474885691934491622e-02 -7.827393847282416300e-03 4.856545371991034116e-02 1.171702097808993370e+00 3.007999999999999829e+01
-2.944106304789464161e+02 1.789229482295861748e-02 -4.176620071959667724e-02 -8.436273703933711010e-03 4.543731656448595640e-02 1.166056367910463631e+00 3.195999999999999730e+01
-2.937144107668185029e+02 1.694137944886215871e-02 -3.888922454747141544e-02 -9.126454917496007110e-03 4.241912450220988035e-02 1.159955097709822525e+00 3.383999999999999631e+01
-2.930181910546905328e+02 1.601854494911649635e-02 -3.611724985562695528e-02 -9.912523582931542787e-03 3.951011920281501111e-02 1.153348332279647837e+00 3.571999999999999886e+01
-2.923219713425625628e+02 1.512380755516313027e-02 -3.344834904593771419e-02 -1.081378776220912226e-02 3.670860401683086888e-02 1.146152509079082060e+00 3.759999999999999432e+01
-2.916257516304345927e+02 1.425671711392525846e-02 -3.088161859963614933e-02 -1.185369219430500685e-02 3.401364946899821523e-02 1.138290787874011611e+00 3.947999999999999687e+01
-2.909295319183066226e+02 1.341721066948130606e-02 -2.841513284099483547e-02 -1.306260187221083141e-02 3.142357898967949176e-02 1.129646960744737028e+00 4.135999999999999943e+01
-2.902333122061786526e+02 1.260484159551758000e-02 -2.604780725422121274e-02 -1.447934744863432939e-02 2.893735119877334852e-02 1.120101906043786011e+00 4.323999999999999488e+01
-2.895370924940507393e+02 1.181948555695815778e-02 -2.377770846916497233e-02 -1.615457174763851658e-02 2.655333611574526784e-02 1.109485346519759164e+00 4.511999999999999744e+01
-2.888408727819227693e+02 1.106069956438436759e-02 -2.160360917802465336e-02 -1.815551246492487850e-02 2.427045538036736935e-02 1.097607643460403182e+00 4.700000000000000000e+01
-2.881446530697947992e+02 1.032831400036040431e-02 -1.952356762398768306e-02 -2.057186280688946128e-02 2.208718548974632906e-02 1.084204895196027918e+00 4.887999999999999545e+01
-2.874484333576668291e+02 9.621889533801905245e-03 -1.753624301913108557e-02 -2.352698152389210914e-02 2.000251427762795783e-02 1.068962570657706168e+00 5.075999999999999801e+01
-2.867522136455388591e+02 8.941219591363205182e-03 -1.563968282952157840e-02 -2.719128544805755193e-02 1.801513493674164121e-02 1.051444998588419777e+00 5.264000000000000057e+01
-2.860559939334108890e+02 8.285864110735643301e-03 -1.383244879596593445e-02 -3.180871700651928535e-02 1.612427312329447332e-02 1.031100352803634435e+00 5.451999999999999602e+01
-2.853597742212829758e+02 7.655582014752799862e-03 -1.211256948035124154e-02 -3.773204296339389280e-02 1.432907098876067681e-02 1.007153286993542451e+00 5.639999999999999858e+01
-2.846635545091550057e+02 7.049927600620738144e-03 -1.047851617643605522e-02 -4.549086257085060286e-02 1.262936183794835174e-02 9.785607686236864611e-01 5.827999999999999403e+01
