# r=8.000000e+02
# M=2.700297e+00
# u/M:0 RePsi4/M:1 ImPsi4/M:2 Momega:3 A/M:4 phi:5 t:6
-3.062463655851217936e+02 -1.828900577135457827e-07 9.305776453021797112e-08 3.478184148897781741e-02 2.052036080331571542e-07 -2.670915506795006777e+00 0.000000000000000000e+00
-3.055501458729938236e+02 -1.769290715202749548e-07 9.324868749040794220e-08 3.478184148897781741e-02 1.999980351596243216e-07 -2.656547824710523198e+00 1.879999999999999893e+00
-3.048539261608659103e+02 -1.637547254272579584e-07 9.356601341348916496e-08 6.404191005568586614e-02 1.886006600355626452e-07 -2.622483899457533685e+00 3.759999999999999787e+00
-3.041577064487379403e+02 -1.453329286286409588e-07 9.402132194673427559e-08 9.579604002304897836e-02 1.730943936827218409e-07 -2.567373344344334285e+00 5.639999999999999680e+00
-3.034614867366099702e+02 -1.238244282953941658e-07 9.462105746113002285e-08 1.299382367822600748e-01 1.558384854833480302e-07 -2.489093716641841869e+00 7.519999999999999574e+00
-3.027652670244820001e+02 -1.013167099935221833e-07 9.536569847960008491e-08 1.630753796937237099e-01 1.391391108582108057e-07 -2.386442220730414121e+00 9.399999999999998579e+00
-3.020690473123540301e+02 -7.963473646761897112e-08 9.624727595164865630e-08 1.876186116732936615e-01 1.249208924895268524e-07 -2.262021128830796979e+00 1.127999999999999936e+01
-3.013728276002260600e+02 -6.021389883465131044e-08 9.724886420221287279e-08 1.941708842339316676e-01 1.143811837737748799e-07 -2.125194669112357104e+00 1.316000000000000014e+01
-3.006766078880981468e+02 -4.402045858194464277e-08 9.834847081484057257e-08 1.776699733290477701e-01 1.077507423890074649e-07 -1.991649934580837389e+00 1.503999999999999915e+01
-2.999803881759701767e+02 -3.155252812478630972e-08 9.952635056859349721e-08 1.412600278477390281e-01 1.044081246291111337e-07 -1.877799993742492513e+00 1.691999999999999815e+01
-2.992841684638422066e+02 -2.297481675077796261e-08 1.007716075125359979e-07 9.246054126266109452e-02 1.033574336242557244e-07 -1.794953902734155893e+00 1.879999999999999716e+01
-2.985879487517142366e+02 -1.839157227677867562e-08 1.020787795635024881e-07 3.677604416749582356e-02 1.037223561629126674e-07 -1.749054290900321496e+00 2.067999999999999972e+01
-2.978917290395862665e+02 -1.807024545569858819e-08 1.034391613948847143e-07 -2.300115814184050533e-02 1.050056849932716893e-07 -1.743745488967157531e+00 2.255999999999999872e+01
-2.971955093274582964e+02 -2.237426263101273828e-08 1.048263902889213637e-07 -8.240400880917628235e-02 1.071875913027566725e-07 -1.781082010300565344e+00 2.443999999999999773e+01
-2.964992896153303263e+02 -3.142070122954491084e-08 1.061866349084934782e-07 -1.326282796357227955e-01 1.107378069989920540e-07 -1.858488079549787120e+00 2.632000000000000028e+01
-2.958030699032023563e+02 -4.478708772509771771e-08 1.074371359259777128e-07 -1.635622672016672496e-01 1.163985455358983825e-07 -1.965758855636585034e+00 2.819999999999999929e+01
-2.951068501910743862e+02 -6.145455799719220633e-08 1.084762040265090974e-07 -1.698641401924889105e-01 1.246745745476241509e-07 -2.086238628722070221e+00 3.007999999999999829e+01
-2.944106304789464161e+02 -7.986971373080590958e-08 1.092016889291680452e-07 -1.540634347831388862e-01 1.352929415617225154e-07 -2.202284381207941788e+00 3.195999999999999730e+01
-2.937144107668185029e+02 -9.801465835964039364e-08 1.095311041371105962e-07 -1.239930784685044501e-01 1.469827745923024666e-07 -2.300762629150394201e+00 3.383999999999999631e+01
-2.930181910546905328e+02 -1.135963456245258236e-07 1.094159934161522828e-07 -8.757890768110765389e-02 1.577212393892788527e-07 -2.374937232002345855e+00 3.571999999999999886e+01
