# r=8.000000e+02
# M=2.700297e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-3.062463655851217936e+02 -6.816984745350574970e-01 -5.057953715336465095e-01 -1.270816000512592489e-04 8.488473172769552821e-01 2.503254790151124620e+00 0.000000000000000000e+00
-3.055501458729938236e+02 -6.747246313001380447e-01 -5.008047565024880132e-01 -1.270816000512592489e-04 8.402730105261166926e-01 2.503079198692208962e+00 1.879999999999999893e+00
-3.048539261608659103e+02 -6.679443813655551176e-01 -4.957736233692848771e-01 -5.082711564495680625e-05 8.318300200320517535e-01 2.503077836721115723e+00 3.759999999999999787e+00
-3.041577064487379403e+02 -6.611422785632619092e-01 -4.907960218136818709e-01 -7.359149957792820041e-05 8.234013890758007381e-01 2.503008425012563709e+00 5.639999999999999680e+00
-3.034614867366099702e+02 -6.544081440922662196e-01 -4.858305250784871743e-01 -6.343022192181415773e-05 8.150345502813501897e-01 2.502975365015813303e+00 7.519999999999999574e+00
-3.027652670244820001e+02 -6.476927263219748321e-01 -4.809005434114628219e-01 -6.831874514005953727e-05 8.067039112238348908e-01 2.502920102270870473e+00 9.399999999999998579e+00
-3.020690473123540301e+02 -6.410270593911373549e-01 -4.759910474614458820e-01 -6.510438532293030681e-05 7.984254305413207575e-01 2.502880235301664591e+00 1.127999999999999936e+01
-3.013728276002260600e+02 -6.343897434011191994e-01 -4.711125308061336892e-01 -6.680380565768523642e-05 7.901881821535287065e-01 2.502829448358054876e+00 1.316000000000000014e+01
-3.006766078880981468e+02 -6.277963707632497892e-01 -4.662572767757056091e-01 -6.532999640538337052e-05 7.820000839448834062e-01 2.502787215048976499e+00 1.503999999999999915e+01
-2.999803881759701767e+02 -6.212350327653004545e-01 -4.614312222463300972e-01 -6.604662821741005612e-05 7.738551148623663556e-01 2.502738480295473522e+00 1.691999999999999815e+01
-2.992841684638422066e+02 -6.147150912370719089e-01 -4.566296797497649829e-01 -6.519579648352269235e-05 7.657579955984623599e-01 2.502695249120007404e+00 1.879999999999999716e+01
-2.985879487517142366e+02 -6.082289656270427614e-01 -4.518564635151290920e-01 -6.551980193054207982e-05 7.577049150217659568e-01 2.502647699098154099e+00 2.067999999999999972e+01
-2.978917290395862665e+02 -6.017828754192844354e-01 -4.471084263253579105e-01 -6.497639363486298230e-05 7.496989889542601260e-01 2.502604016764729877e+00 2.255999999999999872e+01
-2.971955093274582964e+02 -5.953715490147608591e-01 -4.423882235264525731e-01 -6.516143745994550107e-05 7.417375692865547654e-01 2.502557223406010944e+00 2.443999999999999773e+01
-2.964992896153303263e+02 -5.889993985918098307e-01 -4.376935961196802838e-01 -6.482748260250425902e-05 7.338228503022317106e-01 2.502513283410269462e+00 2.632000000000000028e+01
-2.958030699032023563e+02 -5.826625495176418479e-01 -4.330264976622490436e-01 -6.496418733537900404e-05 7.259528870994537142e-01 2.502466955063459952e+00 2.819999999999999929e+01
-2.951068501910743862e+02 -5.763643188746235824e-01 -4.283852273935607191e-01 -6.472838033117487341e-05 7.181293275732731907e-01 2.502422824714658933e+00 3.007999999999999829e+01
-2.944106304789464161e+02 -5.701017800155867565e-01 -4.237712820870347397e-01 -6.476030244243060697e-05 7.103507155614257051e-01 2.502376824714818593e+00 3.195999999999999730e+01
-2.937144107668185029e+02 -5.638775624641290118e-01 -4.191833350566945282e-01 -6.445695497840449512e-05 7.026183699845462982e-01 2.502332649916411356e+00 3.383999999999999631e+01
-2.930181910546905328e+02 -5.576894170977634291e-01 -4.146225698466486920e-01 -6.426057754097128972e-05 6.949311918233935792e-01 2.502287072309539173e+00 3.571999999999999886e+01
-2.923219713425625628e+02 -5.515395045038060662e-01 -4.100879232396861251e-01 -6.373536837875676459e-05 6.872902806059042469e-01 2.502243170954817852e+00 3.759999999999999432e+01
-2.916257516304345927e+02 -5.454260552814184093e-01 -4.055803551692713782e-01 -6.321138498765669191e-05 6.796947890627682565e-01 2.502198324669889118e+00 3.947999999999999687e+01
-2.909295319183066226e+02 -5.393508752519388105e-01 -4.010989951882359406e-01 -6.237244058988334857e-05 6.721456468475004442e-01 2.502155152930299220e+00 4.135999999999999943e+01
-2.902333122061786526e+02 -5.333125303604930867e-01 -3.966446379572302616e-01 -6.147933235804952778e-05 6.646421773102683117e-01 2.502111474824624704e+00 4.323999999999999488e+01
-2.895370924940507393e+02 -5.273125387313710721e-01 -3.922165578810085651e-01 -6.030076793547566218e-05 6.571851655198482911e-01 2.502069546684146939e+00 4.511999999999999744e+01
-2.888408727819227693e+02 -5.213496998169427910e-01 -3.878154233460058276e-01 -5.904624740120399185e-05 6.497740469457501389e-01 2.502027509658038440e+00 4.700000000000000000e+01
-2.881446530697947992e+02 -5.154252960913527914e-01 -3.834406195966254538e-01 -5.753546433390328108e-05 6.424094835908813472e-01 2.501987328361411134e+00 4.887999999999999545e+01
