# r=8.000000e+02
# M=2.700297e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-3.062463655851217936e+02 3.160380740631778540e+00 2.046135868655956358e+01 3.454872371175117226e-04 2.070399009190747464e+01 -1.417551253780974685e+00 0.000000000000000000e+00
-3.055501458729938236e+02 3.120046425909940080e+00 2.017823239819568215e+01 3.454872371175117226e-04 2.041802518402372968e+01 -1.417386866977087267e+00 1.879999999999999893e+00
-3.048539261608659103e+02 3.083027421796453726e+00 1.989709270907260930e+01 4.149099995031544849e-04 2.013453144120764904e+01 -1.417070183731435007e+00 3.759999999999999787e+00
-3.041577064487379403e+02 3.045053634095418627e+00 1.961817216615112969e+01 3.998851575231931630e-04 1.985308617760132321e+01 -1.416809129936261069e+00 5.639999999999999680e+00
-3.034614867366099702e+02 3.007942374253508966e+00 1.934133352540747808e+01 4.132296846798520773e-04 1.957383201797443562e+01 -1.416513367872924922e+00 7.519999999999999574e+00
-3.027652670244820001e+02 2.970686937345614176e+00 1.906666371542993943e+01 4.137386243997084531e-04 1.929670039454954278e+01 -1.416233732632039999e+00 9.399999999999998579e+00
-3.020690473123540301e+02 2.933927758398215069e+00 1.879410169137323550e+01 4.213776815536773336e-04 1.902172942918645049e+01 -1.415937261900973354e+00 1.127999999999999936e+01
-3.013728276002260600e+02 2.897222357656064506e+00 1.852369058637171761e+01 4.248859886680200195e-04 1.874889357613772134e+01 -1.415646989735743100e+00 1.316000000000000014e+01
-3.006766078880981468e+02 2.860895602547912198e+00 1.825539599586240769e+01 4.312757809843017587e-04 1.847820896662950929e+01 -1.415345633899538047e+00 1.503999999999999915e+01
-2.999803881759701767e+02 2.824699695943210020e+00 1.798924306035948817e+01 4.358801822179592350e-04 1.820966211265200130e+01 -1.415046464335573795e+00 1.691999999999999815e+01
-2.992841684638422066e+02 2.788830719545134951e+00 1.772520939770328141e+01 4.419781361674656925e-04 1.794326126919817455e+01 -1.414738697149565905e+00 1.879999999999999716e+01
-2.985879487517142366e+02 2.753130466670087539e+00 1.746331103328349599e+01 4.471842760982413763e-04 1.767899769816457223e+01 -1.414431036554115062e+00 2.067999999999999972e+01
-2.978917290395862665e+02 2.717730067139427774e+00 1.720353191372988633e+01 4.533018509947492531e-04 1.741687592608262136e+01 -1.414116020133619367e+00 2.255999999999999872e+01
-2.971955093274582964e+02 2.682519830913766778e+00 1.694588276834094032e+01 4.589454763750947983e-04 1.715688944539772720e+01 -1.413799841185701789e+00 2.443999999999999773e+01
-2.964992896153303263e+02 2.647593603527616857e+00 1.669035121573646663e+01 4.652171473131380621e-04 1.689904067082141026e+01 -1.413476966358730769e+00 2.632000000000000028e+01
-2.958030699032023563e+02 2.612870890710171423e+00 1.643694459331134183e+01 4.712396646116975775e-04 1.664332424292417301e+01 -1.413152054488943099e+00 2.819999999999999929e+01
-2.951068501910743862e+02 2.578422165739694183e+00 1.618565279149887104e+01 4.777382641672930875e-04 1.638974121674082340e+01 -1.412820793671452302e+00 3.007999999999999829e+01
-2.944106304789464161e+02 2.544185848179524978e+00 1.593648081175086517e+01 4.841217555038145200e-04 1.613828684505825706e+01 -1.412486832895440969e+00 3.195999999999999730e+01
-2.937144107668185029e+02 2.510216788932428056e+00 1.568942001291173760e+01 4.908944661989344573e-04 1.588896122057680671e+01 -1.412146683452948803e+00 3.383999999999999631e+01
-2.930181910546905328e+02 2.476466347398479151e+00 1.544447369509652646e+01 4.976389109116084123e-04 1.564175991659269194e+01 -1.411803292087556505e+00 3.571999999999999886e+01
-2.923219713425625628e+02 2.442978411105369396e+00 1.520163419410292605e+01 5.047213437604114884e-04 1.539668229484671436e+01 -1.411453751414351698e+00 3.759999999999999432e+01
-2.916257516304345927e+02 2.409713576529401102e+00 1.496090351411363528e+01 5.118363560280420055e-04 1.515372407956301437e+01 -1.411100498190241082e+00 3.947999999999999687e+01
-2.909295319183066226e+02 2.376707741232197968e+00 1.472227465111700262e+01 5.192594687267054494e-04 1.491288404669449896e+01 -1.410741050293450760e+00 4.135999999999999943e+01
-2.902333122061786526e+02 2.343928323150955784e+00 1.448574858359240913e+01 5.267609782591528610e-04 1.467415796599991396e+01 -1.410377460834567831e+00 4.323999999999999488e+01
-2.895370924940507393e+02 2.311405214654445039e+00 1.425131875216811750e+01 5.345543435674283235e-04 1.443754412087562500e+01 -1.410007567540163098e+00 4.511999999999999744e+01
-2.888408727819227693e+02 2.279111012094188204e+00 1.401898529323120357e+01 5.424631801964780462e-04 1.420303825444689139e+01 -1.409633126292177296e+00 4.700000000000000000e+01
-2.881446530697947992e+02 2.247070980665512696e+00 1.378874193694178807e+01 5.506572335931328704e-04 1.397063821719416943e+01 -1.409252220421850277e+00 4.887999999999999545e+01
-2.874484333576668291e+02 2.215261740911431243e+00 1.356058810452534757e+01 5.589989098741139899e-04 1.374033967270606915e+01 -1.408866369450870515e+00 5.075999999999999801e+01
-2.867522136455388591e+02 2.183704916794424022e+00 1.333451770096651501e+01 5.676262469923231899e-04 1.351214007776049542e+01 -1.408473848301625475e+00 5.264000000000000057e+01
-2.860559939334108890e+02 2.152380316457939813e+00 1.311052952362008384e+01 5.764306625566847095e-04 1.328603497723792159e+01 -1.408075984286315974e+00 5.451999999999999602e+01
-2.853597742212829758e+02 2.121306645870821406e+00 1.288861756624621258e+01 5.855268653454946464e-04 1.306202146127337116e+01 -1.407671203521731584e+00 5.639999999999999858e+01
-2.846635545091550057e+02 2.090466282112656948e+00 1.266878006880758534e+01 5.948289173722199003e-04 1.284009492599125224e+01 -1.407260673595047917e+00 5.827999999999999403e+01
-2.839673347970270356e+02 2.059875561683936152e+00 1.245101104598863451e+01 6.044345017907182911e-04 1.262025211305042305e+01 -1.406842940286495036e+00 6.015999999999999659e+01
-2.832711150848990656e+02 2.029518969538817608e+00 1.223530822791951778e+01 6.142759090814129677e-04 1.240248824550593731e+01 -1.406419035165374032e+00 6.203999999999999915e+01
-2.825748953727710955e+02 1.999410897396195708e+00 1.202166559582331651e+01 6.244379354936636928e-04 1.218679972898662989e+01 -1.405987598293319429e+00 6.391999999999999460e+01
-2.818786756606431254e+02 1.969537580792760645e+00 1.181008040718329077e+01 6.348671591783678660e-04 1.197318159497673484e+01 -1.405549543165991677e+00 6.579999999999999716e+01
-2.811824559485152122e+02 1.939911788583501773e+00 1.160054657070505257e+01 6.456378625099739362e-04 1.176162992474180946e+01 -1.405103584231714109e+00 6.767999999999999261e+01
-2.804862362363871853e+02 1.910521214961533598e+00 1.139306090692126538e+01 6.567077491309927795e-04 1.155213954822376898e+01 -1.404650531552440462e+00 6.956000000000000227e+01
-2.797900165242592720e+02 1.881377250008289925e+00 1.118761722896199906e+01 6.681426360303819407e-04 1.134470623765182040e+01 -1.404189158471609744e+00 7.143999999999999773e+01
-2.790937968121312451e+02 1.852468809629513435e+00 1.098421195657500782e+01 6.799095413107308569e-04 1.113932462035358384e+01 -1.403720183405005484e+00 7.331999999999999318e+01
-2.783975771000033319e+02 1.823806100889561188e+00 1.078283879469235629e+01 6.920679035060641133e-04 1.093599017766404380e+01 -1.403242425621360923e+00 7.519999999999998863e+01
-2.777013573878753618e+02 1.795379073816896431e+00 1.058349379499256493e+01 7.045929470893773881e-04 1.073469733748212107e+01 -1.402756520771901494e+00 7.707999999999999829e+01
-2.770051376757473918e+02 1.767196914019237397e+00 1.038617054513100335e+01 7.175394119642496083e-04 1.053544130663096468e+01 -1.402261322623781004e+00 7.895999999999999375e+01
