# r=8.000000e+02
# M=2.700297e+00
# u/M:0 RePsi4/M:1 ImPsi4/M:2 Momega:3 A/M:4 phi:5 t:6
-3.062463655851217936e+02 2.595997721433266984e-07 -1.432629183111897379e-07 1.917249802660470851e-03 2.965068388079872867e-07 5.042706675784345283e-01 0.000000000000000000e+00
-3.055501458729938236e+02 2.583124121183476580e-07 -1.428360487144468649e-07 1.917249802660470851e-03 2.951735744723008695e-07 5.051117882995568298e-01 1.879999999999999893e+00
-3.048539261608659103e+02 2.560285641906482460e-07 -1.421850968360573622e-07 3.361113264855886563e-03 2.928604231435239517e-07 5.069403217898058589e-01 3.759999999999999787e+00
-3.041577064487379403e+02 2.528092463917931473e-07 -1.413420047786614906e-07 5.318628252365212652e-03 2.896378383016237578e-07 5.097919349189317106e-01 5.639999999999999680e+00
-3.034614867366099702e+02 2.484318861786537217e-07 -1.403835652991105794e-07 9.000077343473541699e-03 2.853523216593361102e-07 5.143461894513605692e-01 7.519999999999999574e+00
-3.027652670244820001e+02 2.422141402614018643e-07 -1.394310092425303673e-07 1.615012394844576177e-02 2.794793303286679113e-07 5.223239974333367952e-01 9.399999999999998579e+00
-3.020690473123540301e+02 2.329397511525869670e-07 -1.386304863005856099e-07 2.855393310213272251e-02 2.710707276689351593e-07 5.368342587437961999e-01 1.127999999999999936e+01
-3.013728276002260600e+02 2.192944030738149882e-07 -1.381238856799948799e-07 4.680007874604476259e-02 2.591683680830689644e-07 5.620836196023126785e-01 1.316000000000000014e+01
-3.006766078880981468e+02 2.008719239571773652e-07 -1.380146208653361712e-07 6.851902108776511402e-02 2.437161574595753516e-07 6.020005334480706960e-01 1.503999999999999915e+01
-2.999803881759701767e+02 1.791712803541064051e-07 -1.383371375933236275e-07 8.720140035289020153e-02 2.263614616962081985e-07 6.574922058763398303e-01 1.691999999999999815e+01
-2.992841684638422066e+02 1.574415493693875674e-07 -1.390433478320136216e-07 9.529016365230139063e-02 2.100497418331372841e-07 7.234232011497594428e-01 1.879999999999999716e+01
-2.985879487517142366e+02 1.386870756491746374e-07 -1.400192527388361802e-07 9.428259229735594382e-02 1.970773860433052831e-07 7.901779864896032457e-01 2.067999999999999972e+01
-2.978917290395862665e+02 1.228009271948715916e-07 -1.411222143822666243e-07 1.030954056139844893e-01 1.870709681165802260e-07 8.547059996856458675e-01 2.255999999999999872e+01
-2.971955093274582964e+02 1.052502393292691024e-07 -1.422318664977321932e-07 1.524852925252739855e-01 1.769393023788020319e-07 9.337320937261707199e-01 2.443999999999999773e+01
-2.964992896153303263e+02 7.898266761167271603e-08 -1.432922991022543299e-07 2.705112574835581984e-01 1.636182898244138514e-07 1.067032532617034679e+00 2.632000000000000028e+01
-2.958030699032023563e+02 3.845479462669446827e-08 -1.443264578783257141e-07 4.460798349311438926e-01 1.493616338739148115e-07 1.310402633351322788e+00 2.819999999999999929e+01
-2.951068501910743862e+02 -1.714802938906016106e-08 -1.454241202799651456e-07 5.576277779540143031e-01 1.464316552905478815e-07 1.688171681140734126e+00 3.007999999999999829e+01
-2.944106304789464161e+02 -8.322730160432485585e-08 -1.466937485899963680e-07 4.869809403983119678e-01 1.686589446419083651e-07 2.086865535434720531e+00 3.195999999999999730e+01
-2.937144107668185029e+02 -1.512304312992206487e-07 -1.482153146347746251e-07 3.143087684147846672e-01 2.117508508677911703e-07 2.366263141412567883e+00 3.383999999999999631e+01
-2.930181910546905328e+02 -2.114180122299117789e-07 -1.500003832967555904e-07 1.719743507409618455e-01 2.592251740946868909e-07 2.524521455964792160e+00 3.571999999999999886e+01
-2.923219713425625628e+02 -2.559310767693832416e-07 -1.519779112366842269e-07 8.235216924396221438e-02 2.976541643589106625e-07 2.605727007345099100e+00 3.759999999999999432e+01
-2.916257516304345927e+02 -2.802877977515975132e-07 -1.539968114698666477e-07 2.291508517634563424e-02 3.198066095491555843e-07 2.639191863093081292e+00 3.947999999999999687e+01
-2.909295319183066226e+02 -2.826177205883418986e-07 -1.558502810608025887e-07 -2.650908589563077608e-02 3.227415159183603013e-07 2.637634875354825326e+00 4.135999999999999943e+01
-2.902333122061786526e+02 -2.628503471095877357e-07 -1.573149537088967142e-07 -8.036211580366207918e-02 3.063303766133275092e-07 2.602279566791018350e+00 4.323999999999999488e+01
-2.895370924940507393e+02 -2.235405060102179812e-07 -1.581936037807928361e-07 -1.500315436015864923e-01 2.738531980906171075e-07 2.525735497093186233e+00 4.511999999999999744e+01
-2.888408727819227693e+02 -1.705932612186707054e-07 -1.583587544128959276e-07 -2.420874758814469951e-01 2.327650228716193827e-07 2.393369730598197354e+00 4.700000000000000000e+01
-2.881446530697947992e+02 -1.121308312826538579e-07 -1.577832507062948871e-07 -3.414581236773180928e-01 1.935687927523042145e-07 2.188643351557254313e+00 4.887999999999999545e+01
-2.874484333576668291e+02 -5.663172902007648422e-08 -1.565446008476837413e-07 -3.906648836180106610e-01 1.664733155384489869e-07 1.917909977457444626e+00 5.075999999999999801e+01
-2.867522136455388591e+02 -1.145594507782117600e-08 -1.548006629667590980e-07 -3.384777732335799150e-01 1.552239798889791478e-07 1.644666165935183111e+00 5.264000000000000057e+01
-2.860559939334108890e+02 1.906778012917172219e-08 -1.527393705539383395e-07 -2.198279782792963155e-01 1.539249672933787912e-07 1.446600181772651483e+00 5.451999999999999602e+01
-2.853597742212829758e+02 3.559822388711831212e-08 -1.505248473421541486e-07 -1.143058673896310828e-01 1.546769640615441213e-07 1.338569022424616062e+00 5.639999999999999858e+01
-2.846635545091550057e+02 4.317426472963037387e-08 -1.482653894034904635e-07 -5.864098853164753655e-02 1.544235824928073150e-07 1.287436185595559612e+00 5.827999999999999403e+01
-2.839673347970270356e+02 4.739541604506215493e-08 -1.460061584625848439e-07 -3.964369509437130207e-02 1.535061033675403291e-07 1.256914998115810533e+00 6.015999999999999659e+01
-2.832711150848990656e+02 5.061655308122845026e-08 -1.437483079355826713e-07 -2.447918477480197016e-02 1.523995127294307255e-07 1.232234741622975749e+00 6.203999999999999915e+01
-2.825748953727710955e+02 5.131632445578205477e-08 -1.414739023112978450e-07 1.214811666544163456e-02 1.504932895209541800e-07 1.222829216161730903e+00 6.391999999999999460e+01
-2.818786756606431254e+02 4.637396756585166669e-08 -1.391703721018939550e-07 7.533601501478828788e-02 1.466933445619748938e-07 1.249150258198397090e+00 6.579999999999999716e+01
-2.811824559485152122e+02 3.393153153245849800e-08 -1.368377664336706209e-07 1.509547766788717216e-01 1.409819958529954436e-07 1.327730053534658339e+00 6.767999999999999261e+01
-2.804862362363871853e+02 1.505127382151044289e-08 -1.344891098003256504e-07 2.101035658196445943e-01 1.353287164593462675e-07 1.459345640525807175e+00 6.956000000000000227e+01
-2.797900165242592720e+02 -6.544926994614360968e-09 -1.321389020183786874e-07 2.241119829257000040e-01 1.323008900045177951e-07 1.620286541758681365e+00 7.143999999999999773e+01
-2.790937968121312451e+02 -2.639277526452375183e-08 -1.297918593406427368e-07 1.903308729438126790e-01 1.324481231926856675e-07 1.771408000999721732e+00 7.331999999999999318e+01
-2.783975771000033319e+02 -4.145719861641232118e-08 -1.274381146202071020e-07 1.338086050952208006e-01 1.340118366976354034e-07 1.885310752898690767e+00 7.519999999999998863e+01
-2.777013573878753618e+02 -5.095736592254994948e-08 -1.250570082645731849e-07 7.969763381244103495e-02 1.350403956520054909e-07 1.957728378038999573e+00 7.707999999999999829e+01
-2.770051376757473918e+02 -5.556953174070040816e-08 -1.226235140642593181e-07 3.624946295375050531e-02 1.346272597186331997e-07 1.996284880239045822e+00 7.895999999999999375e+01
-2.763089179636194217e+02 -5.616942015183522162e-08 -1.201184387809900444e-07 8.081728626049411847e-05 1.326025757494018186e-07 2.008203559363906265e+00 8.083999999999998920e+01
-2.756126982514914516e+02 -5.327887327173219227e-08 -1.175336090669854664e-07 -3.312022670919922279e-02 1.290456802741426966e-07 1.996397413414596311e+00 8.271999999999999886e+01
-2.749164785393634816e+02 -4.739314403799063786e-08 -1.148749564036471061e-07 -6.189148074198872612e-02 1.242673155360875640e-07 1.962085649953723143e+00 8.459999999999999432e+01
-2.742202588272355683e+02 -3.960066111587600590e-08 -1.121560095402114564e-07 -7.803465787656686803e-02 1.189419305240942293e-07 1.910217275603875109e+00 8.647999999999998977e+01
-2.735240391151075983e+02 -3.176775226633146847e-08 -1.093912740096290090e-07 -7.225162440884330683e-02 1.139106707622457441e-07 1.853427115868068187e+00 8.835999999999999943e+01
-2.728278194029796282e+02 -2.595128401481947977e-08 -1.065931717592363463e-07 -4.389891938699301555e-02 1.097067609936228453e-07 1.809611265310469896e+00 9.023999999999999488e+01
-2.721315996908516581e+02 -2.336925570469142049e-08 -1.037714053055212735e-07 -5.219056109270054505e-03 1.063702339532729319e-07 1.792300529831386546e+00 9.211999999999999034e+01
-2.714353799787236881e+02 -2.379803752269921852e-08 -1.009347198246426867e-07 2.671744972589907771e-02 1.037022866479371148e-07 1.802344045826518526e+00 9.400000000000000000e+01
-2.707391602665957180e+02 -2.595924969454300304e-08 -9.809375745592960225e-08 4.274709258548613222e-02 1.014705272309471071e-07 1.829502960145304113e+00 9.587999999999999545e+01
-2.700429405544678048e+02 -2.853795025178004837e-08 -9.526020175175609581e-08 4.615776351709467706e-02 9.944305225785434140e-08 1.861866782814867394e+00 9.775999999999999091e+01
-2.693467208423398347e+02 -3.094000334803453749e-08 -9.244147082747783971e-08 4.620726942131223036e-02 9.748184105731605066e-08 1.893774849801988625e+00 9.964000000000000057e+01
-2.686505011302118646e+02 -3.327049513018672905e-08 -8.963608604910648733e-08 4.866963984596580500e-02 9.561147299571635938e-08 1.926207606444317877e+00 1.015199999999999960e+02
-2.679542814180838946e+02 -3.576905739079646025e-08 -8.683293215856769006e-08 5.176479485990017476e-02 9.391157316263268201e-08 1.961544375087848291e+00 1.033999999999999915e+02
-2.672580617059559245e+02 -3.827443291279021388e-08 -8.401118939658125706e-08 4.900222123046411860e-02 9.231907797754441482e-08 1.998286947595763419e+00 1.052800000000000011e+02
-2.665618419938279544e+02 -4.010199851459896875e-08 -8.114858787786791607e-08 3.507250526875417551e-02 9.051664818936318476e-08 2.029776999805257276e+00 1.071599999999999966e+02
-2.658656222817000412e+02 -4.036023082383645298e-08 -7.822490437147495117e-08 9.876173839857836298e-03 8.802320089658043500e-08 2.047123286639400241e+00 1.090399999999999920e+02
-2.651694025695720711e+02 -3.847096157213072528e-08 -7.522551252655832750e-08 -2.128985066790605243e-02 8.449196777900099392e-08 2.043528973620680311e+00 1.109199999999999875e+02
-2.644731828574441010e+02 -3.455565761430246754e-08 -7.214583657194989564e-08 -5.005065382922085221e-02 7.999446985775581737e-08 2.017478459232886490e+00 1.127999999999999972e+02
-2.637769631453161310e+02 -2.941722602839264420e-08 -6.899274787159513905e-08 -6.821653355556930864e-02 7.500248293276054336e-08 1.973836470019087352e+00 1.146799999999999926e+02
-2.630807434331881609e+02 -2.414054894847761898e-08 -6.578698151111559133e-08 -7.140948387115435281e-02 7.007633723217636622e-08 1.922491068524034841e+00 1.165599999999999881e+02
-2.623845237210601908e+02 -1.959991509653847534e-08 -6.256105931649144119e-08 -6.149523214497169127e-02 6.555946014568054743e-08 1.874403089411124324e+00 1.184399999999999977e+02
-2.616883040089322208e+02 -1.617681230064400106e-08 -5.935839798166906454e-08 -4.545187148798830734e-02 6.152323680659593534e-08 1.836862682881605924e+00 1.203199999999999932e+02
-2.609920842968043075e+02 -1.377762151082421531e-08 -5.622290233194476256e-08 -3.162467388226634230e-02 5.788641983335059664e-08 1.811114111645035774e+00 1.221999999999999886e+02
-2.602958645846762806e+02 -1.200767082898819550e-08 -5.318945072148042179e-08 -2.674545491593664087e-02 5.452799122276675088e-08 1.792827240188701543e+00 1.240799999999999983e+02
-2.595996448725483106e+02 -1.035200051232286939e-08 -5.027321864216738109e-08 -3.477412454813658127e-02 5.132796924923387431e-08 1.773872685800426119e+00 1.259599999999999937e+02
-2.589034251604203405e+02 -8.324412131686153889e-09 -4.746620190941555819e-08 -5.595908227793155304e-02 4.819062316513004596e-08 1.744406378223890552e+00 1.278399999999999892e+02
-2.582072054482924273e+02 -5.628842621795145981e-09 -4.473927675554850835e-08 -8.525849990665833322e-02 4.509198103732526281e-08 1.695953053491453089e+00 1.297199999999999989e+02
-2.575109857361644572e+02 -2.310510051154097416e-09 -4.204906278241250073e-08 -1.115810832504595812e-01 4.211249384180129638e-08 1.625689081700939287e+00 1.315999999999999943e+02
-2.568147660240364871e+02 1.189288230115079134e-09 -3.935125741298016329e-08 -1.210800489773505295e-01 3.936922486507597851e-08 1.540583154172331160e+00 1.334799999999999898e+02
-2.561185463119085171e+02 4.181288225603381930e-09 -3.661487504288262171e-08 -1.057008886149119337e-01 3.685284582812402138e-08 1.457092448014038588e+00 1.353599999999999852e+02
-2.554223265997805754e+02 6.064942988136665891e-09 -3.382948241483815075e-08 -7.142497930143816565e-02 3.436884365097540033e-08 1.393401069686043936e+00 1.372399999999999807e+02
-2.547261068876526053e+02 6.711655010346332110e-09 -3.100830390955642892e-08 -3.897694749685499255e-02 3.172634905445818116e-08 1.357637490958052195e+00 1.391200000000000045e+02
