# r=8.000000e+02
# M=2.700297e+00
# u/M:0 RePsi4/M:1 ImPsi4/M:2 Momega:3 A/M:4 phi:5 t:6
-3.062463655851217936e+02 -1.991425494360722717e-08 -4.914496399170633260e-08 -1.991961226858381673e-01 5.302645599797423560e-08 1.955789915228887343e+00 0.000000000000000000e+00
-3.055501458729938236e+02 -1.581858169431915672e-08 -4.941619858847906585e-08 -1.991961226858381673e-01 5.188630079082386259e-08 1.880598359623396165e+00 1.879999999999999893e+00
-3.048539261608659103e+02 -5.362079282323713558e-09 -4.962933644429134150e-08 -3.674504749616443466e-01 4.991816232725910297e-08 1.678421380842206379e+00 3.759999999999999787e+00
-3.041577064487379403e+02 1.018698758040683076e-08 -4.978069897664934069e-08 -4.616358556973509941e-01 5.081232829311346571e-08 1.368945831825238102e+00 5.639999999999999680e+00
-3.034614867366099702e+02 2.955716262234665164e-08 -4.985272002421813429e-08 -4.312853123599527660e-01 5.795618652134494690e-08 1.035621415719095939e+00 7.519999999999999574e+00
-3.027652670244820001e+02 5.155075464025238940e-08 -4.982806103722233760e-08 -3.239834432813055720e-01 7.169599689458721090e-08 7.684071597927091268e-01 9.399999999999998579e+00
-3.020690473123540301e+02 7.510432833706334851e-08 -4.968982187320256893e-08 -2.203187800398199170e-01 9.005408670766707069e-08 5.844940964880228629e-01 1.127999999999999936e+01
-3.013728276002260600e+02 9.934609328510256978e-08 -4.942232603545686746e-08 -1.486416834336719006e-01 1.109604098846399366e-07 4.616266045612945068e-01 1.316000000000000014e+01
-3.006766078880981468e+02 1.236027095790998841e-07 -4.901334579420770211e-08 -1.033192849016977000e-01 1.329659275199398200e-07 3.775195563872094096e-01 1.503999999999999915e+01
-2.999803881759701767e+02 1.473369689375454660e-07 -4.846002662363101191e-08 -7.447662151150645504e-02 1.551017620662842903e-07 3.177607589782407982e-01 1.691999999999999815e+01
-2.992841684638422066e+02 1.700901358865115082e-07 -4.777323499187153352e-08 -5.548731012771468407e-02 1.766718322412504233e-07 2.738153724092010077e-01 1.879999999999999716e+01
-2.985879487517142366e+02 1.915412370614465961e-07 -4.697446052464705454e-08 -4.264808397634446691e-02 1.972172544089662012e-07 2.404980408104958056e-01 2.067999999999999972e+01
-2.978917290395862665e+02 2.116451135334840082e-07 -4.609178243717723246e-08 -3.390621271686557192e-02 2.166058782462687496e-07 2.144304989115615734e-01 2.255999999999999872e+01
-2.971955093274582964e+02 2.306875420728362444e-07 -4.515229392141011991e-08 -2.790436064615895925e-02 2.350648244931001684e-07 1.932856934963246287e-01 2.443999999999999773e+01
-2.964992896153303263e+02 2.490184242816595676e-07 -4.417637430252411502e-08 -2.338405877257155457e-02 2.529065591838956880e-07 1.755753670391942967e-01 2.632000000000000028e+01
-2.958030699032023563e+02 2.663350157231492539e-07 -4.317909366219072313e-08 -1.906527767520187211e-02 2.698124806782265883e-07 1.607248081622783820e-01 2.819999999999999929e+01
-2.951068501910743862e+02 2.808957840243464666e-07 -4.217405453491871172e-08 -1.395668034420343741e-02 2.840441732522717609e-07 1.490281227698568856e-01 3.007999999999999829e+01
-2.944106304789464161e+02 2.895320832668320128e-07 -4.118268131694111380e-08 -7.602185151849132246e-03 2.924463035862899325e-07 1.412909762192717800e-01 3.195999999999999730e+01
-2.937144107668185029e+02 2.888168644116743386e-07 -4.024196657417641710e-08 1.764419940518632574e-04 2.916069221440887285e-07 1.384425404539291471e-01 3.383999999999999631e+01
