# r=8.000000e+02
# M=2.700297e+00
# u/M:0 Reh/M:1 Imh/M:2 Momega:3 A/M:4 phi:5 t:6
-3.062463655851217936e+02 -1.848704862392758885e+00 8.407485132313446963e-01 8.784515611671000210e-04 2.030903181034326543e+00 -2.714773252140386450e+00 0.000000000000000000e+00
-3.055501458729938236e+02 -1.809250605986731930e+00 8.240186314731318129e-01 8.784515611671000210e-04 1.988062992029731912e+00 -2.714217844454326567e+00 1.879999999999999893e+00
-3.048539261608659103e+02 -1.770113581669111591e+00 8.076214541378455847e-01 9.391317574318140508e-04 1.945650149742542689e+00 -2.713550061554318216e+00 3.759999999999999787e+00
-3.041577064487379403e+02 -1.731497544316782822e+00 7.913417571629305369e-01 9.437013324880394027e-04 1.903760889031173464e+00 -2.712910160370707757e+00 5.639999999999999680e+00
-3.034614867366099702e+02 -1.693312411464644063e+00 7.752705093799815428e-01 9.679773401355262633e-04 1.862351010291696918e+00 -2.712236014614239021e+00 7.519999999999999574e+00
-3.027652670244820001e+02 -1.655608273369602035e+00 7.593575641770108353e-01 9.841389352156534702e-04 1.821445213319005774e+00 -2.711562310560516664e+00 9.399999999999998579e+00
-3.020690473123540301e+02 -1.618352059383527886e+00 7.436347468058891463e-01 1.005785332809552195e-03 1.781026677163473737e+00 -2.710865660761899498e+00 1.127999999999999936e+01
-3.013728276002260600e+02 -1.581565809622142771e+00 7.280800721546605292e-01 1.025261929703206966e-03 1.741106257996472895e+00 -2.710161815410774278e+00 1.316000000000000014e+01
-3.006766078880981468e+02 -1.545232144872932700e+00 7.127095864381129964e-01 1.047408355699623725e-03 1.701674862054848969e+00 -2.709438045630792047e+00 1.503999999999999915e+01
-2.999803881759701767e+02 -1.509363155985898430e+00 6.975109437497960529e-01 1.069047757672688965e-03 1.662738299702765099e+00 -2.708703362723003050e+00 1.691999999999999815e+01
-2.992841684638422066e+02 -1.473947911546044320e+00 6.824937450455359489e-01 1.092479718134855117e-03 1.624290663021008330e+00 -2.707949461386596202e+00 1.879999999999999716e+01
-2.985879487517142366e+02 -1.438993819974540234e+00 6.676500431709005978e-01 1.116089824257339696e-03 1.586335334685269105e+00 -2.707182150893272077e+00 2.067999999999999972e+01
-2.978917290395862665e+02 -1.404493185072919426e+00 6.529861715457475624e-01 1.141170246337584390e-03 1.548867988934578444e+00 -2.706395373914289415e+00 2.255999999999999872e+01
-2.971955093274582964e+02 -1.370450818337685783e+00 6.384965394113275572e-01 1.166797808709446431e-03 1.511890629748948722e+00 -2.705593140452483780e+00 2.443999999999999773e+01
-2.964992896153303263e+02 -1.336860854689797540e+00 6.241855866202157266e-01 1.193785429394240809e-03 1.475399807288301890e+00 -2.704770678645306958e+00 2.632000000000000028e+01
-2.958030699032023563e+02 -1.303726501127912440e+00 6.100491196360793289e-01 1.221566229945690845e-03 1.439396650722789328e+00 -2.703930866556492951e+00 2.819999999999999929e+01
